epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.403041,0.394041,0.066757,0.4615,0.4492,1.0000,-0.5739,2.0000
2,0.216445,0.207445,0.006866,0.6410,0.6695,1.0000,-0.5739,1.9848
3,0.195936,0.186936,0.015105,0.6325,0.6864,1.0000,-0.5739,1.9697
4,0.194495,0.185495,0.010442,0.5470,0.6271,1.0000,-0.5739,1.9545
5,0.192730,0.183730,0.007386,0.5726,0.6864,1.0000,-0.5739,1.9394
6,0.161600,0.152600,0.011449,0.5726,0.6102,1.0000,-0.5739,1.9242
7,0.147588,0.138588,0.010082,0.6068,0.6695,1.0000,-0.5739,1.9091
8,0.141151,0.132151,0.012767,0.6752,0.7797,1.0000,-0.5739,1.8939
9,0.133016,0.124016,0.013899,0.6667,0.7373,1.0000,-0.5739,1.8788
10,0.129412,0.120412,0.015728,0.4615,0.5169,1.0000,-0.5739,1.8636
11,0.123217,0.114217,0.017276,0.6154,0.6525,1.0000,-0.5739,1.8485
12,0.110863,0.101863,0.013890,0.7521,0.8051,1.0000,-0.5739,1.8333
13,0.120523,0.111523,0.013542,0.6752,0.7797,1.0000,-0.5739,1.8182
14,0.109963,0.100963,0.013972,0.7009,0.7627,1.0000,-0.5739,1.8030
15,0.109461,0.100461,0.014298,0.7607,0.7797,1.0000,-0.5739,1.7879
16,0.106068,0.097068,0.019427,0.6496,0.7542,1.0000,-0.5739,1.7727
17,0.107168,0.098168,0.017598,0.5897,0.6356,1.0000,-0.5739,1.7576
18,0.101986,0.092986,0.016287,0.5897,0.6017,1.0000,-0.5739,1.7424
19,0.103570,0.094570,0.019051,0.7949,0.7797,1.0000,-0.5739,1.7273
20,0.104310,0.095310,0.020105,0.7436,0.7881,1.0000,-0.5739,1.7121
21,0.100663,0.091663,0.021102,0.6923,0.7458,1.0000,-0.5739,1.6970
22,0.100501,0.091501,0.024906,0.7436,0.7797,1.0000,-0.5739,1.6818
23,0.097264,0.088264,0.027702,0.7179,0.8136,1.0000,-0.5739,1.6667
24,0.096568,0.087568,0.031744,0.7607,0.8051,1.0000,-0.5739,1.6515
25,0.092278,0.083278,0.030026,0.7949,0.8136,1.0000,-0.5739,1.6364
26,0.093617,0.084617,0.032883,0.7521,0.7458,1.0000,-0.5739,1.6212
27,0.090246,0.081246,0.030185,0.7350,0.7542,1.0000,-0.5739,1.6061
28,0.091911,0.082911,0.033579,0.7778,0.8051,1.0000,-0.5739,1.5909
29,0.091452,0.082452,0.040634,0.6581,0.7627,1.0000,-0.5739,1.5758
