epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.711858,0.709425,0.027596,0.7119,0.5362,0.7647,2.0000
2,0.197143,0.196909,0.003013,0.5085,0.5290,0.7703,1.9848
3,0.163355,0.163210,0.001890,0.5847,0.5111,0.7845,1.9697
4,0.206299,0.206141,0.002094,0.6695,0.5090,0.7865,1.9545
5,0.169296,0.169139,0.002124,0.6610,0.5038,0.7896,1.9394
6,0.135839,0.135738,0.001452,0.6864,0.5042,0.7902,1.9242
7,0.132318,0.132218,0.001485,0.7119,0.5017,0.7922,1.9091
8,0.124339,0.124231,0.001575,0.7458,0.4937,0.7970,1.8939
9,0.121748,0.121640,0.001619,0.7373,0.4906,0.7988,1.8788
10,0.114804,0.114703,0.001536,0.7797,0.4875,0.8007,1.8636
11,0.111758,0.111662,0.001429,0.6017,0.4857,0.8018,1.8485
12,0.110656,0.110553,0.001599,0.6780,0.4900,0.7997,1.8333
13,0.107074,0.106932,0.002233,0.7203,0.4948,0.7974,1.8182
14,0.099195,0.099035,0.002450,0.7797,0.4884,0.8008,1.8030
15,0.099483,0.099346,0.002218,0.7712,0.4834,0.8033,1.7879
16,0.105128,0.104945,0.002774,0.7542,0.4851,0.8026,1.7727
17,0.097241,0.097061,0.002731,0.8051,0.4876,0.8014,1.7576
18,0.097075,0.096865,0.003096,0.7712,0.4759,0.8066,1.7424
19,0.094644,0.094435,0.003107,0.7797,0.4772,0.8062,1.7273
20,0.097285,0.097082,0.003098,0.7966,0.4762,0.8066,1.7121
21,0.096856,0.096552,0.004545,0.8220,0.4779,0.8061,1.6970
22,0.092703,0.092445,0.003842,0.7966,0.4736,0.8076,1.6818
23,0.090635,0.090359,0.004272,0.8305,0.4724,0.8080,1.6667
24,0.093136,0.092846,0.004246,0.7712,0.4724,0.8081,1.6515
25,0.091542,0.091221,0.004740,0.8220,0.4748,0.8071,1.6364
26,0.093883,0.093465,0.006049,0.6949,0.4722,0.8081,1.6212
27,0.092154,0.091829,0.004711,0.8220,0.4723,0.8081,1.6061
28,0.089645,0.089281,0.005318,0.7373,0.4720,0.8082,1.5909
29,0.090585,0.090310,0.003933,0.7797,0.4717,0.8083,1.5758
30,0.087600,0.087235,0.005431,0.8220,0.4719,0.8083,1.5606
31,0.091413,0.091042,0.005404,0.8475,0.4714,0.8083,1.5455
32,0.091424,0.091041,0.005637,0.7966,0.4716,0.8083,1.5303
33,0.085116,0.084691,0.006209,0.7797,0.4717,0.8083,1.5152
34,0.085168,0.084738,0.006340,0.7627,0.4716,0.8083,1.5000
35,0.089248,0.088759,0.006851,0.7966,0.4713,0.8084,1.4848
36,0.082643,0.082159,0.006976,0.8390,0.4720,0.8082,1.4697
37,0.084201,0.083651,0.008021,0.7542,0.4719,0.8082,1.4545
38,0.081623,0.081006,0.008873,0.7712,0.4717,0.8083,1.4394
39,0.085393,0.084840,0.007965,0.8136,0.4724,0.8081,1.4242
40,0.083942,0.083283,0.009227,0.8305,0.4720,0.8081,1.4091
