epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
31,0.087298,0.086672,0.000349,0.000224,0.7265,0.7949,0.6281,0.1250,0.2761,1.5455
32,0.089019,0.088420,0.000338,0.000220,0.7949,0.7863,0.6283,0.1250,0.2761,1.5303
33,0.091482,0.090824,0.000411,0.000314,0.7692,0.8120,0.6283,0.1250,0.2761,1.5152
34,0.088312,0.087741,0.000226,0.000148,0.7692,0.7778,0.6282,0.1250,0.2761,1.5000
35,0.086433,0.085834,0.000306,0.000216,0.7949,0.7692,0.6283,0.1250,0.2761,1.4848
36,0.089416,0.088806,0.000363,0.000211,0.7265,0.7778,0.6281,0.1250,0.2761,1.4697
37,0.083497,0.082892,0.000312,0.000175,0.7521,0.7350,0.6282,0.1250,0.2761,1.4545
38,0.088314,0.087679,0.000375,0.000185,0.6752,0.7350,0.6282,0.1250,0.2761,1.4394
39,0.082504,0.081868,0.000382,0.000220,0.7265,0.7436,0.6281,0.1250,0.2761,1.4242
40,0.081417,0.080740,0.000491,0.000207,0.7265,0.7350,0.6281,0.1250,0.2761,1.4091
41,0.077389,0.076702,0.000532,0.000254,0.7265,0.7436,0.6282,0.1250,0.2761,1.3939
42,0.080712,0.080012,0.000564,0.000298,0.6838,0.7265,0.6283,0.1250,0.2761,1.3788
43,0.081119,0.080449,0.000510,0.000225,0.7949,0.7949,0.6281,0.1250,0.2761,1.3636
44,0.074511,0.073809,0.000587,0.000249,0.8120,0.7692,0.6281,0.1250,0.2761,1.3485
45,0.082821,0.082152,0.000479,0.000241,0.6410,0.7179,0.6280,0.1250,0.2761,1.3333
46,0.072414,0.071715,0.000594,0.000319,0.8034,0.7692,0.6282,0.1250,0.2761,1.3182
47,0.076587,0.075901,0.000539,0.000199,0.6838,0.7350,0.6281,0.1250,0.2761,1.3030
48,0.069006,0.068296,0.000600,0.000268,0.8120,0.7778,0.6281,0.1250,0.2761,1.2879
49,0.069083,0.068336,0.000717,0.000280,0.7436,0.7265,0.6282,0.1250,0.2761,1.2727
50,0.072184,0.071429,0.000744,0.000291,0.7265,0.7521,0.6277,0.1251,0.2762,1.2576
51,0.066942,0.066135,0.000863,0.000265,0.7692,0.7607,0.6281,0.1250,0.2761,1.2424
52,0.062840,0.062080,0.000752,0.000264,0.7778,0.7179,0.6282,0.1250,0.2761,1.2273
53,0.073066,0.072318,0.000745,0.000266,0.7265,0.7949,0.6280,0.1250,0.2761,1.2121
54,0.072799,0.071996,0.000868,0.000330,0.7607,0.7436,0.6280,0.1250,0.2761,1.1970
55,0.063914,0.063189,0.000689,0.000283,0.6838,0.7436,0.6278,0.1250,0.2761,1.1818
56,0.061932,0.061142,0.000806,0.000282,0.5812,0.6325,0.6281,0.1250,0.2761,1.1667
57,0.054527,0.053772,0.000741,0.000269,0.6496,0.7009,0.6274,0.1251,0.2766,1.1515
58,0.065377,0.064586,0.000835,0.000304,0.6923,0.6923,0.6279,0.1250,0.2761,1.1364
59,0.062543,0.061729,0.000856,0.000336,0.8120,0.7094,0.6279,0.1250,0.2761,1.1212
60,0.054667,0.053926,0.000723,0.000285,0.7094,0.7436,0.6281,0.1250,0.2761,1.1061
61,0.053763,0.053031,0.000707,0.000273,0.7009,0.7009,0.6280,0.1250,0.2761,1.0909
62,0.053427,0.052639,0.000802,0.000318,0.7778,0.7350,0.6281,0.1250,0.2761,1.0758
63,0.051639,0.050920,0.000679,0.000292,0.7179,0.7607,0.6279,0.1250,0.2761,1.0606
64,0.055910,0.055149,0.000745,0.000384,0.7521,0.6667,0.6277,0.1250,0.2762,1.0455
65,0.054965,0.054137,0.000954,0.000312,0.7692,0.7350,0.6274,0.1251,0.2766,1.0303
66,0.058831,0.057962,0.001053,0.000378,0.6496,0.6923,0.6277,0.1250,0.2761,1.0152
67,0.055598,0.054800,0.000880,0.000363,0.7009,0.7009,0.6276,0.1251,0.2762,1.0000
68,0.048355,0.047522,0.000940,0.000370,0.6752,0.6752,0.6278,0.1250,0.2761,0.9848
69,0.052643,0.051842,0.000841,0.000331,0.8205,0.6752,0.6280,0.1250,0.2761,0.9697
70,0.042562,0.041738,0.000927,0.000420,0.7521,0.6752,0.6279,0.1250,0.2761,0.9545
71,0.046990,0.046186,0.000869,0.000305,0.7179,0.7265,0.6279,0.1250,0.2761,0.9394
72,0.046979,0.046125,0.001026,0.000370,0.7521,0.6667,0.6278,0.1250,0.2761,0.9242
73,0.048404,0.047584,0.000927,0.000382,0.7521,0.6752,0.6278,0.1250,0.2761,0.9091
74,0.045581,0.044794,0.000818,0.000393,0.5385,0.5983,0.6270,0.1251,0.2764,0.8939
75,0.042809,0.041917,0.001098,0.000428,0.7607,0.7521,0.6275,0.1251,0.2762,0.8788
76,0.043531,0.042703,0.000948,0.000363,0.5556,0.5983,0.6277,0.1250,0.2761,0.8636
77,0.039591,0.038808,0.000816,0.000366,0.6496,0.6410,0.6278,0.1250,0.2761,0.8485
78,0.043361,0.042536,0.000982,0.000390,0.7949,0.7094,0.6279,0.1250,0.2761,0.8333
79,0.040802,0.039920,0.001101,0.000459,0.7521,0.7607,0.6280,0.1250,0.2761,0.8182
80,0.050156,0.049315,0.000976,0.000411,0.8120,0.6923,0.6279,0.1250,0.2761,0.8030
81,0.035466,0.034667,0.000904,0.000364,0.6923,0.7350,0.6279,0.1250,0.2761,0.7879
82,0.042012,0.041229,0.000842,0.000371,0.7607,0.7436,0.6278,0.1251,0.2761,0.7727
83,0.039925,0.039074,0.001020,0.000565,0.7179,0.7009,0.6279,0.1250,0.2761,0.7576
84,0.042464,0.041641,0.000949,0.000458,0.7863,0.7607,0.6277,0.1251,0.2761,0.7424
85,0.035481,0.034642,0.000985,0.000597,0.7607,0.7350,0.6282,0.1250,0.2761,0.7273
86,0.034045,0.033284,0.000786,0.000341,0.7436,0.7094,0.6278,0.1251,0.2761,0.7121
87,0.039657,0.038788,0.001071,0.000482,0.7607,0.6667,0.6279,0.1250,0.2761,0.6970
88,0.043858,0.043088,0.000819,0.000355,0.6581,0.6923,0.6278,0.1250,0.2761,0.6818
89,0.037404,0.036609,0.000881,0.000415,0.7179,0.7179,0.6278,0.1250,0.2762,0.6667
90,0.044081,0.043221,0.001060,0.000429,0.6923,0.7265,0.6275,0.1251,0.2762,0.6515
91,0.040667,0.039827,0.001035,0.000385,0.7607,0.7521,0.6277,0.1250,0.2762,0.6364
92,0.029405,0.028608,0.000876,0.000372,0.7436,0.6838,0.6277,0.1250,0.2762,0.6212
93,0.041024,0.040224,0.000842,0.000392,0.7350,0.6923,0.6276,0.1250,0.2762,0.6061
94,0.033612,0.032809,0.000869,0.000406,0.7436,0.6667,0.6279,0.1250,0.2761,0.5909
95,0.032529,0.031613,0.001171,0.000531,0.7436,0.6923,0.6278,0.1250,0.2761,0.5758
96,0.034878,0.034067,0.000898,0.000416,0.7692,0.6923,0.6279,0.1250,0.2761,0.5606
97,0.041560,0.040756,0.000911,0.000391,0.8205,0.7094,0.6278,0.1250,0.2761,0.5455
98,0.029514,0.028687,0.001005,0.000474,0.7949,0.6752,0.6277,0.1250,0.2761,0.5303
99,0.034787,0.033969,0.000946,0.000403,0.7521,0.7778,0.6277,0.1251,0.2762,0.5152
100,0.040794,0.039928,0.001031,0.000459,0.6239,0.6838,0.6277,0.1251,0.2762,0.5000
