epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,2.799407,2.799251,0.015546,0.5000,0.5986,0.2401,2.0000
2,1.413406,1.413361,0.004482,0.5763,0.5978,0.2421,1.9848
3,1.210083,1.210039,0.004399,0.6610,0.5938,0.2510,1.9697
4,1.025422,1.025376,0.004601,0.7034,0.6020,0.2310,1.9545
5,0.885520,0.885489,0.003023,0.4153,0.5970,0.2429,1.9394
6,0.813108,0.813079,0.002946,0.4831,0.6042,0.2261,1.9242
7,0.921607,0.921573,0.003374,0.7119,0.5974,0.2430,1.9091
8,0.776950,0.776916,0.003350,0.6949,0.5994,0.2372,1.8939
9,0.691542,0.691518,0.002453,0.7288,0.5984,0.2380,1.8788
10,0.711570,0.711539,0.003080,0.6017,0.5951,0.2497,1.8636
11,0.658022,0.657991,0.003101,0.7203,0.5955,0.2469,1.8485
12,0.597201,0.597167,0.003379,0.7119,0.6017,0.2316,1.8333
13,0.646027,0.645999,0.002845,0.7119,0.5980,0.2418,1.8182
14,0.605415,0.605384,0.003072,0.6780,0.5973,0.2421,1.8030
15,0.649292,0.649251,0.004058,0.6864,0.5975,0.2419,1.7879
16,0.646726,0.646684,0.004196,0.7288,0.5986,0.2391,1.7727
17,0.600266,0.600219,0.004749,0.7542,0.5971,0.2426,1.7576
18,0.548071,0.548029,0.004122,0.7542,0.5947,0.2483,1.7424
19,0.560758,0.560717,0.004167,0.7203,0.5943,0.2481,1.7273
20,0.590263,0.590224,0.003966,0.7288,0.5904,0.2570,1.7121
21,0.554664,0.554618,0.004525,0.7119,0.5922,0.2557,1.6970
22,0.531825,0.531779,0.004589,0.7119,0.5914,0.2569,1.6818
23,0.527461,0.527406,0.005533,0.7119,0.5959,0.2453,1.6667
24,0.550624,0.550579,0.004550,0.6864,0.5932,0.2529,1.6515
25,0.557426,0.557370,0.005654,0.6780,0.6000,0.2348,1.6364
26,0.495245,0.495185,0.006032,0.7203,0.5976,0.2416,1.6212
27,0.562499,0.562434,0.006549,0.7288,0.5935,0.2515,1.6061
28,0.553153,0.553090,0.006284,0.6780,0.5963,0.2439,1.5909
29,0.496097,0.496038,0.005863,0.7542,0.5943,0.2491,1.5758
30,0.515688,0.515626,0.006252,0.7203,0.5940,0.2499,1.5606
31,0.493104,0.493031,0.007296,0.7119,0.5978,0.2404,1.5455
32,0.515582,0.515514,0.006765,0.6864,0.5965,0.2437,1.5303
33,0.479662,0.479591,0.007101,0.7203,0.5926,0.2540,1.5152
34,0.494735,0.494665,0.006933,0.7373,0.5972,0.2421,1.5000
35,0.455177,0.455105,0.007117,0.6186,0.5951,0.2468,1.4848
36,0.538228,0.538148,0.007951,0.7034,0.5976,0.2416,1.4697
37,0.478541,0.478452,0.008904,0.7458,0.5948,0.2484,1.4545
38,0.490101,0.490009,0.009205,0.6949,0.5952,0.2468,1.4394
39,0.477792,0.477705,0.008633,0.7627,0.5944,0.2499,1.4242
40,0.466397,0.466302,0.009488,0.6271,0.5932,0.2526,1.4091
41,0.418450,0.418348,0.010194,0.7542,0.5931,0.2532,1.3939
42,0.433511,0.433404,0.010650,0.7119,0.5962,0.2451,1.3788
43,0.410986,0.410885,0.010122,0.7119,0.5955,0.2466,1.3636
44,0.442424,0.442312,0.011187,0.7458,0.5964,0.2434,1.3485
45,0.447435,0.447324,0.011161,0.7203,0.5956,0.2458,1.3333
46,0.416205,0.416095,0.010973,0.6610,0.5976,0.2408,1.3182
47,0.425144,0.425033,0.011157,0.6356,0.5936,0.2515,1.3030
48,0.459991,0.459875,0.011654,0.7373,0.5943,0.2497,1.2879
49,0.424503,0.424391,0.011226,0.6949,0.5938,0.2504,1.2727
50,0.397945,0.397822,0.012258,0.7458,0.5926,0.2549,1.2576
51,0.386457,0.386338,0.011898,0.7203,0.5941,0.2509,1.2424
52,0.410230,0.410101,0.012886,0.7458,0.5930,0.2533,1.2273
53,0.471721,0.471594,0.012674,0.7119,0.5929,0.2533,1.2121
54,0.428780,0.428664,0.011599,0.7458,0.5971,0.2425,1.1970
55,0.398672,0.398552,0.011954,0.6610,0.5941,0.2499,1.1818
56,0.374504,0.374382,0.012154,0.7119,0.5944,0.2492,1.1667
57,0.388327,0.388201,0.012581,0.7119,0.5936,0.2512,1.1515
58,0.368504,0.368387,0.011711,0.7458,0.5939,0.2506,1.1364
59,0.373494,0.373360,0.013394,0.7288,0.5926,0.2540,1.1212
60,0.352533,0.352397,0.013618,0.6949,0.5933,0.2518,1.1061
61,0.428060,0.427924,0.013666,0.7458,0.5936,0.2515,1.0909
62,0.407805,0.407663,0.014234,0.7119,0.5962,0.2443,1.0758
63,0.351031,0.350885,0.014622,0.7203,0.5973,0.2417,1.0606
64,0.400177,0.400042,0.013500,0.6525,0.5954,0.2471,1.0455
65,0.334308,0.334170,0.013735,0.7542,0.5952,0.2467,1.0303
66,0.388150,0.388009,0.014129,0.6949,0.5942,0.2495,1.0152
67,0.311908,0.311773,0.013508,0.7542,0.5963,0.2443,1.0000
68,0.386479,0.386337,0.014189,0.6949,0.5983,0.2391,0.9848
69,0.312416,0.312268,0.014827,0.7034,0.5949,0.2476,0.9697
70,0.393449,0.393290,0.015975,0.7119,0.5961,0.2440,0.9545
71,0.392420,0.392260,0.016013,0.6864,0.5938,0.2503,0.9394
72,0.361967,0.361817,0.015087,0.7203,0.5943,0.2487,0.9242
73,0.339517,0.339359,0.015740,0.6780,0.5950,0.2472,0.9091
74,0.318473,0.318311,0.016257,0.7373,0.5949,0.2466,0.8939
75,0.342451,0.342281,0.016959,0.7373,0.5955,0.2450,0.8788
76,0.287584,0.287406,0.017729,0.7712,0.5971,0.2403,0.8636
77,0.344876,0.344705,0.017198,0.7542,0.5952,0.2455,0.8485
78,0.414848,0.414682,0.016680,0.7203,0.5944,0.2473,0.8333
79,0.333347,0.333182,0.016493,0.7288,0.5960,0.2424,0.8182
80,0.336557,0.336377,0.017993,0.6949,0.5965,0.2403,0.8030
81,0.319383,0.319206,0.017657,0.6780,0.5944,0.2471,0.7879
82,0.323719,0.323545,0.017359,0.6780,0.5946,0.2466,0.7727
83,0.324605,0.324432,0.017237,0.6949,0.5947,0.2459,0.7576
84,0.306206,0.306036,0.016946,0.7034,0.5949,0.2455,0.7424
85,0.335972,0.335799,0.017327,0.7203,0.5949,0.2450,0.7273
86,0.327550,0.327378,0.017264,0.7542,0.5977,0.2380,0.7121
87,0.312281,0.312108,0.017368,0.7712,0.5959,0.2426,0.6970
88,0.345587,0.345413,0.017453,0.7542,0.5956,0.2430,0.6818
89,0.276592,0.276421,0.017113,0.7119,0.5945,0.2454,0.6667
90,0.306526,0.306351,0.017448,0.7034,0.5969,0.2395,0.6515
91,0.349950,0.349765,0.018439,0.6949,0.5945,0.2453,0.6364
92,0.291478,0.291311,0.016705,0.7203,0.5955,0.2423,0.6212
93,0.317902,0.317718,0.018394,0.6864,0.5947,0.2439,0.6061
94,0.323014,0.322824,0.018972,0.7288,0.5935,0.2470,0.5909
95,0.274970,0.274762,0.020820,0.6864,0.5947,0.2437,0.5758
96,0.299499,0.299304,0.019500,0.6864,0.5954,0.2418,0.5606
97,0.338034,0.337843,0.019104,0.7119,0.5965,0.2390,0.5455
98,0.313235,0.313048,0.018626,0.7203,0.5955,0.2413,0.5303
99,0.273812,0.273616,0.019630,0.6864,0.5941,0.2448,0.5152
100,0.301549,0.301345,0.020389,0.7288,0.5932,0.2477,0.5000
