epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,2.927460,2.927311,0.014827,0.5424,0.5679,0.3232,2.0000
2,1.214752,1.214714,0.003747,0.4831,0.5690,0.3209,1.9848
3,1.183422,1.183400,0.002236,0.7119,0.5603,0.3358,1.9697
4,1.236883,1.236862,0.002059,0.7034,0.5697,0.3192,1.9545
5,0.910609,0.910587,0.002207,0.7542,0.5687,0.3213,1.9394
6,0.748829,0.748809,0.001987,0.6780,0.5689,0.3227,1.9242
7,0.823818,0.823799,0.001919,0.7542,0.5750,0.3104,1.9091
8,0.726462,0.726433,0.002854,0.6441,0.5684,0.3250,1.8939
9,0.764412,0.764384,0.002864,0.7712,0.5720,0.3195,1.8788
10,0.662928,0.662907,0.002087,0.7458,0.5702,0.3234,1.8636
11,0.596120,0.596091,0.002884,0.6271,0.5743,0.3152,1.8485
12,0.597324,0.597296,0.002830,0.7712,0.5736,0.3177,1.8333
13,0.617701,0.617665,0.003589,0.8136,0.5690,0.3253,1.8182
14,0.554270,0.554239,0.003133,0.7881,0.5689,0.3264,1.8030
15,0.549909,0.549879,0.002983,0.6441,0.5699,0.3243,1.7879
16,0.558549,0.558522,0.002669,0.7712,0.5662,0.3305,1.7727
17,0.538191,0.538162,0.002869,0.7881,0.5708,0.3235,1.7576
18,0.574150,0.574120,0.002994,0.8136,0.5711,0.3222,1.7424
19,0.547598,0.547568,0.003014,0.7288,0.5744,0.3156,1.7273
20,0.545399,0.545363,0.003623,0.7966,0.5721,0.3195,1.7121
21,0.557445,0.557405,0.004052,0.7797,0.5729,0.3190,1.6970
22,0.545277,0.545240,0.003705,0.7797,0.5751,0.3139,1.6818
23,0.535446,0.535406,0.003998,0.8305,0.5720,0.3188,1.6667
24,0.578292,0.578247,0.004578,0.7881,0.5765,0.3109,1.6515
25,0.548668,0.548626,0.004262,0.8390,0.5751,0.3140,1.6364
26,0.551788,0.551739,0.004891,0.8051,0.5723,0.3192,1.6212
27,0.542354,0.542305,0.004955,0.8220,0.5717,0.3197,1.6061
28,0.545128,0.545083,0.004546,0.8220,0.5735,0.3179,1.5909
29,0.514189,0.514142,0.004757,0.7373,0.5760,0.3117,1.5758
30,0.525392,0.525334,0.005765,0.8305,0.5750,0.3138,1.5606
31,0.550545,0.550486,0.005875,0.6780,0.5706,0.3219,1.5455
32,0.544461,0.544395,0.006656,0.8220,0.5746,0.3160,1.5303
33,0.528300,0.528230,0.006984,0.8136,0.5765,0.3112,1.5152
34,0.524388,0.524326,0.006232,0.8475,0.5714,0.3210,1.5000
35,0.531581,0.531508,0.007260,0.8220,0.5752,0.3132,1.4848
36,0.512419,0.512340,0.007867,0.7627,0.5757,0.3133,1.4697
37,0.499728,0.499642,0.008574,0.8220,0.5775,0.3082,1.4545
38,0.501581,0.501504,0.007712,0.7797,0.5760,0.3129,1.4394
