epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,5.279446,0.6325,0.5641,0.4700,0.7791
2,1.879719,0.6838,0.6923,0.4700,0.7791
3,1.020793,0.5983,0.5812,0.4700,0.7791
4,0.886168,0.6667,0.6239,0.4700,0.7791
5,0.664901,0.7265,0.6667,0.4700,0.7791
6,0.599833,0.6154,0.6923,0.4700,0.7791
7,0.583779,0.7607,0.6581,0.4700,0.7791
8,0.559036,0.7436,0.6325,0.4700,0.7791
9,0.564933,0.5214,0.5470,0.4700,0.7791
10,0.539520,0.7265,0.7265,0.4700,0.7791
11,0.528742,0.8034,0.7521,0.4700,0.7791
12,0.498641,0.3846,0.4274,0.4700,0.7791
13,0.524873,0.6154,0.6667,0.4700,0.7791
14,0.495231,0.7949,0.7350,0.4700,0.7791
15,0.486860,0.5214,0.6068,0.4700,0.7791
16,0.439993,0.7863,0.7265,0.4700,0.7791
17,0.471443,0.7436,0.7265,0.4700,0.7791
18,0.455265,0.7692,0.7436,0.4700,0.7791
19,0.450754,0.7778,0.8034,0.4700,0.7791
20,0.488497,0.3761,0.4103,0.4700,0.7791
21,0.453440,0.7179,0.6923,0.4700,0.7791
22,0.463815,0.7607,0.6667,0.4700,0.7791
23,0.465063,0.7863,0.7863,0.4700,0.7791
24,0.449410,0.6667,0.7009,0.4700,0.7791
25,0.450556,0.7521,0.7265,0.4700,0.7791
26,0.427917,0.6581,0.7607,0.4700,0.7791
27,0.439978,0.7863,0.7778,0.4700,0.7791
28,0.459041,0.3846,0.4274,0.4700,0.7791
29,0.465001,0.8205,0.7521,0.4700,0.7791
30,0.463330,0.7350,0.7521,0.4700,0.7791
31,0.454311,0.5128,0.6239,0.4700,0.7791
32,0.446770,0.7265,0.7778,0.4700,0.7791
33,0.471900,0.5470,0.6325,0.4700,0.7791
34,0.399510,0.7692,0.7436,0.4700,0.7791
35,0.413163,0.7607,0.7009,0.4700,0.7791
36,0.442375,0.7436,0.6923,0.4700,0.7791
37,0.421507,0.5556,0.6410,0.4700,0.7791
38,0.419619,0.7692,0.7607,0.4700,0.7791
39,0.419340,0.6923,0.7350,0.4700,0.7791
40,0.424858,0.3761,0.4103,0.4700,0.7791
41,0.411192,0.7607,0.7521,0.4700,0.7791
42,0.382090,0.7607,0.7350,0.4700,0.7791
43,0.390689,0.7436,0.6667,0.4700,0.7791
44,0.424378,0.7521,0.7350,0.4700,0.7791
45,0.369276,0.7863,0.7607,0.4700,0.7791
46,0.365327,0.7692,0.6923,0.4700,0.7791
47,0.344123,0.6667,0.7094,0.4700,0.7791
48,0.359012,0.7350,0.7607,0.4700,0.7791
49,0.357728,0.7265,0.7179,0.4700,0.7791
50,0.337396,0.7350,0.7009,0.4700,0.7791
51,0.354749,0.7521,0.7607,0.4700,0.7791
52,0.350758,0.6325,0.6667,0.4700,0.7791
53,0.273762,0.5214,0.5983,0.4700,0.7791
54,0.290830,0.6239,0.7094,0.4700,0.7791
55,0.307900,0.7692,0.7778,0.4700,0.7791
56,0.282862,0.6667,0.7179,0.4700,0.7791
57,0.299476,0.7009,0.7094,0.4700,0.7791
58,0.302753,0.7265,0.7521,0.4700,0.7791
59,0.324580,0.7179,0.7521,0.4700,0.7791
60,0.263855,0.8205,0.6838,0.4700,0.7791
61,0.276862,0.5470,0.5812,0.4700,0.7791
62,0.254317,0.7094,0.7436,0.4700,0.7791
63,0.238587,0.7436,0.7179,0.4700,0.7791
64,0.226505,0.7350,0.7350,0.4700,0.7791
65,0.198312,0.7179,0.7436,0.4700,0.7791
66,0.324131,0.7863,0.7179,0.4700,0.7791
67,0.291060,0.7607,0.7521,0.4700,0.7791
68,0.203557,0.4786,0.5983,0.4700,0.7791
69,0.245555,0.5897,0.6838,0.4700,0.7791
70,0.234032,0.6752,0.7094,0.4700,0.7791
71,0.215647,0.5726,0.7094,0.4700,0.7791
72,0.247826,0.6496,0.7265,0.4700,0.7791
73,0.204083,0.5897,0.6838,0.4700,0.7791
74,0.261734,0.6239,0.6752,0.4700,0.7791
75,0.172649,0.7350,0.6923,0.4700,0.7791
76,0.211683,0.7350,0.7265,0.4700,0.7791
77,0.248325,0.7179,0.7607,0.4700,0.7791
78,0.188285,0.6154,0.6667,0.4700,0.7791
79,0.172149,0.7350,0.7350,0.4700,0.7791
80,0.224787,0.7094,0.7094,0.4700,0.7791
81,0.203113,0.6325,0.6923,0.4700,0.7791
82,0.221648,0.6325,0.7350,0.4700,0.7791
83,0.220932,0.6752,0.7179,0.4700,0.7791
84,0.153533,0.6667,0.6838,0.4700,0.7791
85,0.183010,0.7436,0.7692,0.4700,0.7791
86,0.211873,0.6581,0.7778,0.4700,0.7791
87,0.196051,0.5897,0.6581,0.4700,0.7791
88,0.197611,0.6581,0.7009,0.4700,0.7791
89,0.206352,0.5214,0.5897,0.4700,0.7791
90,0.196598,0.6923,0.7350,0.4700,0.7791
91,0.201580,0.6838,0.7009,0.4700,0.7791
92,0.158459,0.7692,0.7179,0.4700,0.7791
93,0.165735,0.7778,0.7778,0.4700,0.7791
94,0.174073,0.6752,0.7009,0.4700,0.7791
95,0.158930,0.7009,0.7179,0.4700,0.7791
96,0.217182,0.6923,0.7094,0.4700,0.7791
97,0.245560,0.7778,0.7179,0.4700,0.7791
98,0.186405,0.7179,0.6923,0.4700,0.7791
99,0.143293,0.6496,0.6496,0.4700,0.7791
100,0.155025,0.6667,0.7009,0.4700,0.7791
