epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.659555,0.657666,0.021641,0.6209,0.5760,0.6650,2.0000
2,0.216369,0.216078,0.003740,0.6590,0.5666,0.6765,1.9211
3,0.202510,0.202357,0.002056,0.4198,0.5609,0.6841,1.8421
4,0.151292,0.151130,0.002202,0.7074,0.5423,0.7074,1.7632
5,0.158138,0.157996,0.001961,0.6183,0.5311,0.7207,1.6842
6,0.179335,0.179164,0.002359,0.6718,0.5296,0.7229,1.6053
7,0.167844,0.167656,0.002561,0.6489,0.5244,0.7272,1.5263
8,0.168766,0.168642,0.001772,0.7252,0.5223,0.7291,1.4474
9,0.150359,0.150226,0.001882,0.7506,0.5329,0.7197,1.3684
10,0.144395,0.144271,0.001874,0.7074,0.5342,0.7187,1.2895
11,0.120622,0.120470,0.002192,0.6234,0.5280,0.7256,1.2105
12,0.110257,0.110096,0.002368,0.7201,0.5224,0.7301,1.1316
13,0.114535,0.114379,0.002334,0.6845,0.5222,0.7300,1.0526
14,0.121845,0.121671,0.002679,0.7354,0.5241,0.7292,0.9737
15,0.110010,0.109830,0.002762,0.6997,0.5205,0.7318,0.8947
16,0.099863,0.099685,0.002746,0.7226,0.5264,0.7269,0.8158
17,0.114798,0.114595,0.003083,0.7455,0.5274,0.7260,0.7368
18,0.113185,0.112950,0.003427,0.7481,0.5259,0.7271,0.6579
19,0.093561,0.093343,0.003351,0.7303,0.5238,0.7292,0.5789
20,0.092650,0.092407,0.003561,0.7277,0.5192,0.7336,0.5000
