epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.478359,0.463800,0.022887,0.6410,0.6271,0.6233,0.1454,2.0000
2,0.207873,0.205427,0.004639,0.7179,0.6610,0.6531,0.0698,1.9848
3,0.194225,0.192191,0.004117,0.7607,0.6695,0.6385,0.1125,1.9697
4,0.234782,0.233107,0.003262,0.6667,0.6102,0.6401,0.1049,1.9545
5,0.160082,0.158599,0.002919,0.7949,0.6525,0.6231,0.1336,1.9394
6,0.133199,0.131645,0.002746,0.6496,0.6610,0.6425,0.0973,1.9242
7,0.147959,0.146619,0.002717,0.7692,0.6864,0.6370,0.1070,1.9091
8,0.131181,0.130099,0.002054,0.5043,0.5169,0.6408,0.1049,1.8939
9,0.135527,0.134312,0.002528,0.5641,0.5593,0.6485,0.0922,1.8788
10,0.118838,0.117553,0.003036,0.7778,0.7203,0.6830,-0.0026,1.8636
11,0.119842,0.118900,0.002407,0.7778,0.6864,0.6558,0.0748,1.8485
12,0.116785,0.115614,0.002847,0.6239,0.6186,0.6545,0.0808,1.8333
13,0.116544,0.115331,0.002921,0.7521,0.6949,0.6608,0.0654,1.8182
14,0.116274,0.115190,0.002637,0.7692,0.7458,0.6551,0.0781,1.8030
15,0.108742,0.107526,0.003034,0.7521,0.7203,0.6618,0.0623,1.7879
16,0.097266,0.096303,0.002507,0.7436,0.7288,0.6675,0.0452,1.7727
17,0.104719,0.103585,0.003084,0.7179,0.7203,0.6752,0.0192,1.7576
18,0.107161,0.106001,0.003197,0.7607,0.7373,0.6658,0.0433,1.7424
19,0.100672,0.099394,0.003357,0.7607,0.7119,0.6638,0.0418,1.7273
20,0.103649,0.102635,0.002762,0.7692,0.7373,0.6647,0.0311,1.7121
21,0.094290,0.093118,0.003130,0.7607,0.7203,0.6781,-0.0047,1.6970
22,0.102433,0.101513,0.002519,0.7265,0.7288,0.6864,-0.0256,1.6818
23,0.093797,0.092793,0.002794,0.7607,0.7373,0.6687,0.0118,1.6667
24,0.099221,0.098006,0.003144,0.7436,0.7542,0.6801,-0.0138,1.6515
25,0.095504,0.094434,0.003057,0.7009,0.6864,0.6815,-0.0176,1.6364
26,0.095391,0.094379,0.002749,0.5043,0.6017,0.6570,0.0512,1.6212
27,0.096892,0.095501,0.003589,0.7436,0.7458,0.6602,0.0409,1.6061
28,0.093819,0.092576,0.003310,0.7521,0.7373,0.6676,0.0187,1.5909
29,0.091165,0.090042,0.002927,0.7778,0.7797,0.6645,0.0263,1.5758
30,0.091357,0.090133,0.003103,0.7607,0.7458,0.6630,0.0246,1.5606
31,0.091384,0.089876,0.003598,0.7692,0.7458,0.6652,0.0247,1.5455
32,0.090634,0.089206,0.003600,0.8120,0.7627,0.6553,0.0511,1.5303
33,0.090354,0.088692,0.004079,0.7692,0.7373,0.6567,0.0504,1.5152
34,0.090523,0.088918,0.003981,0.7607,0.7712,0.6455,0.0821,1.5000
35,0.087322,0.085846,0.003564,0.7949,0.7458,0.6535,0.0588,1.4848
36,0.086032,0.084563,0.003736,0.7692,0.7712,0.6504,0.0663,1.4697
37,0.093741,0.092040,0.004077,0.7607,0.7712,0.6483,0.0731,1.4545
38,0.086252,0.084673,0.003921,0.7778,0.7542,0.6496,0.0687,1.4394
