epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,3.335873,3.333163,0.023974,0.3814,0.4970,0.4710,2.0000
2,1.243865,1.243552,0.002948,0.6102,0.5129,0.4089,1.9848
3,1.326010,1.325746,0.002380,0.6186,0.5041,0.4251,1.9697
4,1.067992,1.067750,0.002106,0.6186,0.5015,0.4107,1.9545
5,0.885219,0.885070,0.001456,0.6441,0.5002,0.4122,1.9394
6,1.010177,1.010000,0.001719,0.6610,0.5038,0.3982,1.9242
7,0.902785,0.902622,0.001593,0.6102,0.4978,0.4060,1.9091
8,0.730627,0.730460,0.001649,0.6441,0.4959,0.4202,1.8939
9,0.756296,0.756129,0.001642,0.6610,0.4986,0.4044,1.8788
10,0.705961,0.705847,0.001126,0.6780,0.4992,0.3893,1.8636
11,0.629482,0.629371,0.001106,0.6864,0.4997,0.3877,1.8485
12,0.735905,0.735774,0.001307,0.7034,0.4994,0.3698,1.8333
13,0.647559,0.647446,0.001120,0.6695,0.5014,0.3633,1.8182
14,0.626013,0.625840,0.001699,0.6186,0.4977,0.3774,1.8030
15,0.613337,0.613183,0.001509,0.7034,0.5022,0.3645,1.7879
16,0.579566,0.579451,0.001136,0.6695,0.5007,0.3641,1.7727
17,0.593039,0.592886,0.001513,0.6864,0.5023,0.3489,1.7576
18,0.600783,0.600637,0.001396,0.7203,0.4923,0.3660,1.7424
19,0.547769,0.547642,0.001223,0.5000,0.4998,0.3662,1.7273
20,0.600857,0.600713,0.001421,0.7203,0.5017,0.3597,1.7121
21,0.542901,0.542739,0.001600,0.6525,0.5003,0.3603,1.6970
22,0.583145,0.582978,0.001619,0.6864,0.5012,0.3766,1.6818
23,0.548094,0.547906,0.001837,0.7034,0.4928,0.3670,1.6667
24,0.557734,0.557583,0.001421,0.7034,0.5021,0.3518,1.6515
25,0.562243,0.562059,0.001799,0.7119,0.4973,0.3707,1.6364
26,0.561100,0.560880,0.002176,0.6610,0.4986,0.3778,1.6212
27,0.556203,0.556008,0.001938,0.7373,0.4969,0.3899,1.6061
28,0.564877,0.564660,0.002123,0.7288,0.5014,0.3896,1.5909
29,0.503136,0.502898,0.002359,0.6949,0.4985,0.3892,1.5758
30,0.521451,0.521247,0.002021,0.7203,0.5000,0.3887,1.5606
31,0.530635,0.530391,0.002425,0.7119,0.4989,0.3775,1.5455
32,0.526437,0.526201,0.002346,0.6610,0.5003,0.3649,1.5303
33,0.577919,0.577655,0.002610,0.7288,0.5028,0.3507,1.5152
34,0.509778,0.509519,0.002554,0.7203,0.5009,0.3634,1.5000
35,0.527920,0.527629,0.002879,0.7034,0.4930,0.3966,1.4848
36,0.495752,0.495500,0.002497,0.7203,0.5003,0.3882,1.4697
37,0.521978,0.521706,0.002662,0.7288,0.5011,0.3710,1.4545
38,0.558458,0.558122,0.003306,0.7288,0.4998,0.3685,1.4394
39,0.515011,0.514700,0.003084,0.6356,0.4955,0.3890,1.4242
40,0.486257,0.485959,0.002955,0.6949,0.4999,0.3786,1.4091
41,0.491612,0.491248,0.003606,0.6949,0.4966,0.4138,1.3939
42,0.501417,0.501067,0.003461,0.6949,0.4971,0.4006,1.3788
