epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
64,0.055543,0.078282,0.014015,0.044821,-0.107528,0.7778,0.7778,0.6312,0.4198,0.2815,1.0455
65,0.045459,0.072375,0.013916,0.039139,-0.117679,0.7350,0.7436,0.6313,0.6994,0.2816,1.0303
66,0.048016,0.075594,0.016487,0.029075,-0.113228,0.7607,0.7692,0.6312,0.6399,0.2816,1.0152
67,0.038353,0.066693,0.017359,0.033622,-0.118810,0.7521,0.7350,0.6312,0.5990,0.2816,1.0000
68,0.045846,0.074648,0.019644,0.032608,-0.119721,0.7692,0.8205,0.6313,0.5241,0.2816,0.9848
69,0.039441,0.069199,0.016837,0.031083,-0.121851,0.7521,0.7607,0.6313,0.5237,0.2815,0.9697
70,0.040389,0.068656,0.017670,0.034203,-0.118990,0.7607,0.7436,0.6308,0.5195,0.2816,0.9545
71,0.041905,0.070394,0.019947,0.035814,-0.120867,0.7863,0.7607,0.6314,0.4672,0.2813,0.9394
72,0.041278,0.068075,0.018801,0.040836,-0.118496,0.7350,0.7863,0.6311,0.4793,0.2816,0.9242
73,0.040044,0.067887,0.019371,0.029763,-0.114676,0.7265,0.7607,0.6311,0.5916,0.2816,0.9091
74,0.038270,0.066944,0.020800,0.030337,-0.117838,0.7692,0.7778,0.6314,0.5906,0.2815,0.8939
75,0.036034,0.064608,0.021352,0.027589,-0.115665,0.7521,0.7949,0.6312,0.5191,0.2816,0.8788
76,0.036167,0.063950,0.020466,0.036928,-0.119209,0.8034,0.7692,0.6310,0.4594,0.2814,0.8636
77,0.034681,0.065118,0.021468,0.031025,-0.124220,0.7692,0.7607,0.6312,0.5206,0.2814,0.8485
78,0.032058,0.060767,0.022346,0.032290,-0.119283,0.7863,0.7436,0.6312,0.5120,0.2814,0.8333
79,0.045808,0.070835,0.020349,0.041603,-0.113189,0.7436,0.7607,0.6309,0.4642,0.2815,0.8182
80,0.028769,0.058695,0.021415,0.033974,-0.124448,0.7094,0.7778,0.6309,0.5867,0.2816,0.8030
81,0.030045,0.060827,0.023958,0.032146,-0.126121,0.7949,0.7863,0.6310,0.5132,0.2816,0.7879
82,0.029340,0.059808,0.022799,0.030481,-0.123970,0.7778,0.7863,0.6312,0.6286,0.2815,0.7727
83,0.032721,0.061374,0.023935,0.033156,-0.119709,0.8034,0.8205,0.6313,0.5145,0.2815,0.7576
84,0.026844,0.055769,0.023671,0.033492,-0.120840,0.7863,0.7436,0.6308,0.5050,0.2816,0.7424
85,0.024640,0.057710,0.024116,0.028306,-0.131192,0.7436,0.7863,0.6309,0.4846,0.2816,0.7273
86,0.027384,0.054925,0.023418,0.041157,-0.121322,0.7863,0.7521,0.6307,0.6347,0.2816,0.7121
87,0.019049,0.048150,0.027746,0.031002,-0.119855,0.7607,0.7350,0.6311,0.5959,0.2815,0.6970
88,0.028140,0.056092,0.024195,0.040743,-0.122406,0.7521,0.7949,0.6309,0.5200,0.2815,0.6818
89,0.025775,0.054363,0.026827,0.041966,-0.125374,0.7607,0.7436,0.6312,0.6030,0.2815,0.6667
90,0.027941,0.054519,0.029319,0.030621,-0.111193,0.7692,0.7778,0.6309,0.6600,0.2816,0.6515
91,0.019722,0.051427,0.029760,0.028189,-0.126662,0.7607,0.8034,0.6309,0.4396,0.2814,0.6364
92,0.025304,0.053824,0.027851,0.038781,-0.123087,0.7009,0.7778,0.6308,0.5230,0.2816,0.6212
93,0.018667,0.048571,0.026989,0.031589,-0.122862,0.7692,0.7949,0.6308,0.5031,0.2816,0.6061
94,0.025463,0.054308,0.027453,0.033860,-0.120890,0.8034,0.7521,0.6310,0.5004,0.2815,0.5909
95,0.027102,0.056592,0.026293,0.030695,-0.120928,0.7179,0.8034,0.6310,0.5182,0.2816,0.5758
96,0.015821,0.047407,0.027560,0.032775,-0.129273,0.7778,0.7607,0.6312,0.5165,0.2815,0.5606
97,0.012817,0.043568,0.026620,0.033470,-0.126930,0.7350,0.7094,0.6309,0.6755,0.2816,0.5455
98,0.015538,0.046786,0.028216,0.034244,-0.129150,0.7949,0.6667,0.6310,0.5191,0.2816,0.5303
99,0.022214,0.050140,0.028343,0.034886,-0.118509,0.8034,0.7778,0.6309,0.6544,0.2816,0.5152
100,0.011439,0.042542,0.030170,0.032297,-0.127402,0.7436,0.7863,0.6311,0.5983,0.2816,0.5000
