epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.627595,0.609709,0.035700,0.6667,0.2324,0.9189,2.0000
2,0.202523,0.201941,0.001166,0.6387,0.2231,0.9246,1.9211
3,0.170247,0.169926,0.000648,0.6539,0.2260,0.9233,1.8421
4,0.180373,0.180004,0.000759,0.6412,0.2376,0.9173,1.7632
5,0.169600,0.169231,0.000768,0.6209,0.2323,0.9202,1.6842
6,0.166758,0.166282,0.000986,0.6514,0.2382,0.9172,1.6053
7,0.166610,0.166252,0.000752,0.5980,0.2141,0.9301,1.5263
8,0.147757,0.147409,0.000743,0.6921,0.2116,0.9315,1.4474
9,0.137250,0.136965,0.000619,0.7150,0.2096,0.9324,1.3684
10,0.173239,0.172891,0.000763,0.6972,0.2053,0.9345,1.2895
11,0.122057,0.121858,0.000432,0.6692,0.2059,0.9343,1.2105
12,0.112470,0.112252,0.000482,0.7430,0.2050,0.9348,1.1316
13,0.115289,0.115030,0.000573,0.7099,0.2052,0.9348,1.0526
14,0.121826,0.121572,0.000574,0.7532,0.2063,0.9343,0.9737
15,0.121401,0.121109,0.000666,0.7099,0.2011,0.9364,0.8947
16,0.104029,0.103808,0.000479,0.7303,0.2048,0.9350,0.8158
17,0.107937,0.107669,0.000603,0.7226,0.2019,0.9361,0.7368
18,0.107949,0.107635,0.000689,0.7405,0.2008,0.9366,0.6579
19,0.094677,0.094524,0.000351,0.6768,0.2021,0.9361,0.5789
20,0.092772,0.092532,0.000547,0.6743,0.2033,0.9358,0.5000
