epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.535000,0.506676,0.007952,0.229868,0.7436,0.6325,0.5980,0.1901,0.3469,2.0000
2,0.209094,0.207130,0.000438,0.009404,0.7094,0.6496,0.6203,0.1878,0.3017,1.9848
3,0.203318,0.202315,0.000383,0.002566,0.7350,0.6667,0.6253,0.1878,0.2921,1.9697
4,0.166713,0.165965,0.000309,0.001089,0.7692,0.7009,0.6293,0.1875,0.2850,1.9545
5,0.157580,0.156868,0.000344,0.000754,0.7265,0.7094,0.6294,0.1876,0.2847,1.9394
6,0.160364,0.159700,0.000254,0.000726,0.7863,0.6752,0.6304,0.1875,0.2828,1.9242
7,0.150269,0.149638,0.000229,0.000583,0.7692,0.6667,0.6308,0.1875,0.2825,1.9091
8,0.144256,0.143556,0.000326,0.000778,0.5299,0.5128,0.6307,0.1876,0.2824,1.8939
9,0.148448,0.147800,0.000336,0.000553,0.7436,0.6410,0.6306,0.1876,0.2825,1.8788
10,0.133324,0.132720,0.000249,0.000389,0.5897,0.6325,0.6310,0.1875,0.2820,1.8636
11,0.136733,0.136072,0.000378,0.000426,0.7863,0.7179,0.6313,0.1875,0.2817,1.8485
12,0.106882,0.106272,0.000301,0.000354,0.7778,0.7692,0.6314,0.1875,0.2815,1.8333
13,0.124836,0.124228,0.000249,0.000399,0.7778,0.7521,0.6313,0.1875,0.2817,1.8182
14,0.113514,0.112925,0.000236,0.000336,0.8034,0.7094,0.6316,0.1875,0.2814,1.8030
15,0.114136,0.113580,0.000156,0.000387,0.4701,0.5128,0.6311,0.1875,0.2817,1.7879
16,0.122248,0.121594,0.000376,0.000459,0.6581,0.7179,0.6312,0.1875,0.2817,1.7727
17,0.103866,0.103238,0.000395,0.000269,0.7607,0.7607,0.6314,0.1875,0.2815,1.7576
18,0.112001,0.111426,0.000261,0.000136,0.7778,0.7265,0.6316,0.1875,0.2814,1.7424
19,0.098926,0.098314,0.000357,0.000252,0.7863,0.7607,0.6315,0.1875,0.2814,1.7273
20,0.101502,0.100938,0.000262,0.000177,0.7863,0.7521,0.6315,0.1875,0.2814,1.7121
21,0.093404,0.092771,0.000414,0.000275,0.7778,0.7521,0.6312,0.1875,0.2816,1.6970
22,0.096393,0.095769,0.000394,0.000259,0.8034,0.7778,0.6314,0.1875,0.2816,1.6818
23,0.101382,0.100774,0.000324,0.000279,0.6752,0.7179,0.6313,0.1875,0.2816,1.6667
24,0.095499,0.094911,0.000283,0.000230,0.8034,0.7521,0.6314,0.1875,0.2815,1.6515
25,0.093532,0.092898,0.000404,0.000394,0.7949,0.7350,0.6313,0.1875,0.2816,1.6364
26,0.094206,0.093510,0.000569,0.000464,0.8120,0.7436,0.6314,0.1875,0.2814,1.6212
27,0.090248,0.089657,0.000358,0.000199,0.7094,0.7521,0.6314,0.1875,0.2816,1.6061
28,0.091633,0.091011,0.000397,0.000298,0.7521,0.7607,0.6314,0.1875,0.2816,1.5909
29,0.087316,0.086626,0.000636,0.000257,0.7265,0.7436,0.6312,0.1876,0.2816,1.5758
30,0.091846,0.091166,0.000595,0.000363,0.7436,0.7436,0.6315,0.1875,0.2814,1.5606
31,0.085698,0.085001,0.000633,0.000244,0.7778,0.7436,0.6314,0.1875,0.2816,1.5455
32,0.089215,0.088529,0.000640,0.000334,0.7179,0.7692,0.6313,0.1875,0.2816,1.5303
33,0.084142,0.083435,0.000681,0.000376,0.7949,0.7350,0.6312,0.1876,0.2816,1.5152
34,0.087251,0.086547,0.000685,0.000279,0.7094,0.6923,0.6314,0.1875,0.2815,1.5000
35,0.087380,0.086601,0.000889,0.000498,0.6581,0.6923,0.6314,0.1875,0.2814,1.4848
36,0.085131,0.084456,0.000631,0.000227,0.7778,0.7521,0.6314,0.1875,0.2815,1.4697
37,0.082362,0.081656,0.000729,0.000289,0.8120,0.7692,0.6314,0.1875,0.2816,1.4545
38,0.080386,0.079617,0.000875,0.000336,0.7436,0.7607,0.6314,0.1875,0.2814,1.4394
39,0.080136,0.079419,0.000713,0.000275,0.7778,0.7607,0.6315,0.1875,0.2814,1.4242
40,0.083284,0.082533,0.000891,0.000344,0.7607,0.7692,0.6313,0.1875,0.2816,1.4091
41,0.079698,0.078978,0.000788,0.000230,0.7179,0.7521,0.6313,0.1875,0.2816,1.3939
42,0.077746,0.077017,0.000778,0.000430,0.6410,0.7265,0.6313,0.1875,0.2815,1.3788
43,0.074729,0.073954,0.000940,0.000375,0.6667,0.7436,0.6312,0.1876,0.2816,1.3636
44,0.075162,0.074306,0.001129,0.000449,0.7863,0.7521,0.6315,0.1875,0.2813,1.3485
45,0.070256,0.069446,0.001141,0.000305,0.6410,0.7436,0.6313,0.1875,0.2815,1.3333
46,0.069348,0.068540,0.001108,0.000358,0.7778,0.7607,0.6314,0.1875,0.2815,1.3182
47,0.066872,0.066051,0.001133,0.000319,0.7521,0.7436,0.6312,0.1875,0.2816,1.3030
48,0.073179,0.072311,0.001276,0.000370,0.7863,0.7778,0.6315,0.1875,0.2813,1.2879
49,0.068684,0.067976,0.000761,0.000225,0.6752,0.6667,0.6313,0.1875,0.2816,1.2727
