epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.522783,0.518805,0.027053,0.5852,0.5055,0.6099,2.0000
2,0.192694,0.192387,0.002391,0.6336,0.4990,0.6203,1.9211
3,0.191429,0.191151,0.002189,0.5649,0.5053,0.6083,1.8421
4,0.239436,0.239142,0.002350,0.6438,0.5028,0.6110,1.7632
5,0.211085,0.210795,0.002316,0.7201,0.5006,0.6157,1.6842
6,0.235386,0.235010,0.002985,0.6718,0.5137,0.5965,1.6053
7,0.158420,0.158260,0.001346,0.6768,0.4872,0.6385,1.5263
8,0.144756,0.144581,0.001548,0.6132,0.4881,0.6336,1.4474
9,0.131058,0.130857,0.001759,0.7379,0.4762,0.6527,1.3684
10,0.149478,0.149277,0.001805,0.7710,0.4958,0.6192,1.2895
11,0.114887,0.114707,0.001598,0.7048,0.4835,0.6403,1.2105
12,0.131862,0.131704,0.001435,0.7430,0.4696,0.6651,1.1316
13,0.139422,0.139214,0.001870,0.7532,0.4647,0.6730,1.0526
14,0.110213,0.110052,0.001486,0.7710,0.4605,0.6760,0.9737
15,0.120630,0.120466,0.001582,0.6947,0.4436,0.7004,0.8947
16,0.112735,0.112553,0.001699,0.6056,0.4396,0.7052,0.8158
17,0.118371,0.118160,0.001922,0.7837,0.4284,0.7201,0.7368
18,0.116744,0.116588,0.001453,0.6870,0.4260,0.7234,0.6579
19,0.105068,0.104862,0.001906,0.7557,0.4244,0.7252,0.5789
20,0.104713,0.104521,0.001808,0.7506,0.4206,0.7300,0.5000
