epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
34,0.065750,0.095708,0.002936,0.031363,-0.122433,0.6496,0.5932,0.6319,0.5082,0.2562,1.5000
35,0.069718,0.097890,0.003075,0.031627,-0.116688,0.7350,0.7542,0.6319,0.4523,0.2562,1.4848
36,0.061919,0.091658,0.003523,0.030260,-0.120951,0.7863,0.8220,0.6319,0.5137,0.2562,1.4697
37,0.061386,0.091623,0.003449,0.026954,-0.120390,0.7521,0.6695,0.6319,0.5212,0.2562,1.4545
38,0.067562,0.094207,0.004546,0.034065,-0.113262,0.6496,0.6610,0.6319,0.4556,0.2562,1.4394
39,0.060022,0.089705,0.004495,0.028751,-0.119793,0.7863,0.7034,0.6319,0.5673,0.2562,1.4242
40,0.068530,0.095078,0.004380,0.035473,-0.113807,0.8034,0.7966,0.6319,0.5641,0.2562,1.4091
41,0.056700,0.085080,0.004922,0.032350,-0.117818,0.6923,0.6610,0.6318,0.5904,0.2562,1.3939
42,0.056592,0.085818,0.005895,0.026555,-0.116862,0.7949,0.7542,0.6319,0.5168,0.2562,1.3788
43,0.069266,0.094656,0.005435,0.037699,-0.111472,0.7521,0.7373,0.6319,0.5957,0.2562,1.3636
44,0.060494,0.083627,0.005565,0.045206,-0.108980,0.7778,0.7881,0.6319,0.5224,0.2562,1.3485
45,0.063070,0.090273,0.006578,0.037183,-0.117204,0.8120,0.7627,0.6318,0.5656,0.2562,1.3333
46,0.058200,0.086580,0.007117,0.034603,-0.119419,0.7949,0.7542,0.6319,0.5197,0.2562,1.3182
47,0.054994,0.086898,0.007477,0.025665,-0.125232,0.7179,0.6780,0.6318,0.5561,0.2562,1.3030
48,0.059128,0.085619,0.008391,0.035674,-0.113859,0.7692,0.7627,0.6319,0.6319,0.2562,1.2879
49,0.058895,0.085055,0.007662,0.038435,-0.114605,0.7949,0.7627,0.6318,0.3313,0.2562,1.2727
50,0.053183,0.083501,0.009507,0.031657,-0.123958,0.8291,0.7458,0.6318,0.5044,0.2562,1.2576
51,0.051438,0.079292,0.010021,0.033462,-0.116941,0.7350,0.7203,0.6318,0.5112,0.2562,1.2424
52,0.051428,0.077328,0.009427,0.038461,-0.113776,0.6923,0.6780,0.6318,0.3302,0.2562,1.2273
53,0.059008,0.085695,0.008335,0.039017,-0.116715,0.7607,0.7373,0.6318,0.5467,0.2563,1.2121
54,0.051975,0.082731,0.009626,0.030989,-0.124981,0.7521,0.7203,0.6318,0.4394,0.2562,1.1970
55,0.056401,0.084280,0.011080,0.033732,-0.117250,0.7607,0.7373,0.6318,0.6137,0.2562,1.1818
56,0.053597,0.078206,0.012725,0.031701,-0.105035,0.7607,0.7373,0.6318,0.5537,0.2562,1.1667
57,0.053230,0.077962,0.010867,0.044944,-0.114218,0.7607,0.6949,0.6318,0.5032,0.2562,1.1515
58,0.046075,0.075543,0.014787,0.030937,-0.120737,0.7265,0.7373,0.6318,0.4305,0.2562,1.1364
59,0.048048,0.075239,0.013156,0.038682,-0.118301,0.7607,0.7373,0.6318,0.5332,0.2562,1.1212
60,0.042070,0.072740,0.015076,0.029177,-0.123538,0.8034,0.7542,0.6318,0.6145,0.2562,1.1061
61,0.048628,0.076943,0.015310,0.034756,-0.119502,0.6752,0.5678,0.6317,0.4844,0.2563,1.0909
62,0.042226,0.071220,0.018942,0.029567,-0.118355,0.7778,0.7288,0.6316,0.5414,0.2563,1.0758
63,0.040187,0.071330,0.015985,0.028613,-0.124824,0.7778,0.7288,0.6318,0.4317,0.2562,1.0606
64,0.037094,0.068002,0.016302,0.032294,-0.126427,0.7607,0.7458,0.6317,0.5824,0.2562,1.0455
65,0.042027,0.070146,0.018169,0.029549,-0.115425,0.7521,0.7542,0.6318,0.5875,0.2562,1.0303
66,0.042432,0.070879,0.019007,0.032013,-0.118180,0.7778,0.7034,0.6316,0.5206,0.2564,1.0152
67,0.041644,0.069247,0.018172,0.035021,-0.117339,0.7179,0.6356,0.6317,0.4833,0.2563,1.0000
68,0.036056,0.065111,0.017407,0.036614,-0.123228,0.6581,0.6356,0.6318,0.3514,0.2562,0.9848
69,0.039263,0.068549,0.018750,0.033225,-0.121780,0.7350,0.6695,0.6318,0.5343,0.2562,0.9697
70,0.036160,0.064940,0.019385,0.035317,-0.121461,0.6838,0.7034,0.6318,0.3648,0.2562,0.9545
71,0.038937,0.064918,0.020450,0.033875,-0.111223,0.7521,0.6949,0.6317,0.6156,0.2563,0.9394
72,0.032833,0.059925,0.020502,0.041621,-0.120087,0.7607,0.7034,0.6316,0.4023,0.2563,0.9242
73,0.028722,0.061010,0.025342,0.028168,-0.128562,0.7350,0.6441,0.6317,0.5549,0.2563,0.9091
74,0.030234,0.058425,0.023357,0.029519,-0.115721,0.7778,0.7288,0.6317,0.5661,0.2563,0.8939
75,0.027407,0.058258,0.021966,0.032719,-0.126658,0.6923,0.6186,0.6316,0.4802,0.2562,0.8788
76,0.030547,0.062571,0.022384,0.027829,-0.127359,0.7863,0.7373,0.6317,0.4200,0.2562,0.8636
77,0.027728,0.059387,0.024021,0.026454,-0.125263,0.7778,0.7034,0.6315,0.5395,0.2563,0.8485
78,0.025502,0.053007,0.024905,0.035763,-0.117661,0.7607,0.6271,0.6315,0.6323,0.2565,0.8333
79,0.024693,0.054425,0.028536,0.031622,-0.122378,0.7094,0.6864,0.6317,0.5526,0.2562,0.8182
80,0.025867,0.057753,0.025519,0.030608,-0.128791,0.7265,0.6186,0.6315,0.4195,0.2563,0.8030
81,0.022987,0.054998,0.025384,0.032774,-0.130687,0.7179,0.7119,0.6318,0.5078,0.2562,0.7879
82,0.023975,0.055226,0.024020,0.032777,-0.128118,0.7778,0.7119,0.6316,0.5021,0.2562,0.7727
83,0.026915,0.056495,0.026342,0.034158,-0.123528,0.7607,0.6780,0.6316,0.4546,0.2563,0.7576
84,0.023711,0.053757,0.026063,0.033777,-0.124847,0.7521,0.6525,0.6316,0.5248,0.2563,0.7424
85,0.025778,0.056973,0.023020,0.031964,-0.127354,0.7521,0.6525,0.6317,0.6359,0.2563,0.7273
86,0.026907,0.053962,0.025143,0.030062,-0.112365,0.7094,0.6186,0.6314,0.5211,0.2564,0.7121
87,0.022688,0.050200,0.025638,0.036648,-0.118279,0.7179,0.6695,0.6316,0.5410,0.2563,0.6970
88,0.023040,0.052392,0.024525,0.037320,-0.124830,0.7778,0.7542,0.6316,0.5529,0.2563,0.6818
89,0.020492,0.051158,0.026743,0.030811,-0.124889,0.7607,0.7034,0.6317,0.5762,0.2563,0.6667
90,0.015437,0.045538,0.026904,0.032899,-0.124475,0.7094,0.6864,0.6315,0.4522,0.2563,0.6515
91,0.025124,0.053276,0.028069,0.041788,-0.123871,0.8034,0.6949,0.6314,0.4800,0.2564,0.6364
92,0.014424,0.046488,0.026908,0.032627,-0.130781,0.7350,0.6695,0.6314,0.5285,0.2564,0.6212
93,0.016339,0.047882,0.027378,0.030767,-0.127837,0.6752,0.6441,0.6315,0.5318,0.2563,0.6061
94,0.023309,0.049648,0.027418,0.041800,-0.117840,0.7265,0.6695,0.6315,0.4454,0.2563,0.5909
95,0.016775,0.044504,0.028226,0.041124,-0.122047,0.7949,0.6695,0.6315,0.6218,0.2564,0.5758
96,0.016253,0.048165,0.028938,0.027358,-0.126826,0.6325,0.5508,0.6313,0.4813,0.2564,0.5606
97,0.016977,0.045120,0.028398,0.040493,-0.123042,0.7863,0.7119,0.6316,0.5386,0.2563,0.5455
98,0.018384,0.051070,0.029788,0.028916,-0.130416,0.7949,0.6949,0.6315,0.4306,0.2562,0.5303
99,0.010581,0.040314,0.029017,0.035562,-0.125072,0.6752,0.6525,0.6317,0.4293,0.2562,0.5152
100,0.013442,0.043469,0.027318,0.035691,-0.126029,0.7179,0.6441,0.6314,0.5592,0.2564,0.5000
