epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.496757,0.493482,0.022855,0.6183,0.4793,0.7018,2.0000
2,0.254613,0.254178,0.003340,0.7074,0.4737,0.7053,1.9211
3,0.186965,0.186801,0.001359,0.6972,0.4627,0.7237,1.8421
4,0.157294,0.157036,0.002142,0.7379,0.4810,0.7066,1.7632
5,0.190770,0.190556,0.001859,0.6616,0.4917,0.6964,1.6842
6,0.173136,0.172856,0.002403,0.6718,0.4903,0.6982,1.6053
7,0.159211,0.158929,0.002370,0.7303,0.4453,0.7447,1.5263
8,0.154039,0.153811,0.001994,0.4555,0.4241,0.7687,1.4474
9,0.164553,0.164382,0.001560,0.7303,0.4359,0.7548,1.3684
10,0.173883,0.173682,0.001818,0.7252,0.4528,0.7372,1.2895
11,0.119332,0.119140,0.001722,0.6565,0.4421,0.7502,1.2105
12,0.106083,0.105936,0.001391,0.7226,0.4242,0.7704,1.1316
13,0.109556,0.109399,0.001460,0.6590,0.4100,0.7831,1.0526
14,0.124530,0.124351,0.001648,0.7532,0.4185,0.7749,0.9737
15,0.113549,0.113384,0.001553,0.7176,0.4124,0.7810,0.8947
16,0.098595,0.098432,0.001552,0.7506,0.4097,0.7850,0.8158
17,0.117283,0.117083,0.001869,0.7455,0.4062,0.7876,0.7368
18,0.112073,0.111875,0.001812,0.7532,0.4020,0.7897,0.6579
19,0.091941,0.091786,0.001511,0.7354,0.4037,0.7890,0.5789
20,0.095819,0.095682,0.001330,0.7099,0.4017,0.7899,0.5000
