epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
55,0.074107,0.073246,0.012288,0.7373,0.4696,0.6309,1.1818
56,0.073543,0.072678,0.012225,0.5763,0.4689,0.6313,1.1667
57,0.072266,0.071410,0.011955,0.8220,0.4695,0.6311,1.1515
58,0.070822,0.069969,0.011959,0.7966,0.4691,0.6315,1.1364
59,0.066940,0.065925,0.013977,0.8559,0.4690,0.6315,1.1212
60,0.073730,0.072663,0.014773,0.7881,0.4689,0.6317,1.1061
61,0.067987,0.066858,0.015666,0.7034,0.4697,0.6314,1.0909
62,0.069676,0.068720,0.013117,0.8305,0.4688,0.6317,1.0758
63,0.062778,0.061750,0.014063,0.8051,0.4689,0.6317,1.0606
64,0.061031,0.059874,0.015939,0.7966,0.4695,0.6314,1.0455
65,0.066326,0.065241,0.015223,0.8051,0.4695,0.6315,1.0303
66,0.068674,0.067476,0.016628,0.7034,0.4683,0.6319,1.0152
67,0.062713,0.061601,0.014878,0.8305,0.4691,0.6315,1.0000
68,0.059155,0.057902,0.017173,0.8898,0.4699,0.6314,0.9848
69,0.061196,0.059932,0.017466,0.8220,0.4695,0.6315,0.9697
70,0.056834,0.055663,0.016288,0.7119,0.4694,0.6316,0.9545
71,0.060619,0.059248,0.018548,0.7797,0.4696,0.6314,0.9394
72,0.058879,0.057425,0.019197,0.8220,0.4696,0.6315,0.9242
73,0.062109,0.060624,0.019940,0.8051,0.4693,0.6316,0.9091
74,0.061250,0.059873,0.018725,0.7203,0.4697,0.6315,0.8939
75,0.053703,0.052291,0.019535,0.8051,0.4698,0.6314,0.8788
76,0.060501,0.058956,0.020699,0.7966,0.4698,0.6315,0.8636
77,0.057677,0.056233,0.019453,0.7627,0.4702,0.6312,0.8485
78,0.060893,0.059342,0.020555,0.8051,0.4699,0.6314,0.8333
79,0.052126,0.050580,0.020484,0.7797,0.4689,0.6318,0.8182
80,0.054153,0.052654,0.019795,0.7542,0.4693,0.6316,0.8030
81,0.046731,0.045178,0.020367,0.7542,0.4692,0.6316,0.7879
82,0.049167,0.047598,0.020549,0.7712,0.4695,0.6315,0.7727
83,0.059276,0.057721,0.021001,0.8559,0.4694,0.6316,0.7576
84,0.049924,0.048358,0.020883,0.7881,0.4686,0.6320,0.7424
85,0.047650,0.046140,0.019882,0.7712,0.4690,0.6318,0.7273
86,0.048885,0.047415,0.019683,0.8051,0.4686,0.6320,0.7121
87,0.049183,0.047555,0.021542,0.8136,0.4690,0.6318,0.6970
88,0.041730,0.040112,0.021743,0.7119,0.4691,0.6318,0.6818
89,0.041890,0.040168,0.022685,0.8136,0.4694,0.6317,0.6667
90,0.044624,0.043015,0.021368,0.7119,0.4691,0.6318,0.6515
91,0.042887,0.041152,0.022913,0.7966,0.4689,0.6318,0.6364
92,0.045405,0.043719,0.022177,0.7458,0.4696,0.6315,0.6212
93,0.045308,0.043582,0.023042,0.8305,0.4695,0.6316,0.6061
94,0.041421,0.039801,0.021633,0.8305,0.4693,0.6317,0.5909
95,0.040848,0.039145,0.022455,0.8136,0.4690,0.6318,0.5758
96,0.040050,0.038390,0.021628,0.7712,0.4690,0.6317,0.5606
97,0.035520,0.033777,0.023118,0.7881,0.4694,0.6317,0.5455
98,0.040610,0.038966,0.021971,0.7203,0.4694,0.6316,0.5303
99,0.042498,0.040894,0.021298,0.7542,0.4690,0.6318,0.5152
100,0.036658,0.034934,0.022574,0.7966,0.4691,0.6318,0.5000
