epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.490644,0.488990,0.018929,0.6923,0.7542,0.5816,0.4032,2.0000
2,0.218184,0.218086,0.001338,0.6752,0.6949,0.5875,0.3905,1.9848
3,0.158254,0.158144,0.001478,0.6752,0.7627,0.5840,0.3961,1.9697
4,0.169969,0.169841,0.001721,0.7009,0.7712,0.5860,0.3916,1.9545
5,0.198055,0.197871,0.002492,0.7607,0.7458,0.5815,0.3998,1.9394
6,0.144284,0.144153,0.001818,0.5897,0.6356,0.5849,0.3924,1.9242
7,0.136455,0.136324,0.001789,0.6239,0.6525,0.5762,0.4127,1.9091
8,0.134790,0.134671,0.001702,0.7265,0.7712,0.5699,0.4257,1.8939
9,0.132216,0.132051,0.002337,0.7094,0.7542,0.5670,0.4300,1.8788
10,0.128807,0.128668,0.002031,0.5385,0.5508,0.5635,0.4373,1.8636
11,0.110587,0.110431,0.002265,0.5641,0.6017,0.5635,0.4387,1.8485
12,0.104299,0.104186,0.001702,0.7436,0.8220,0.5614,0.4416,1.8333
13,0.111717,0.111581,0.002044,0.5897,0.6186,0.5664,0.4351,1.8182
14,0.102832,0.102702,0.001923,0.7350,0.7627,0.5675,0.4338,1.8030
15,0.103570,0.103445,0.001956,0.7692,0.7797,0.5610,0.4430,1.7879
16,0.095892,0.095735,0.002538,0.6752,0.7627,0.5569,0.4488,1.7727
17,0.099975,0.099812,0.002531,0.5470,0.6017,0.5573,0.4486,1.7576
18,0.095253,0.095121,0.002093,0.5556,0.6271,0.5517,0.4546,1.7424
19,0.096862,0.096721,0.002227,0.7949,0.7627,0.5505,0.4586,1.7273
20,0.098350,0.098123,0.003529,0.7521,0.8136,0.5442,0.4689,1.7121
21,0.093046,0.092874,0.002657,0.7009,0.7373,0.5433,0.4689,1.6970
22,0.094554,0.094383,0.002692,0.7949,0.8136,0.5485,0.4591,1.6818
23,0.092182,0.091939,0.003669,0.7265,0.7712,0.5454,0.4656,1.6667
24,0.089594,0.089326,0.004047,0.7949,0.8051,0.5259,0.5096,1.6515
25,0.090663,0.090409,0.003898,0.7607,0.7797,0.5134,0.5307,1.6364
26,0.089646,0.089341,0.004528,0.7607,0.7119,0.4961,0.5663,1.6212
27,0.086774,0.086490,0.004159,0.7521,0.7797,0.4922,0.5721,1.6061
28,0.087338,0.087024,0.004590,0.7692,0.8136,0.4789,0.5951,1.5909
29,0.090033,0.089690,0.004772,0.7436,0.8390,0.4811,0.5909,1.5758
30,0.088748,0.088297,0.006338,0.7521,0.8051,0.4838,0.5864,1.5606
31,0.083876,0.083513,0.005170,0.7350,0.8051,0.4776,0.5962,1.5455
32,0.084205,0.083849,0.005187,0.6581,0.6441,0.4769,0.5968,1.5303
33,0.085315,0.084888,0.006131,0.7692,0.7966,0.4724,0.6029,1.5152
34,0.084965,0.084530,0.006182,0.6410,0.7034,0.4717,0.6038,1.5000
35,0.084708,0.084277,0.006268,0.6667,0.7373,0.4710,0.6044,1.4848
36,0.080828,0.080366,0.006443,0.7436,0.7966,0.4710,0.6045,1.4697
37,0.084830,0.084374,0.006373,0.7521,0.7797,0.4705,0.6052,1.4545
38,0.080478,0.079937,0.007585,0.6581,0.7203,0.4708,0.6050,1.4394
39,0.079771,0.079248,0.007278,0.7436,0.7712,0.4697,0.6060,1.4242
40,0.078291,0.077750,0.007712,0.7350,0.7881,0.4699,0.6058,1.4091
41,0.075563,0.075009,0.007859,0.7265,0.8136,0.4702,0.6056,1.3939
42,0.081306,0.080764,0.007611,0.7521,0.7627,0.4696,0.6061,1.3788
43,0.080157,0.079505,0.009042,0.5641,0.6017,0.4687,0.6065,1.3636
44,0.081040,0.080458,0.007985,0.7607,0.7542,0.4686,0.6066,1.3485
45,0.076153,0.075518,0.008757,0.7692,0.7119,0.4686,0.6066,1.3333
46,0.073081,0.072448,0.008792,0.7265,0.6864,0.4685,0.6067,1.3182
47,0.072973,0.072338,0.008852,0.7436,0.7797,0.4684,0.6067,1.3030
48,0.072392,0.071688,0.009817,0.6752,0.7034,0.4685,0.6066,1.2879
49,0.066890,0.066132,0.010522,0.7179,0.7288,0.4696,0.6062,1.2727
50,0.071276,0.070450,0.011347,0.5983,0.5932,0.4684,0.6067,1.2576
51,0.065900,0.065095,0.010958,0.6923,0.7627,0.4687,0.6066,1.2424
52,0.067558,0.066794,0.010556,0.7436,0.8051,0.4686,0.6066,1.2273
53,0.073023,0.072142,0.011962,0.7179,0.7966,0.4683,0.6068,1.2121
54,0.064035,0.063160,0.012020,0.7179,0.7458,0.4691,0.6064,1.1970
55,0.069342,0.068443,0.012369,0.7094,0.7542,0.4684,0.6068,1.1818
56,0.069414,0.068459,0.013006,0.6752,0.7712,0.4683,0.6068,1.1667
57,0.064961,0.064185,0.010814,0.6752,0.7034,0.4690,0.6065,1.1515
58,0.060973,0.060036,0.013006,0.6667,0.6949,0.4689,0.6065,1.1364
59,0.067118,0.066155,0.012886,0.7521,0.7881,0.4688,0.6066,1.1212
60,0.064406,0.063397,0.013546,0.7265,0.7458,0.4690,0.6065,1.1061
61,0.061192,0.060157,0.014110,0.7778,0.7712,0.4688,0.6066,1.0909
62,0.069773,0.068836,0.012395,0.6923,0.7458,0.4683,0.6067,1.0758
63,0.061945,0.060948,0.013352,0.7265,0.6949,0.4696,0.6063,1.0606
64,0.057156,0.056008,0.015425,0.6496,0.7034,0.4693,0.6063,1.0455
65,0.061250,0.060118,0.015020,0.6752,0.7034,0.4686,0.6066,1.0303
66,0.059735,0.058614,0.014890,0.6923,0.7542,0.4685,0.6067,1.0152
67,0.056988,0.055940,0.014011,0.7521,0.6695,0.4685,0.6066,1.0000
68,0.050355,0.049123,0.016373,0.7009,0.7627,0.4687,0.6065,0.9848
69,0.055791,0.054670,0.014936,0.6410,0.6271,0.4693,0.6063,0.9697
70,0.059896,0.058749,0.015276,0.6581,0.7373,0.4682,0.6068,0.9545
71,0.057983,0.056751,0.015962,0.7094,0.7627,0.4684,0.6067,0.9394
72,0.055948,0.054550,0.018435,0.7094,0.7797,0.4686,0.6066,0.9242
73,0.051182,0.049886,0.017051,0.7009,0.7627,0.4687,0.6066,0.9091
74,0.049373,0.048006,0.017750,0.7350,0.7034,0.4693,0.6061,0.8939
75,0.049843,0.048395,0.018683,0.7350,0.7458,0.4687,0.6066,0.8788
76,0.053698,0.052314,0.018323,0.7094,0.7373,0.4694,0.6063,0.8636
77,0.046328,0.044924,0.018927,0.6752,0.7966,0.4689,0.6065,0.8485
78,0.046791,0.045381,0.018649,0.6239,0.6102,0.4689,0.6065,0.8333
79,0.052864,0.051398,0.019035,0.7350,0.7034,0.4690,0.6065,0.8182
80,0.053623,0.052216,0.018282,0.6752,0.7373,0.4682,0.6068,0.8030
81,0.046956,0.045375,0.020182,0.6496,0.6525,0.4689,0.6065,0.7879
82,0.044545,0.042954,0.020288,0.6667,0.6864,0.4691,0.6064,0.7727
83,0.040055,0.038676,0.017818,0.6667,0.6695,0.4688,0.6066,0.7576
84,0.047055,0.045464,0.020652,0.7179,0.7797,0.4687,0.6066,0.7424
85,0.044269,0.042607,0.020871,0.6410,0.6441,0.4689,0.6065,0.7273
86,0.037681,0.036126,0.020244,0.7607,0.7881,0.4688,0.6066,0.7121
87,0.045821,0.044259,0.020340,0.7009,0.7627,0.4686,0.6066,0.6970
88,0.045932,0.044470,0.018960,0.7179,0.7542,0.4688,0.6066,0.6818
89,0.044095,0.042527,0.020179,0.6410,0.6864,0.4685,0.6067,0.6667
90,0.045741,0.044200,0.019752,0.7436,0.7627,0.4690,0.6065,0.6515
91,0.046811,0.045269,0.020296,0.7350,0.7458,0.4682,0.6068,0.6364
92,0.041241,0.039699,0.020214,0.7350,0.7119,0.4690,0.6065,0.6212
93,0.040659,0.039076,0.020529,0.7265,0.7288,0.4691,0.6065,0.6061
94,0.041638,0.040124,0.019689,0.6496,0.7034,0.4690,0.6065,0.5909
95,0.040070,0.038445,0.020984,0.7436,0.7627,0.4689,0.6065,0.5758
96,0.036419,0.034828,0.020485,0.7094,0.7627,0.4682,0.6068,0.5606
97,0.033243,0.031790,0.019034,0.6838,0.7203,0.4690,0.6065,0.5455
98,0.041152,0.039618,0.019936,0.7094,0.7373,0.4686,0.6066,0.5303
99,0.043569,0.041964,0.021028,0.6581,0.7458,0.4684,0.6068,0.5152
100,0.041022,0.039355,0.021068,0.6325,0.6356,0.4690,0.6065,0.5000
