epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,4.786139,4.749288,0.066452,0.4295,0.5086,0.6705,2.0000
2,1.382799,1.376012,0.010082,0.6299,0.5998,0.5621,1.9483
3,1.751596,1.748965,0.004523,0.6146,0.6410,0.5123,1.8966
4,1.471926,1.467667,0.007767,0.6248,0.6593,0.4926,1.8448
5,0.868730,0.866737,0.003940,0.6876,0.6800,0.4721,1.7931
6,1.334236,1.331944,0.004624,0.5433,0.6517,0.4954,1.7414
7,1.077804,1.075254,0.005084,0.4856,0.6669,0.4808,1.6897
8,0.987886,0.985943,0.003952,0.7182,0.6708,0.4784,1.6379
9,0.865210,0.863881,0.002949,0.6910,0.6839,0.4629,1.5862
10,0.803241,0.801527,0.003777,0.7080,0.6754,0.4675,1.5345
11,1.039136,1.037252,0.004105,0.7250,0.6685,0.4840,1.4828
12,0.823336,0.821860,0.003302,0.5874,0.7162,0.4315,1.4310
13,0.750035,0.749093,0.002060,0.6927,0.6896,0.4494,1.3793
14,0.847038,0.845498,0.003386,0.7046,0.6906,0.4480,1.3276
15,0.942997,0.941574,0.003109,0.6842,0.6799,0.4600,1.2759
16,0.959384,0.957031,0.004991,0.7114,0.6781,0.4654,1.2241
17,0.751484,0.748853,0.005272,0.6995,0.6453,0.4974,1.1724
18,0.677830,0.676325,0.003340,0.7233,0.6759,0.4649,1.1207
19,0.616898,0.615281,0.003565,0.6520,0.6729,0.4685,1.0690
20,0.692989,0.691365,0.003645,0.7165,0.6679,0.4735,1.0172
21,0.592840,0.591615,0.002774,0.7301,0.6855,0.4512,0.9655
22,0.601529,0.600124,0.003279,0.7063,0.6923,0.4471,0.9138
23,0.842925,0.841561,0.003151,0.7029,0.6839,0.4538,0.8621
24,0.658443,0.656667,0.004096,0.7759,0.6664,0.4818,0.8103
25,0.563836,0.561991,0.004185,0.7097,0.6681,0.4746,0.7586
26,0.550122,0.548514,0.003591,0.7233,0.6597,0.4854,0.7069
27,0.531126,0.529637,0.003330,0.7691,0.6758,0.4617,0.6552
28,0.581272,0.579497,0.004074,0.7148,0.6821,0.4552,0.6034
29,0.592362,0.590810,0.003645,0.7589,0.6619,0.4821,0.5517
30,0.588825,0.587159,0.003657,0.7810,0.6738,0.4732,0.5000
