epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.447558,0.436726,0.019824,0.7009,0.6068,0.6223,0.1419,2.0000
2,0.174690,0.172503,0.004197,0.6838,0.6325,0.6375,0.1073,1.9848
3,0.176313,0.174893,0.002761,0.5214,0.5043,0.6448,0.0930,1.9697
4,0.157067,0.155610,0.002988,0.8034,0.6838,0.6418,0.1003,1.9545
5,0.134932,0.133909,0.002020,0.6068,0.6068,0.6466,0.0908,1.9394
6,0.152442,0.151237,0.002513,0.7949,0.7094,0.6532,0.0755,1.9242
7,0.142151,0.140906,0.002689,0.7265,0.6923,0.6561,0.0699,1.9091
8,0.142826,0.141572,0.002701,0.4274,0.4359,0.6443,0.0968,1.8939
9,0.125671,0.124552,0.002449,0.8034,0.7350,0.6480,0.0895,1.8788
10,0.143704,0.142486,0.002809,0.6154,0.6496,0.6614,0.0558,1.8636
11,0.113050,0.111994,0.002382,0.7094,0.7009,0.6612,0.0572,1.8485
12,0.113425,0.112217,0.002954,0.7436,0.7350,0.6640,0.0485,1.8333
13,0.110963,0.109676,0.003257,0.7778,0.7179,0.6582,0.0626,1.8182
14,0.104426,0.103131,0.003204,0.7949,0.7094,0.6559,0.0673,1.8030
15,0.108754,0.107241,0.003640,0.8034,0.7094,0.6529,0.0736,1.7879
16,0.101578,0.100330,0.002976,0.7863,0.7436,0.6575,0.0627,1.7727
17,0.106592,0.105570,0.002507,0.7863,0.7436,0.6726,0.0235,1.7576
18,0.103701,0.102348,0.003431,0.7863,0.7350,0.6626,0.0486,1.7424
19,0.095979,0.094475,0.003705,0.7692,0.7863,0.6568,0.0626,1.7273
20,0.094979,0.093403,0.003735,0.7521,0.7009,0.6445,0.0934,1.7121
21,0.094337,0.092890,0.003388,0.7692,0.7265,0.6500,0.0778,1.6970
22,0.088703,0.086988,0.004001,0.7949,0.7265,0.6414,0.1000,1.6818
23,0.093945,0.092552,0.003170,0.7692,0.7521,0.6465,0.0866,1.6667
24,0.090444,0.088633,0.004299,0.8205,0.7607,0.6464,0.0862,1.6515
25,0.088255,0.086475,0.004026,0.7949,0.7436,0.6354,0.1123,1.6364
26,0.086254,0.084423,0.004233,0.7863,0.7436,0.6389,0.1041,1.6212
27,0.086826,0.085134,0.003636,0.7863,0.7778,0.6377,0.1069,1.6061
28,0.089483,0.087767,0.003619,0.7949,0.7778,0.6334,0.1162,1.5909
29,0.085498,0.083559,0.004112,0.7863,0.7607,0.6298,0.1226,1.5758
30,0.085873,0.083832,0.004213,0.5385,0.6667,0.6285,0.1246,1.5606
31,0.083789,0.081712,0.004403,0.8034,0.7692,0.6277,0.1259,1.5455
32,0.087383,0.085464,0.003948,0.7692,0.7521,0.6266,0.1272,1.5303
33,0.082461,0.080217,0.004745,0.7607,0.7436,0.6258,0.1281,1.5152
34,0.080645,0.078363,0.004700,0.6667,0.7094,0.6253,0.1286,1.5000
35,0.085987,0.083970,0.004108,0.7863,0.7692,0.6250,0.1288,1.4848
36,0.083785,0.081874,0.003882,0.7692,0.7436,0.6251,0.1288,1.4697
37,0.087120,0.085349,0.003228,0.7607,0.7350,0.6249,0.1288,1.4545
38,0.076993,0.074873,0.004208,0.7521,0.7436,0.6250,0.1288,1.4394
39,0.077909,0.075728,0.004430,0.7607,0.7179,0.6249,0.1288,1.4242
40,0.083653,0.081168,0.005316,0.7949,0.7179,0.6250,0.1288,1.4091
41,0.076961,0.074666,0.004583,0.7350,0.7265,0.6249,0.1288,1.3939
42,0.082945,0.080484,0.005098,0.7778,0.7265,0.6250,0.1288,1.3788
43,0.079886,0.077408,0.005378,0.8034,0.7521,0.6247,0.1288,1.3636
44,0.080992,0.078327,0.005723,0.7778,0.7094,0.6245,0.1290,1.3485
45,0.078205,0.075919,0.004698,0.7863,0.7179,0.6248,0.1288,1.3333
46,0.078981,0.076558,0.005060,0.7863,0.7521,0.6247,0.1288,1.3182
