epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.753964,0.754823,0.016239,0.003417,-0.008807,0.6923,0.6102,0.6294,0.5860,0.7589,2.0000
2,0.197198,0.199225,0.001851,0.000188,-0.008653,0.4957,0.4661,0.6312,0.5918,0.7579,1.9848
3,0.174934,0.177027,0.001663,0.000278,-0.008837,0.7436,0.7034,0.6324,0.6034,0.7573,1.9697
4,0.163863,0.166164,0.001110,0.000594,-0.009709,0.7350,0.7203,0.6327,0.5913,0.7572,1.9545
5,0.135120,0.138229,0.001145,0.000976,-0.012665,0.7521,0.7203,0.6327,0.5964,0.7572,1.9394
6,0.187489,0.192656,0.001380,0.005165,-0.022300,0.6581,0.6610,0.6327,0.4420,0.7572,1.9242
7,0.113542,0.122267,0.001316,0.009710,-0.037229,0.6752,0.6864,0.6331,0.5761,0.7572,1.9091
8,0.127081,0.137603,0.001403,0.015880,-0.047304,0.7009,0.6949,0.6331,0.5405,0.7572,1.8939
9,0.100647,0.115697,0.001268,0.013084,-0.060523,0.7692,0.7797,0.6330,0.5581,0.7572,1.8788
10,0.093988,0.110772,0.001624,0.018798,-0.070111,0.7863,0.7627,0.6331,0.6913,0.7572,1.8636
11,0.083076,0.103722,0.002016,0.036751,-0.094940,0.7521,0.7373,0.6331,0.6117,0.7572,1.8485
12,0.081984,0.103436,0.001970,0.032679,-0.094932,0.8034,0.8051,0.6331,0.6929,0.7572,1.8333
13,0.073637,0.095763,0.002023,0.038634,-0.101180,0.7436,0.7712,0.6331,0.3893,0.7572,1.8182
14,0.075762,0.098452,0.002179,0.036551,-0.101680,0.6838,0.7203,0.6331,0.5952,0.7572,1.8030
15,0.074426,0.097553,0.002181,0.034449,-0.101690,0.8034,0.8136,0.6331,0.6640,0.7572,1.7879
16,0.071549,0.096808,0.002574,0.033911,-0.108435,0.7949,0.8475,0.6331,0.5957,0.7572,1.7727
17,0.073190,0.097906,0.002516,0.036621,-0.108447,0.7350,0.7373,0.6331,0.6245,0.7572,1.7576
18,0.068291,0.094735,0.002453,0.033289,-0.112002,0.7949,0.7966,0.6332,0.5647,0.7571,1.7424
19,0.064331,0.093899,0.002403,0.029314,-0.119756,0.7863,0.8305,0.6332,0.5062,0.7571,1.7273
20,0.067679,0.094752,0.003466,0.034191,-0.114706,0.7436,0.7966,0.6331,0.5666,0.7571,1.7121
21,0.066885,0.094707,0.003582,0.027617,-0.112843,0.7949,0.8051,0.6332,0.6007,0.7571,1.6970
22,0.064210,0.091128,0.003164,0.032149,-0.112837,0.7607,0.8136,0.6331,0.6471,0.7572,1.6818
23,0.068433,0.092404,0.003807,0.037917,-0.106889,0.7863,0.7458,0.6331,0.6239,0.7572,1.6667
24,0.066260,0.091722,0.004866,0.029888,-0.106515,0.7607,0.7458,0.6332,0.5871,0.7571,1.6515
25,0.063920,0.091785,0.004444,0.030983,-0.115218,0.7778,0.8051,0.6331,0.6071,0.7572,1.6364
26,0.060486,0.087501,0.004648,0.035522,-0.115461,0.8120,0.8390,0.6331,0.6672,0.7572,1.6212
27,0.064352,0.092120,0.004898,0.030350,-0.114494,0.7607,0.7542,0.6332,0.4954,0.7571,1.6061
28,0.060063,0.087134,0.005592,0.032304,-0.113498,0.7692,0.8051,0.6331,0.6922,0.7572,1.5909
29,0.065360,0.089369,0.006208,0.033266,-0.103987,0.7265,0.8305,0.6332,0.5116,0.7571,1.5758
30,0.056883,0.084919,0.006415,0.033802,-0.117689,0.6496,0.6780,0.6331,0.6541,0.7572,1.5606
31,0.058112,0.085798,0.005715,0.033321,-0.116252,0.6581,0.7034,0.6331,0.5268,0.7572,1.5455
32,0.054854,0.083246,0.006737,0.035948,-0.120345,0.7521,0.7966,0.6331,0.5594,0.7572,1.5303
33,0.054024,0.082297,0.007392,0.030702,-0.116489,0.7949,0.7373,0.6331,0.5243,0.7572,1.5152
34,0.057912,0.085891,0.007458,0.034632,-0.118081,0.7350,0.8051,0.6330,0.5382,0.7572,1.5000
35,0.061621,0.084739,0.008442,0.036181,-0.102963,0.7692,0.7881,0.6330,0.6413,0.7572,1.4848
36,0.054449,0.082578,0.009003,0.028437,-0.114525,0.7949,0.7627,0.6331,0.5823,0.7572,1.4697
37,0.052078,0.079541,0.011918,0.030658,-0.113796,0.7607,0.7034,0.6332,0.4896,0.7571,1.4545
38,0.055905,0.083145,0.008743,0.035886,-0.116506,0.7607,0.7881,0.6331,0.6341,0.7572,1.4394
39,0.056388,0.081713,0.010413,0.035057,-0.109601,0.7778,0.8051,0.6331,0.6405,0.7572,1.4242
40,0.048742,0.079003,0.011459,0.026284,-0.120223,0.7265,0.8136,0.6332,0.5811,0.7572,1.4091
41,0.046210,0.077403,0.010408,0.027861,-0.124355,0.7179,0.7966,0.6330,0.5135,0.7572,1.3939
42,0.052147,0.081957,0.009729,0.030400,-0.121439,0.7778,0.7373,0.6331,0.5899,0.7572,1.3788
43,0.048484,0.079451,0.009728,0.027337,-0.123230,0.7778,0.7881,0.6330,0.5745,0.7572,1.3636
44,0.048731,0.078106,0.012796,0.030698,-0.120246,0.7607,0.7881,0.6331,0.6361,0.7572,1.3485
45,0.048914,0.075856,0.012065,0.029891,-0.111565,0.7265,0.7627,0.6331,0.6940,0.7572,1.3333
46,0.050000,0.073947,0.012464,0.033657,-0.104143,0.7863,0.8220,0.6330,0.6911,0.7572,1.3182
47,0.049520,0.075260,0.014197,0.033879,-0.110267,0.7778,0.7881,0.6331,0.6384,0.7572,1.3030
48,0.039957,0.066070,0.014572,0.035406,-0.112554,0.7009,0.7288,0.6332,0.4728,0.7572,1.2879
49,0.045548,0.072199,0.011327,0.035340,-0.114241,0.7179,0.7373,0.6330,0.5504,0.7572,1.2727
50,0.039769,0.071272,0.013614,0.030518,-0.127245,0.7607,0.8220,0.6331,0.6391,0.7572,1.2576
51,0.039842,0.069631,0.014256,0.031738,-0.122336,0.7949,0.7881,0.6331,0.4435,0.7572,1.2424
52,0.042730,0.070456,0.013087,0.042612,-0.122644,0.7778,0.7966,0.6330,0.5102,0.7572,1.2273
53,0.040187,0.068094,0.015729,0.032752,-0.116769,0.7692,0.8051,0.6330,0.6272,0.7572,1.2121
54,0.039025,0.068403,0.015533,0.036788,-0.124394,0.7521,0.8305,0.6328,0.4714,0.7572,1.1970
55,0.037911,0.065597,0.017984,0.034699,-0.117340,0.7607,0.7627,0.6329,0.5552,0.7572,1.1818
56,0.041582,0.069396,0.017017,0.036673,-0.119064,0.7350,0.7881,0.6329,0.6199,0.7572,1.1667
57,0.038665,0.067884,0.018526,0.025724,-0.116515,0.7521,0.7797,0.6330,0.6241,0.7572,1.1515
58,0.026481,0.059424,0.017987,0.026004,-0.129095,0.7350,0.7881,0.6330,0.5853,0.7572,1.1364
59,0.037636,0.064439,0.017653,0.034303,-0.114140,0.7350,0.7797,0.6329,0.4979,0.7572,1.1212
60,0.029103,0.062143,0.017399,0.029896,-0.132004,0.7778,0.8305,0.6329,0.5443,0.7572,1.1061
61,0.030075,0.058910,0.016922,0.036981,-0.122740,0.7350,0.7881,0.6329,0.5924,0.7572,1.0909
62,0.034981,0.064306,0.018435,0.038846,-0.125631,0.7949,0.8305,0.6329,0.5443,0.7572,1.0758
63,0.028698,0.058204,0.021230,0.031499,-0.121399,0.6923,0.7627,0.6329,0.5274,0.7572,1.0606
64,0.030265,0.061306,0.020666,0.033368,-0.127726,0.7607,0.8051,0.6330,0.4729,0.7572,1.0455
65,0.034950,0.060264,0.019698,0.044397,-0.115939,0.6923,0.7797,0.6329,0.5142,0.7572,1.0303
66,0.032907,0.062968,0.017029,0.035828,-0.126000,0.7692,0.7627,0.6330,0.5305,0.7572,1.0152
67,0.028978,0.057558,0.019873,0.038510,-0.122961,0.8205,0.8051,0.6329,0.5128,0.7572,1.0000
68,0.029343,0.059052,0.022217,0.034426,-0.124026,0.7179,0.8051,0.6330,0.5002,0.7572,0.9848
69,0.029284,0.059907,0.019600,0.030077,-0.124132,0.7350,0.7034,0.6329,0.5653,0.7572,0.9697
70,0.026100,0.057311,0.019289,0.034966,-0.129302,0.6838,0.6949,0.6330,0.5148,0.7572,0.9545
71,0.025310,0.054507,0.021994,0.034508,-0.122374,0.7778,0.7712,0.6327,0.5594,0.7572,0.9394
72,0.020051,0.051202,0.021516,0.035386,-0.129510,0.7436,0.8136,0.6329,0.5412,0.7572,0.9242
73,0.023776,0.053423,0.020665,0.037742,-0.125975,0.7350,0.8051,0.6328,0.6331,0.7572,0.9091
74,0.022500,0.052302,0.023177,0.033467,-0.123761,0.7436,0.7712,0.6328,0.6077,0.7572,0.8939
75,0.020528,0.050525,0.025430,0.027945,-0.120718,0.6923,0.7458,0.6328,0.5595,0.7572,0.8788
76,0.024578,0.055102,0.023168,0.030488,-0.124122,0.7350,0.8051,0.6329,0.5185,0.7572,0.8636
77,0.014543,0.045860,0.025442,0.024840,-0.123088,0.7607,0.8305,0.6329,0.5534,0.7572,0.8485
78,0.022817,0.051549,0.024739,0.026671,-0.115699,0.7265,0.7881,0.6329,0.6321,0.7572,0.8333
79,0.021890,0.052441,0.022179,0.032230,-0.125389,0.7863,0.7797,0.6330,0.6678,0.7572,0.8182
80,0.026544,0.055437,0.021508,0.031384,-0.119242,0.7436,0.7712,0.6331,0.6082,0.7572,0.8030
81,0.012532,0.044346,0.023407,0.029251,-0.127600,0.7350,0.7373,0.6327,0.4819,0.7572,0.7879
82,0.011485,0.043386,0.025531,0.029391,-0.128030,0.7265,0.7203,0.6329,0.4779,0.7572,0.7727
83,0.021168,0.051677,0.024367,0.035556,-0.127487,0.7521,0.7966,0.6327,0.5570,0.7572,0.7576
84,0.019966,0.046095,0.022544,0.044505,-0.118803,0.7179,0.6949,0.6327,0.5429,0.7572,0.7424
85,0.019479,0.049708,0.025793,0.035205,-0.126329,0.8034,0.7881,0.6328,0.4720,0.7572,0.7273
86,0.016154,0.044868,0.025031,0.035207,-0.121296,0.7436,0.7966,0.6326,0.5115,0.7572,0.7121
87,0.015488,0.048781,0.030222,0.026526,-0.130872,0.7863,0.7966,0.6328,0.6174,0.7572,0.6970
88,0.012390,0.041492,0.026026,0.036042,-0.123162,0.7350,0.8220,0.6328,0.5696,0.7572,0.6818
89,0.013247,0.041945,0.027920,0.037967,-0.123148,0.7350,0.8220,0.6325,0.5044,0.7572,0.6667
90,0.014023,0.042998,0.026568,0.034045,-0.121440,0.8034,0.8220,0.6329,0.5494,0.7572,0.6515
91,0.017828,0.046787,0.027926,0.031772,-0.119891,0.7009,0.7373,0.6329,0.6076,0.7572,0.6364
92,0.012811,0.042561,0.028382,0.030402,-0.121670,0.7350,0.7712,0.6326,0.6458,0.7572,0.6212
93,0.011062,0.041762,0.028625,0.031277,-0.125395,0.8034,0.7966,0.6329,0.5367,0.7572,0.6061
94,0.005857,0.037786,0.026898,0.031805,-0.129756,0.7436,0.8136,0.6326,0.5038,0.7572,0.5909
95,0.013619,0.041932,0.028120,0.037442,-0.121536,0.7265,0.7797,0.6323,0.5019,0.7572,0.5758
96,0.010433,0.040521,0.029299,0.039330,-0.128759,0.7863,0.7542,0.6326,0.5491,0.7572,0.5606
97,0.004321,0.036932,0.031413,0.027919,-0.129575,0.7607,0.8136,0.6328,0.6055,0.7572,0.5455
98,0.008736,0.039363,0.030625,0.030621,-0.124757,0.7692,0.7797,0.6327,0.4641,0.7572,0.5303
99,0.006844,0.037269,0.027621,0.035455,-0.127203,0.7692,0.7627,0.6328,0.6348,0.7572,0.5152
100,0.015099,0.044127,0.029107,0.032719,-0.120763,0.7436,0.7119,0.6327,0.5632,0.7572,0.5000
