epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.624645,0.614486,0.017122,0.6752,0.5678,0.5693,0.4405,2.0000
2,0.219918,0.217510,0.002202,0.7521,0.5847,0.5769,0.4259,1.9848
3,0.239496,0.237101,0.002459,0.6752,0.6610,0.5793,0.4219,1.9697
4,0.167150,0.165144,0.001602,0.8205,0.7034,0.5806,0.4196,1.9545
5,0.149592,0.147456,0.001942,0.6239,0.6610,0.5810,0.4191,1.9394
6,0.172370,0.170335,0.001665,0.4530,0.4322,0.5808,0.4192,1.9242
7,0.149212,0.147124,0.001917,0.7778,0.6695,0.5810,0.4191,1.9091
8,0.127197,0.125256,0.001497,0.7350,0.6017,0.5810,0.4191,1.8939
9,0.142179,0.140169,0.001701,0.7778,0.6695,0.5811,0.4190,1.8788
10,0.114522,0.112527,0.001750,0.8376,0.7288,0.5813,0.4190,1.8636
11,0.113630,0.111660,0.001617,0.8547,0.7034,0.5811,0.4190,1.8485
12,0.114544,0.112572,0.001715,0.6068,0.5339,0.5812,0.4190,1.8333
13,0.113006,0.111105,0.001465,0.6923,0.5932,0.5813,0.4190,1.8182
14,0.121081,0.119169,0.001651,0.8547,0.7458,0.5811,0.4190,1.8030
15,0.117230,0.115355,0.001473,0.7778,0.7203,0.5812,0.4190,1.7879
16,0.106398,0.104537,0.001495,0.8205,0.7288,0.5811,0.4190,1.7727
17,0.105750,0.103793,0.001834,0.8205,0.7458,0.5812,0.4190,1.7576
18,0.099621,0.097830,0.001273,0.8632,0.7712,0.5812,0.4190,1.7424
19,0.100831,0.098886,0.001828,0.8291,0.7966,0.5812,0.4190,1.7273
20,0.110786,0.108843,0.001689,0.8291,0.7712,0.5813,0.4190,1.7121
21,0.098171,0.096269,0.001653,0.8376,0.7627,0.5812,0.4190,1.6970
22,0.101425,0.099519,0.001689,0.8120,0.7542,0.5813,0.4190,1.6818
23,0.095401,0.093306,0.002341,0.8462,0.7797,0.5812,0.4190,1.6667
24,0.099561,0.097516,0.002127,0.8205,0.7712,0.5813,0.4190,1.6515
25,0.101963,0.099954,0.001980,0.7692,0.7542,0.5814,0.4190,1.6364
26,0.098315,0.096411,0.001688,0.7949,0.7627,0.5812,0.4190,1.6212
27,0.101895,0.099848,0.002135,0.7778,0.7712,0.5813,0.4190,1.6061
28,0.097364,0.095179,0.002588,0.7692,0.7203,0.5813,0.4190,1.5909
29,0.104467,0.102074,0.003111,0.8120,0.8051,0.5813,0.4190,1.5758
30,0.094410,0.092426,0.001996,0.8376,0.7627,0.5813,0.4190,1.5606
31,0.098271,0.096060,0.002634,0.7863,0.7712,0.5813,0.4190,1.5455
32,0.091552,0.089193,0.003150,0.8034,0.7797,0.5813,0.4190,1.5303
33,0.090385,0.087997,0.003297,0.5812,0.5169,0.5813,0.4190,1.5152
34,0.094006,0.091580,0.003440,0.8205,0.7881,0.5813,0.4190,1.5000
35,0.088322,0.085883,0.003520,0.8034,0.8136,0.5812,0.4190,1.4848
36,0.089875,0.087449,0.003405,0.7863,0.8051,0.5811,0.4190,1.4697
37,0.093728,0.091373,0.003160,0.5726,0.6102,0.5813,0.4190,1.4545
38,0.098397,0.096101,0.002898,0.8120,0.7797,0.5814,0.4190,1.4394
39,0.087825,0.085268,0.003650,0.7692,0.7288,0.5811,0.4190,1.4242
40,0.091479,0.088894,0.003750,0.8205,0.6864,0.5810,0.4190,1.4091
41,0.088157,0.085644,0.003634,0.7179,0.6695,0.5813,0.4190,1.3939
42,0.095517,0.092932,0.004050,0.6838,0.6356,0.5811,0.4190,1.3788
43,0.087485,0.084868,0.003982,0.8034,0.7627,0.5810,0.4190,1.3636
44,0.090019,0.087436,0.003937,0.7692,0.7966,0.5811,0.4190,1.3485
45,0.087910,0.085159,0.004420,0.7265,0.7119,0.5810,0.4190,1.3333
46,0.086709,0.083835,0.004644,0.7521,0.7203,0.5807,0.4191,1.3182
47,0.085394,0.082405,0.005095,0.7094,0.7288,0.5805,0.4190,1.3030
48,0.087372,0.084628,0.004463,0.7949,0.7966,0.5812,0.4190,1.2879
49,0.089057,0.086034,0.004985,0.7692,0.7627,0.5813,0.4190,1.2727
50,0.084869,0.081965,0.004876,0.7607,0.7458,0.5813,0.4190,1.2576
51,0.084787,0.081837,0.004995,0.8034,0.8051,0.5812,0.4190,1.2424
52,0.089151,0.086100,0.005365,0.8034,0.7966,0.5810,0.4190,1.2273
53,0.085243,0.082243,0.005094,0.7863,0.7627,0.5811,0.4190,1.2121
54,0.085343,0.082233,0.005421,0.6410,0.6864,0.5807,0.4190,1.1970
55,0.086998,0.083751,0.005672,0.7863,0.7542,0.5803,0.4191,1.1818
56,0.082315,0.078812,0.006788,0.7607,0.7203,0.5807,0.4190,1.1667
57,0.086109,0.082796,0.005759,0.7949,0.7458,0.5801,0.4191,1.1515
58,0.080064,0.076535,0.006460,0.7778,0.7203,0.5791,0.4197,1.1364
59,0.081500,0.077853,0.006767,0.7607,0.7627,0.5795,0.4193,1.1212
60,0.077098,0.073101,0.008141,0.6923,0.6271,0.5774,0.4207,1.1061
61,0.078969,0.074864,0.008098,0.7949,0.7627,0.5780,0.4203,1.0909
62,0.076651,0.072641,0.008302,0.6667,0.6441,0.5778,0.4196,1.0758
63,0.077344,0.073249,0.008143,0.7094,0.7627,0.5792,0.4193,1.0606
64,0.080185,0.076388,0.007164,0.7778,0.7627,0.5781,0.4196,1.0455
65,0.078245,0.074163,0.008077,0.6325,0.6525,0.5791,0.4192,1.0303
66,0.081634,0.077695,0.007752,0.7521,0.7203,0.5782,0.4194,1.0152
67,0.077449,0.073112,0.008414,0.7350,0.7119,0.5796,0.4192,1.0000
68,0.076385,0.072086,0.008429,0.7179,0.7458,0.5802,0.4191,0.9848
69,0.074080,0.069487,0.009440,0.7436,0.7712,0.5801,0.4191,0.9697
70,0.069777,0.065499,0.008772,0.7265,0.7203,0.5789,0.4192,0.9545
71,0.077568,0.073075,0.009318,0.6410,0.7542,0.5795,0.4191,0.9394
72,0.072042,0.067414,0.009511,0.7521,0.7288,0.5790,0.4193,0.9242
73,0.070357,0.065689,0.009471,0.6752,0.7712,0.5789,0.4192,0.9091
74,0.069962,0.065266,0.009741,0.7863,0.7458,0.5792,0.4191,0.8939
75,0.069825,0.064987,0.009949,0.7778,0.7288,0.5794,0.4191,0.8788
