epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
34,0.063434,0.088989,0.004476,0.032549,-0.108573,0.7009,0.7542,0.6325,0.6335,0.3045,1.5000
35,0.058906,0.088149,0.005615,0.028472,-0.118204,0.7692,0.7966,0.6325,0.5809,0.3044,1.4848
36,0.062986,0.089224,0.004911,0.034250,-0.111948,0.6923,0.6780,0.6326,0.6636,0.3044,1.4697
37,0.056460,0.086257,0.004947,0.033376,-0.123295,0.7436,0.7458,0.6325,0.6784,0.3047,1.4545
38,0.059447,0.087955,0.005836,0.029291,-0.116258,0.7521,0.7627,0.6325,0.6700,0.3046,1.4394
39,0.055984,0.084601,0.006230,0.032238,-0.118620,0.6923,0.7458,0.6325,0.6196,0.3047,1.4242
40,0.061234,0.086465,0.006684,0.036124,-0.109937,0.7521,0.7966,0.6325,0.7295,0.3047,1.4091
41,0.056030,0.083201,0.006838,0.035624,-0.116076,0.7521,0.8136,0.6325,0.5816,0.3047,1.3939
42,0.056062,0.080421,0.007590,0.038865,-0.108880,0.7179,0.7797,0.6326,0.3345,0.3044,1.3788
43,0.057722,0.082961,0.006989,0.037079,-0.110586,0.6068,0.6441,0.6324,0.7020,0.3047,1.3636
44,0.053269,0.081526,0.007938,0.034317,-0.118762,0.7094,0.7288,0.6326,0.7192,0.3047,1.3485
45,0.055005,0.082567,0.007718,0.036576,-0.118023,0.7350,0.7797,0.6325,0.5377,0.3047,1.3333
46,0.045412,0.075648,0.009255,0.030394,-0.122860,0.7436,0.7712,0.6325,0.4883,0.3047,1.3182
47,0.045555,0.074247,0.009472,0.033102,-0.119497,0.7350,0.7712,0.6325,0.6603,0.3047,1.3030
48,0.047913,0.077069,0.008791,0.031767,-0.120151,0.6838,0.7542,0.6324,0.6073,0.3047,1.2879
49,0.044274,0.073164,0.011010,0.037466,-0.123122,0.6496,0.7288,0.6325,0.4598,0.3044,1.2727
50,0.053880,0.079166,0.009629,0.043373,-0.115026,0.7009,0.7627,0.6325,0.5716,0.3044,1.2576
51,0.048850,0.077715,0.011281,0.031519,-0.119064,0.7350,0.7712,0.6324,0.6020,0.3047,1.2424
52,0.045886,0.074951,0.010266,0.034097,-0.121407,0.6923,0.7542,0.6324,0.5239,0.3047,1.2273
53,0.042172,0.071663,0.011290,0.034572,-0.123169,0.6325,0.6525,0.6323,0.6866,0.3048,1.2121
54,0.045667,0.075434,0.013938,0.030867,-0.121718,0.6667,0.7288,0.6324,0.5180,0.3047,1.1970
55,0.033734,0.062673,0.013531,0.037639,-0.123442,0.5470,0.6441,0.6324,0.5010,0.3047,1.1818
56,0.044807,0.071774,0.014097,0.035351,-0.115348,0.7265,0.7797,0.6324,0.4675,0.3047,1.1667
57,0.040712,0.068027,0.013092,0.040245,-0.119723,0.7436,0.7797,0.6324,0.5151,0.3047,1.1515
58,0.038002,0.065984,0.012513,0.040750,-0.122262,0.6667,0.7373,0.6324,0.6594,0.3048,1.1364
59,0.035485,0.066237,0.013478,0.037339,-0.129272,0.6325,0.7119,0.6323,0.5059,0.3048,1.1212
60,0.042291,0.071619,0.014760,0.036935,-0.124319,0.7094,0.7458,0.6324,0.5642,0.3048,1.1061
61,0.034638,0.066418,0.014770,0.031700,-0.128964,0.7009,0.7203,0.6324,0.5749,0.3047,1.0909
62,0.043364,0.072268,0.014210,0.031869,-0.119494,0.6923,0.7712,0.6325,0.5824,0.3047,1.0758
63,0.041378,0.068767,0.015084,0.037029,-0.117886,0.6410,0.7203,0.6324,0.5165,0.3046,1.0606
64,0.038066,0.065474,0.016303,0.041972,-0.121208,0.7692,0.7712,0.6322,0.5429,0.3048,1.0455
65,0.034037,0.061967,0.015520,0.041375,-0.122594,0.7094,0.7373,0.6320,0.4936,0.3049,1.0303
66,0.031039,0.057911,0.017620,0.038640,-0.117312,0.6410,0.6949,0.6323,0.5492,0.3047,1.0152
67,0.030734,0.059073,0.019063,0.030049,-0.116445,0.6838,0.7119,0.6323,0.5159,0.3048,1.0000
68,0.029571,0.058874,0.018397,0.036728,-0.124116,0.7094,0.7373,0.6323,0.5007,0.3048,0.9848
69,0.031058,0.059239,0.019228,0.041860,-0.123853,0.6923,0.6610,0.6324,0.6606,0.3048,0.9697
70,0.030001,0.057881,0.021659,0.038262,-0.120444,0.7179,0.7797,0.6323,0.5828,0.3048,0.9545
71,0.025362,0.055005,0.022384,0.033452,-0.123156,0.7350,0.7288,0.6320,0.5889,0.3049,0.9394
72,0.024278,0.055772,0.020966,0.031795,-0.128204,0.7009,0.7712,0.6324,0.5828,0.3048,0.9242
73,0.031761,0.058248,0.019761,0.036206,-0.114432,0.6667,0.7627,0.6323,0.5283,0.3048,0.9091
74,0.025847,0.055400,0.020544,0.036378,-0.124762,0.6496,0.7373,0.6325,0.5460,0.3044,0.8939
75,0.028891,0.057103,0.021015,0.033112,-0.118119,0.7436,0.7966,0.6324,0.6650,0.3048,0.8788
76,0.020597,0.050206,0.023086,0.033152,-0.122852,0.5983,0.6610,0.6324,0.5298,0.3048,0.8636
77,0.022710,0.054143,0.021170,0.031987,-0.128110,0.7179,0.7458,0.6322,0.5232,0.3048,0.8485
78,0.020511,0.049134,0.020254,0.042176,-0.125434,0.7436,0.7966,0.6323,0.4690,0.3048,0.8333
79,0.020036,0.048161,0.023065,0.040968,-0.123149,0.7094,0.7627,0.6324,0.6239,0.3048,0.8182
80,0.015647,0.044192,0.022900,0.039134,-0.123270,0.7179,0.7797,0.6323,0.5846,0.3048,0.8030
81,0.031096,0.060482,0.022930,0.037805,-0.125196,0.6923,0.7542,0.6324,0.5763,0.3048,0.7879
82,0.025551,0.056079,0.023956,0.030252,-0.124019,0.7265,0.7458,0.6323,0.6995,0.3048,0.7727
83,0.019708,0.050917,0.026375,0.031326,-0.127021,0.6496,0.6780,0.6321,0.5668,0.3049,0.7576
84,0.017076,0.048877,0.025979,0.027418,-0.126425,0.6154,0.7373,0.6321,0.6846,0.3050,0.7424
85,0.016887,0.047266,0.026916,0.029309,-0.122946,0.6667,0.7034,0.6321,0.5402,0.3049,0.7273
86,0.013278,0.042231,0.026209,0.035637,-0.122383,0.6923,0.7627,0.6323,0.5980,0.3048,0.7121
87,0.012847,0.042273,0.028031,0.035736,-0.124040,0.6752,0.7881,0.6322,0.5421,0.3048,0.6970
88,0.016448,0.046271,0.024799,0.034237,-0.124384,0.7009,0.7881,0.6322,0.5230,0.3048,0.6818
89,0.013206,0.045548,0.027164,0.030223,-0.130127,0.6410,0.7119,0.6322,0.5040,0.3048,0.6667
90,0.024076,0.050401,0.028451,0.040476,-0.116843,0.6923,0.7458,0.6320,0.5252,0.3049,0.6515
91,0.018247,0.048410,0.024304,0.036669,-0.127122,0.7094,0.7373,0.6321,0.5596,0.3049,0.6364
92,0.011001,0.041700,0.024282,0.034257,-0.127288,0.7179,0.7203,0.6322,0.6769,0.3051,0.6212
93,0.015585,0.046739,0.027095,0.033137,-0.128090,0.6752,0.7458,0.6322,0.6756,0.3050,0.6061
94,0.026860,0.054784,0.026759,0.041235,-0.122681,0.6752,0.7119,0.6323,0.5849,0.3048,0.5909
95,0.013094,0.045666,0.025706,0.033163,-0.132790,0.7009,0.7627,0.6321,0.5262,0.3048,0.5758
96,0.006218,0.038744,0.028984,0.034831,-0.133801,0.6752,0.6949,0.6321,0.5864,0.3049,0.5606
97,0.009782,0.040934,0.028075,0.036849,-0.130568,0.7094,0.6949,0.6321,0.5505,0.3049,0.5455
98,0.011280,0.042153,0.027325,0.035184,-0.128500,0.7094,0.7034,0.6321,0.5504,0.3049,0.5303
99,0.019310,0.048021,0.028892,0.040350,-0.124759,0.6239,0.6695,0.6320,0.5764,0.3051,0.5152
100,0.001428,0.034995,0.030472,0.031696,-0.135229,0.7094,0.7966,0.6320,0.5514,0.3050,0.5000
