epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.674978,0.671913,0.034870,0.6923,0.6780,0.5634,0.4033,2.0000
2,0.186505,0.186170,0.004351,0.7692,0.7034,0.5563,0.4193,1.9848
3,0.210803,0.210454,0.004562,0.6838,0.7034,0.5524,0.4270,1.9697
4,0.197530,0.197187,0.004579,0.6923,0.7288,0.5528,0.4262,1.9545
5,0.135943,0.135727,0.002990,0.7009,0.7203,0.5532,0.4256,1.9394
6,0.131396,0.131106,0.004087,0.6325,0.6271,0.5545,0.4235,1.9242
7,0.136889,0.136661,0.003222,0.7607,0.7542,0.5546,0.4238,1.9091
8,0.119338,0.119147,0.002763,0.5983,0.5593,0.5561,0.4213,1.8939
9,0.120748,0.120547,0.003053,0.7009,0.7373,0.5547,0.4240,1.8788
10,0.110013,0.109769,0.003726,0.7778,0.6525,0.5522,0.4278,1.8636
11,0.108026,0.107751,0.004069,0.7179,0.7542,0.5529,0.4267,1.8485
12,0.099649,0.099389,0.003958,0.7350,0.7627,0.5539,0.4251,1.8333
13,0.102980,0.102773,0.003256,0.7094,0.7203,0.5531,0.4264,1.8182
14,0.092689,0.092426,0.003989,0.6667,0.6441,0.5503,0.4312,1.8030
15,0.093512,0.093302,0.003321,0.7949,0.7373,0.5462,0.4388,1.7879
16,0.094485,0.094267,0.003430,0.7863,0.6949,0.5464,0.4383,1.7727
17,0.096677,0.096451,0.003585,0.7778,0.7373,0.5315,0.4733,1.7576
18,0.095066,0.094850,0.003307,0.7094,0.7712,0.5390,0.4530,1.7424
19,0.096255,0.095984,0.004013,0.8034,0.7797,0.5398,0.4505,1.7273
20,0.092411,0.092170,0.003759,0.7607,0.7627,0.5357,0.4585,1.7121
21,0.090984,0.090742,0.003899,0.7436,0.7966,0.5164,0.5040,1.6970
22,0.092917,0.092673,0.003978,0.7521,0.8136,0.5175,0.4993,1.6818
23,0.092620,0.092358,0.004101,0.7436,0.6949,0.5120,0.5122,1.6667
24,0.092320,0.092058,0.003980,0.7607,0.7203,0.5101,0.5162,1.6515
25,0.089077,0.088716,0.005614,0.8205,0.7458,0.5052,0.5257,1.6364
26,0.086321,0.086009,0.005021,0.7436,0.7203,0.5034,0.5288,1.6212
27,0.086248,0.085969,0.004512,0.7521,0.7627,0.5036,0.5281,1.6061
28,0.088664,0.088377,0.004372,0.6667,0.6102,0.5029,0.5290,1.5909
29,0.087140,0.086774,0.005375,0.7863,0.7542,0.5075,0.5200,1.5758
30,0.087837,0.087371,0.006783,0.7778,0.7119,0.5059,0.5226,1.5606
31,0.082346,0.081892,0.006790,0.8205,0.7288,0.5032,0.5269,1.5455
32,0.086813,0.086413,0.006246,0.7692,0.7458,0.4996,0.5334,1.5303
33,0.087304,0.086882,0.006086,0.7607,0.7203,0.5009,0.5312,1.5152
34,0.081850,0.081407,0.006541,0.7607,0.7458,0.4986,0.5357,1.5000
35,0.077800,0.077254,0.008028,0.7265,0.7119,0.4977,0.5373,1.4848
36,0.085511,0.085064,0.006672,0.7521,0.7373,0.4972,0.5381,1.4697
37,0.076284,0.075761,0.007778,0.8120,0.7542,0.4998,0.5322,1.4545
38,0.076496,0.076027,0.006864,0.7521,0.7288,0.4953,0.5410,1.4394
39,0.080568,0.079997,0.008297,0.7521,0.7712,0.4871,0.5617,1.4242
40,0.072587,0.071963,0.009213,0.7436,0.7203,0.4839,0.5695,1.4091
41,0.075965,0.075339,0.009310,0.7265,0.7627,0.4813,0.5756,1.3939
42,0.076776,0.076121,0.009422,0.7009,0.6949,0.4740,0.5945,1.3788
43,0.075881,0.075254,0.009330,0.7265,0.7203,0.4743,0.5939,1.3636
44,0.072286,0.071571,0.010376,0.7863,0.7288,0.4728,0.5967,1.3485
45,0.069065,0.068390,0.009890,0.7350,0.7542,0.4727,0.5972,1.3333
46,0.075388,0.074685,0.010195,0.7692,0.7627,0.4711,0.5998,1.3182
47,0.066687,0.065999,0.009861,0.6154,0.5932,0.4733,0.5945,1.3030
48,0.068573,0.067841,0.010331,0.7350,0.7034,0.4746,0.5911,1.2879
