epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,4.075757,3.969736,0.052899,0.5671,0.2574,0.8437,2.0000
2,1.214723,1.211208,0.001471,0.6520,0.2401,0.8638,1.9483
3,1.195502,1.193586,0.000608,0.6537,0.2241,0.8807,1.8966
4,1.175596,1.173536,0.000677,0.6757,0.2278,0.8778,1.8448
5,1.272186,1.269903,0.000795,0.6452,0.2342,0.8719,1.7931
6,0.842993,0.841231,0.000509,0.4143,0.2299,0.8761,1.7414
7,1.024328,1.022363,0.000618,0.6672,0.2237,0.8823,1.6897
8,0.838715,0.837059,0.000450,0.6723,0.2279,0.8787,1.6379
9,0.755620,0.753938,0.000469,0.5433,0.2345,0.8730,1.5862
10,0.769203,0.767716,0.000367,0.6774,0.2260,0.8810,1.5345
11,0.911224,0.909810,0.000334,0.6027,0.2306,0.8770,1.4828
12,0.889351,0.887607,0.000528,0.6604,0.2281,0.8800,1.4310
13,0.832362,0.830821,0.000438,0.6418,0.2340,0.8751,1.3793
14,0.877374,0.875713,0.000519,0.5789,0.2488,0.8610,1.3276
15,0.998364,0.996637,0.000525,0.6910,0.2410,0.8675,1.2759
16,0.798251,0.796542,0.000523,0.6791,0.2378,0.8685,1.2241
17,0.763285,0.761571,0.000509,0.6944,0.2307,0.8749,1.1724
18,0.811255,0.809958,0.000340,0.4397,0.2562,0.8446,1.1207
19,0.771061,0.769429,0.000529,0.6859,0.2629,0.8363,1.0690
20,0.859090,0.857368,0.000541,0.4635,0.2508,0.8534,1.0172
21,0.804761,0.803157,0.000481,0.7419,0.2413,0.8621,0.9655
22,0.657986,0.656472,0.000455,0.7317,0.2441,0.8627,0.9138
23,0.742892,0.740956,0.000654,0.7250,0.2447,0.8631,0.8621
24,0.618634,0.616873,0.000574,0.6910,0.2548,0.8504,0.8103
25,0.673337,0.671109,0.000818,0.6842,0.2398,0.8701,0.7586
26,0.680929,0.679017,0.000577,0.7351,0.2297,0.8770,0.7069
27,0.653484,0.651484,0.000655,0.7080,0.2441,0.8607,0.6552
28,0.599225,0.597122,0.000727,0.7284,0.2363,0.8730,0.6034
29,0.771810,0.769809,0.000643,0.6452,0.2513,0.8503,0.5517
30,0.614617,0.612731,0.000672,0.6927,0.2724,0.8130,0.5000
