epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
38,0.078234,0.077555,0.000597,0.000214,0.7521,0.7966,0.6325,0.1875,0.3044,1.4394
39,0.075230,0.074502,0.000774,0.000288,0.7009,0.7119,0.6323,0.1875,0.3047,1.4242
40,0.069211,0.068357,0.001161,0.000350,0.7607,0.7966,0.6326,0.1875,0.3044,1.4091
41,0.076978,0.076280,0.000685,0.000204,0.7265,0.7881,0.6325,0.1875,0.3044,1.3939
42,0.071547,0.070750,0.000988,0.000332,0.7009,0.8051,0.6324,0.1875,0.3045,1.3788
43,0.066710,0.065946,0.000876,0.000271,0.5726,0.6186,0.6323,0.1876,0.3046,1.3636
44,0.073154,0.072381,0.000938,0.000308,0.7009,0.8051,0.6325,0.1875,0.3044,1.3485
45,0.069995,0.069214,0.000966,0.000430,0.6068,0.6017,0.6323,0.1876,0.3046,1.3333
46,0.068401,0.067584,0.001054,0.000350,0.7179,0.7288,0.6325,0.1875,0.3044,1.3182
47,0.061617,0.060804,0.001094,0.000305,0.7009,0.7288,0.6324,0.1875,0.3044,1.3030
48,0.060682,0.059806,0.001256,0.000419,0.7265,0.7627,0.6325,0.1875,0.3044,1.2879
49,0.060176,0.059308,0.001258,0.000376,0.7521,0.7712,0.6324,0.1875,0.3044,1.2727
50,0.066796,0.065837,0.001482,0.000527,0.7179,0.7881,0.6324,0.1875,0.3044,1.2576
51,0.066393,0.065554,0.001142,0.000284,0.7350,0.8136,0.6326,0.1875,0.3043,1.2424
52,0.060064,0.059260,0.001080,0.000460,0.7179,0.7627,0.6322,0.1875,0.3044,1.2273
53,0.060246,0.059404,0.001159,0.000402,0.6154,0.6525,0.6323,0.1875,0.3044,1.2121
54,0.055640,0.054793,0.001235,0.000350,0.7179,0.7542,0.6324,0.1875,0.3044,1.1970
55,0.060114,0.059206,0.001391,0.000557,0.6838,0.6864,0.6320,0.1876,0.3045,1.1818
56,0.060401,0.059449,0.001540,0.000416,0.7009,0.7881,0.6323,0.1875,0.3044,1.1667
57,0.056289,0.055402,0.001383,0.000329,0.7094,0.7966,0.6324,0.1875,0.3044,1.1515
58,0.052954,0.052045,0.001380,0.000418,0.6410,0.7203,0.6323,0.1875,0.3045,1.1364
59,0.052874,0.051961,0.001371,0.000417,0.7094,0.7542,0.6320,0.1875,0.3046,1.1212
60,0.052480,0.051592,0.001411,0.000493,0.7265,0.7712,0.6320,0.1875,0.3045,1.1061
61,0.057079,0.056163,0.001492,0.000452,0.6154,0.7119,0.6323,0.1875,0.3044,1.0909
62,0.060654,0.059879,0.001019,0.000293,0.7436,0.7797,0.6324,0.1875,0.3044,1.0758
63,0.054017,0.053255,0.000940,0.000369,0.6838,0.7458,0.6324,0.1875,0.3043,1.0606
64,0.052941,0.052103,0.001221,0.000458,0.6667,0.7119,0.6320,0.1875,0.3046,1.0455
65,0.048923,0.048012,0.001450,0.000388,0.6068,0.6356,0.6321,0.1875,0.3045,1.0303
66,0.048451,0.047680,0.001072,0.000360,0.7521,0.7288,0.6322,0.1875,0.3045,1.0152
67,0.050069,0.049246,0.001145,0.000561,0.7350,0.7203,0.6321,0.1875,0.3045,1.0000
68,0.045754,0.044957,0.001078,0.000377,0.7521,0.7373,0.6323,0.1875,0.3045,0.9848
69,0.047629,0.046863,0.000927,0.000375,0.6752,0.7542,0.6323,0.1875,0.3044,0.9697
70,0.050382,0.049572,0.001090,0.000457,0.6752,0.7458,0.6324,0.1875,0.3044,0.9545
71,0.052202,0.051437,0.000934,0.000370,0.7350,0.7966,0.6324,0.1875,0.3044,0.9394
72,0.043228,0.042451,0.000969,0.000413,0.7009,0.7542,0.6325,0.1875,0.3043,0.9242
73,0.048819,0.047953,0.001268,0.000477,0.7692,0.8305,0.6323,0.1875,0.3044,0.9091
74,0.041940,0.041130,0.001126,0.000455,0.7350,0.7881,0.6324,0.1875,0.3044,0.8939
75,0.044041,0.043257,0.001039,0.000508,0.6752,0.7119,0.6323,0.1875,0.3045,0.8788
76,0.047668,0.046901,0.000933,0.000374,0.6923,0.6695,0.6323,0.1875,0.3043,0.8636
77,0.039235,0.038471,0.000965,0.000463,0.6667,0.7627,0.6323,0.1875,0.3045,0.8485
78,0.046429,0.045662,0.000925,0.000463,0.7009,0.7712,0.6324,0.1875,0.3043,0.8333
79,0.037237,0.036506,0.000860,0.000449,0.6667,0.7203,0.6324,0.1875,0.3044,0.8182
80,0.043134,0.042344,0.001049,0.000509,0.6325,0.6864,0.6320,0.1876,0.3046,0.8030
81,0.043912,0.043122,0.001027,0.000559,0.7094,0.7712,0.6323,0.1875,0.3043,0.7879
82,0.039737,0.038918,0.001140,0.000589,0.7265,0.7712,0.6321,0.1875,0.3045,0.7727
83,0.042747,0.041921,0.001253,0.000568,0.7094,0.7458,0.6323,0.1875,0.3043,0.7576
84,0.041927,0.041113,0.001127,0.000469,0.7094,0.8136,0.6322,0.1875,0.3045,0.7424
85,0.038614,0.037852,0.001007,0.000482,0.6838,0.7627,0.6323,0.1875,0.3044,0.7273
86,0.039408,0.038568,0.001242,0.000503,0.6838,0.6864,0.6319,0.1876,0.3047,0.7121
87,0.041795,0.041037,0.000980,0.000339,0.7436,0.7119,0.6322,0.1875,0.3045,0.6970
88,0.033184,0.032239,0.001655,0.000510,0.6581,0.7034,0.6324,0.1875,0.3044,0.6818
89,0.050932,0.050138,0.001161,0.000426,0.6923,0.7712,0.6322,0.1875,0.3045,0.6667
90,0.039283,0.038472,0.001185,0.000481,0.7179,0.7034,0.6322,0.1875,0.3046,0.6515
91,0.037715,0.036923,0.001119,0.000457,0.6838,0.7542,0.6321,0.1875,0.3046,0.6364
92,0.033456,0.032616,0.001348,0.000585,0.6581,0.6949,0.6323,0.1875,0.3045,0.6212
93,0.039075,0.038232,0.001219,0.000566,0.6838,0.7627,0.6318,0.1876,0.3047,0.6061
94,0.033217,0.032473,0.000945,0.000420,0.7436,0.7712,0.6324,0.1875,0.3043,0.5909
95,0.032829,0.032061,0.001009,0.000493,0.7265,0.7373,0.6323,0.1875,0.3044,0.5758
96,0.029816,0.028991,0.001207,0.000619,0.7350,0.7458,0.6321,0.1875,0.3046,0.5606
97,0.039447,0.038645,0.001171,0.000492,0.7094,0.7627,0.6323,0.1875,0.3044,0.5455
98,0.039921,0.039134,0.001066,0.000487,0.6068,0.6864,0.6323,0.1875,0.3044,0.5303
99,0.030140,0.029311,0.001215,0.000571,0.7521,0.7373,0.6321,0.1875,0.3046,0.5152
100,0.033861,0.033021,0.001247,0.000509,0.6752,0.7034,0.6323,0.1875,0.3045,0.5000
