epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.512818,0.502996,0.019967,0.6005,0.3091,0.8053,2.0000
2,0.239644,0.239292,0.000831,0.6489,0.3040,0.8247,1.9211
3,0.179995,0.179833,0.000390,0.6412,0.2548,0.8705,1.8421
4,0.169467,0.169276,0.000469,0.7252,0.2719,0.8579,1.7632
5,0.192004,0.191873,0.000326,0.7226,0.2437,0.8847,1.6842
6,0.161066,0.160903,0.000412,0.6768,0.2658,0.8629,1.6053
7,0.147036,0.146918,0.000295,0.4377,0.2297,0.8944,1.5263
8,0.166217,0.165994,0.000530,0.6438,0.2249,0.8943,1.4474
9,0.147502,0.147384,0.000306,0.5751,0.2266,0.9037,1.3684
10,0.138583,0.138484,0.000260,0.7659,0.1882,0.9273,1.2895
11,0.125771,0.125705,0.000185,0.6718,0.1695,0.9419,1.2105
12,0.140875,0.140825,0.000142,0.7328,0.1962,0.9316,1.1316
13,0.148680,0.148496,0.000482,0.7303,0.1917,0.9332,1.0526
14,0.117161,0.117070,0.000256,0.7328,0.1607,0.9527,0.9737
15,0.120414,0.120354,0.000181,0.7481,0.1546,0.9549,0.8947
16,0.127043,0.126953,0.000257,0.6718,0.1698,0.9454,0.8158
17,0.129604,0.129521,0.000238,0.7532,0.1261,0.9670,0.7368
18,0.121036,0.120973,0.000179,0.6896,0.1585,0.9484,0.6579
19,0.109555,0.109418,0.000383,0.7735,0.2045,0.9118,0.5789
20,0.107309,0.107213,0.000268,0.7710,0.1396,0.9572,0.5000
