epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.669317,0.667434,0.021565,0.5980,0.5870,0.6509,2.0000
2,0.189797,0.189578,0.002837,0.6031,0.5566,0.6890,1.9211
3,0.185916,0.185757,0.002141,0.4224,0.5591,0.6855,1.8421
4,0.138362,0.138205,0.002152,0.6997,0.5540,0.6919,1.7632
5,0.171525,0.171426,0.001477,0.6310,0.5430,0.7071,1.6842
6,0.175710,0.175595,0.001675,0.7023,0.5356,0.7179,1.6053
7,0.174883,0.174731,0.002171,0.6768,0.5210,0.7306,1.5263
8,0.155184,0.155085,0.001558,0.5318,0.5147,0.7356,1.4474
9,0.144173,0.144091,0.001223,0.6641,0.5254,0.7272,1.3684
10,0.180720,0.180620,0.001602,0.6743,0.5338,0.7194,1.2895
11,0.121779,0.121659,0.001798,0.5929,0.5306,0.7233,1.2105
12,0.115324,0.115225,0.001575,0.7430,0.5207,0.7312,1.1316
13,0.109621,0.109537,0.001372,0.7150,0.5170,0.7340,1.0526
14,0.127778,0.127640,0.002106,0.7455,0.5167,0.7347,0.9737
15,0.112552,0.112428,0.001974,0.7176,0.5167,0.7348,0.8947
16,0.103030,0.102905,0.002026,0.7201,0.5215,0.7312,0.8158
17,0.112873,0.112714,0.002514,0.7379,0.5209,0.7315,0.7368
18,0.111254,0.111104,0.002325,0.7455,0.5191,0.7325,0.6579
19,0.094637,0.094510,0.002118,0.7405,0.5182,0.7337,0.5789
20,0.095683,0.095545,0.002169,0.7379,0.5127,0.7386,0.5000
