epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
42,0.058129,0.084816,0.008147,0.038052,-0.116087,0.7350,0.8305,0.6321,0.4326,0.3383,1.3788
43,0.055617,0.083925,0.007142,0.031375,-0.117018,0.7350,0.8051,0.6321,0.5006,0.3383,1.3636
44,0.059414,0.087500,0.006928,0.033114,-0.117460,0.7521,0.8305,0.6322,0.4558,0.3383,1.3485
45,0.058942,0.085529,0.007427,0.033186,-0.112513,0.7179,0.7373,0.6322,0.6089,0.3383,1.3333
46,0.053918,0.083660,0.007268,0.029286,-0.120393,0.7265,0.7881,0.6321,0.4926,0.3383,1.3182
47,0.058038,0.087316,0.007525,0.031331,-0.120245,0.7265,0.7881,0.6321,0.5874,0.3383,1.3030
48,0.051329,0.080432,0.010302,0.027231,-0.116963,0.7521,0.8136,0.6320,0.5267,0.3383,1.2879
49,0.058478,0.080993,0.008555,0.044970,-0.106817,0.7436,0.8220,0.6321,0.5443,0.3383,1.2727
50,0.059292,0.087580,0.009491,0.030409,-0.116365,0.7521,0.8136,0.6322,0.5388,0.3383,1.2576
51,0.051711,0.080781,0.010183,0.031727,-0.119865,0.7521,0.8305,0.6321,0.6078,0.3383,1.2424
52,0.052856,0.080453,0.012021,0.030455,-0.114084,0.7692,0.8136,0.6321,0.4806,0.3383,1.2273
53,0.053590,0.080730,0.010739,0.036633,-0.116686,0.7094,0.8305,0.6322,0.4136,0.3383,1.2121
54,0.052696,0.081394,0.007644,0.037059,-0.122127,0.7436,0.8644,0.6320,0.5414,0.3383,1.1970
55,0.052012,0.080511,0.011640,0.030204,-0.116987,0.7265,0.8136,0.6321,0.4727,0.3383,1.1818
56,0.054374,0.083306,0.008853,0.035169,-0.121660,0.7265,0.7373,0.6320,0.5581,0.3383,1.1667
57,0.049440,0.076630,0.010662,0.038430,-0.118038,0.8034,0.8475,0.6319,0.5008,0.3384,1.1515
58,0.042432,0.071379,0.013397,0.032401,-0.119948,0.7179,0.6525,0.6319,0.4692,0.3383,1.1364
59,0.050357,0.079761,0.011855,0.033260,-0.122007,0.7265,0.8305,0.6321,0.6103,0.3383,1.1212
60,0.043252,0.072619,0.011660,0.034034,-0.122414,0.6581,0.7627,0.6320,0.4959,0.3383,1.1061
61,0.049051,0.077851,0.012008,0.036003,-0.121809,0.7521,0.8475,0.6320,0.4875,0.3383,1.0909
62,0.041203,0.070073,0.013558,0.035325,-0.121626,0.7009,0.8220,0.6320,0.6295,0.3384,1.0758
63,0.043787,0.074055,0.013517,0.034111,-0.125480,0.7521,0.6949,0.6320,0.4314,0.3383,1.0606
64,0.042155,0.073654,0.013664,0.034843,-0.130081,0.7521,0.8559,0.6319,0.5092,0.3383,1.0455
65,0.035588,0.066724,0.014697,0.027881,-0.124274,0.7265,0.8305,0.6319,0.4838,0.3383,1.0303
66,0.043992,0.071679,0.014981,0.040345,-0.121100,0.7179,0.8729,0.6322,0.4435,0.3383,1.0152
67,0.036804,0.064904,0.014234,0.030550,-0.115951,0.7265,0.8220,0.6319,0.6132,0.3386,1.0000
68,0.039651,0.068494,0.017315,0.033829,-0.120632,0.7265,0.7288,0.6319,0.3917,0.3383,0.9848
69,0.040251,0.067373,0.015814,0.040104,-0.119043,0.7607,0.7542,0.6318,0.5747,0.3386,0.9697
70,0.035114,0.066788,0.016601,0.035181,-0.130943,0.7436,0.7881,0.6320,0.4322,0.3383,0.9545
71,0.033331,0.063384,0.017314,0.035529,-0.125789,0.7009,0.8475,0.6320,0.5086,0.3383,0.9394
72,0.039093,0.068601,0.016759,0.035082,-0.123706,0.7179,0.8475,0.6319,0.6539,0.3385,0.9242
73,0.031472,0.060015,0.019665,0.034804,-0.120348,0.7009,0.8390,0.6315,0.3738,0.3383,0.9091
74,0.031772,0.059526,0.021561,0.038783,-0.120374,0.7436,0.7712,0.6316,0.5119,0.3386,0.8939
75,0.031113,0.058099,0.019159,0.042132,-0.119991,0.7350,0.8136,0.6316,0.4702,0.3386,0.8788
76,0.021926,0.055510,0.021680,0.029810,-0.133887,0.7265,0.7797,0.6318,0.5610,0.3386,0.8636
77,0.033573,0.063967,0.018418,0.032485,-0.124918,0.7265,0.8390,0.6318,0.5547,0.3386,0.8485
78,0.030016,0.058909,0.020944,0.035701,-0.122149,0.7778,0.7458,0.6320,0.4484,0.3383,0.8333
79,0.023427,0.051121,0.023287,0.038539,-0.120075,0.7521,0.8475,0.6319,0.5356,0.3385,0.8182
80,0.028422,0.056451,0.024698,0.034683,-0.118637,0.7094,0.7034,0.6319,0.5699,0.3385,0.8030
81,0.028084,0.057769,0.023552,0.031778,-0.122169,0.7607,0.7542,0.6318,0.5850,0.3386,0.7879
82,0.021104,0.051430,0.024759,0.028150,-0.121961,0.7350,0.8390,0.6320,0.5154,0.3384,0.7727
83,0.026288,0.055316,0.019870,0.034807,-0.121970,0.7179,0.7627,0.6318,0.6849,0.3387,0.7576
84,0.024860,0.055727,0.022656,0.033436,-0.127247,0.7692,0.8475,0.6318,0.6683,0.3386,0.7424
85,0.024074,0.054022,0.024649,0.032008,-0.123251,0.7265,0.8390,0.6318,0.6087,0.3386,0.7273
86,0.014058,0.043455,0.026734,0.034344,-0.123055,0.7094,0.7203,0.6317,0.4904,0.3386,0.7121
87,0.022021,0.054193,0.025410,0.031528,-0.130362,0.6838,0.8220,0.6319,0.4320,0.3383,0.6970
88,0.018330,0.048347,0.020559,0.038702,-0.127891,0.7521,0.8644,0.6318,0.5910,0.3386,0.6818
89,0.027101,0.057399,0.025071,0.030522,-0.123474,0.7179,0.8729,0.6321,0.6570,0.3383,0.6667
90,0.020713,0.049987,0.031832,0.031240,-0.120677,0.6923,0.7458,0.6317,0.5135,0.3386,0.6515
91,0.023583,0.048879,0.028712,0.039884,-0.113103,0.7436,0.8559,0.6317,0.4108,0.3383,0.6364
92,0.018594,0.047650,0.026589,0.041712,-0.126791,0.7521,0.8220,0.6319,0.4622,0.3383,0.6212
93,0.015539,0.043857,0.030021,0.036772,-0.121059,0.7179,0.8220,0.6320,0.5067,0.3383,0.6061
94,0.019546,0.048879,0.028942,0.028870,-0.119235,0.7692,0.7966,0.6319,0.5414,0.3386,0.5909
95,0.014573,0.045107,0.025761,0.035894,-0.127848,0.7607,0.8051,0.6318,0.4787,0.3385,0.5758
96,0.011831,0.041100,0.026410,0.037925,-0.124942,0.7521,0.7542,0.6316,0.5199,0.3386,0.5606
97,0.018573,0.047258,0.026006,0.040359,-0.124593,0.7436,0.7881,0.6318,0.4870,0.3386,0.5455
98,0.012625,0.042247,0.026712,0.034924,-0.124158,0.6923,0.6864,0.6320,0.5143,0.3383,0.5303
99,0.024173,0.051779,0.023916,0.036496,-0.118432,0.7094,0.7203,0.6318,0.5339,0.3385,0.5152
100,0.013947,0.042540,0.028910,0.035723,-0.121342,0.7179,0.7542,0.6316,0.5433,0.3386,0.5000
