epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.516874,0.500366,0.033737,0.5852,0.4775,0.6485,2.0000
2,0.212335,0.211615,0.001699,0.6845,0.4799,0.6482,1.9211
3,0.196908,0.196406,0.001207,0.6997,0.4629,0.6706,1.8421
4,0.238810,0.238259,0.001351,0.6056,0.4653,0.6650,1.7632
5,0.204994,0.204502,0.001218,0.6209,0.4646,0.6714,1.6842
6,0.202182,0.201651,0.001345,0.6743,0.4646,0.6703,1.6053
7,0.148186,0.147790,0.001013,0.6005,0.4581,0.6847,1.5263
8,0.156646,0.156287,0.000956,0.6743,0.4538,0.6930,1.4474
9,0.134789,0.134418,0.001022,0.7328,0.4465,0.7032,1.3684
10,0.148412,0.148031,0.001076,0.7506,0.4241,0.7280,1.2895
11,0.119622,0.119366,0.000753,0.6641,0.4250,0.7276,1.2105
12,0.131694,0.131456,0.000698,0.7252,0.4281,0.7258,1.1316
13,0.147710,0.147344,0.001064,0.7379,0.4225,0.7316,1.0526
14,0.120091,0.119782,0.000896,0.7430,0.4162,0.7375,0.9737
15,0.125874,0.125546,0.000992,0.6616,0.4142,0.7393,0.8947
16,0.112345,0.112049,0.000892,0.4631,0.4163,0.7377,0.8158
17,0.133604,0.133232,0.001082,0.7659,0.4072,0.7444,0.7368
18,0.110696,0.110441,0.000775,0.6896,0.4073,0.7444,0.6579
19,0.107904,0.107586,0.000949,0.7583,0.4068,0.7449,0.5789
20,0.107908,0.107585,0.000990,0.7659,0.4064,0.7453,0.5000
