epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
17,0.092017,0.106847,0.001273,0.037352,-0.075978,0.7863,0.7179,0.6282,0.2828,0.2761,1.7576
18,0.081652,0.104740,0.001272,0.033012,-0.100611,0.7009,0.7607,0.6282,0.6341,0.2761,1.7424
19,0.076214,0.101579,0.000929,0.033482,-0.108514,0.7778,0.7949,0.6283,0.5382,0.2761,1.7273
20,0.070135,0.096507,0.001150,0.029295,-0.109070,0.7436,0.7009,0.6282,0.5995,0.2761,1.7121
21,0.082736,0.098565,0.001203,0.058122,-0.093154,0.7692,0.7521,0.6283,0.5180,0.2761,1.6970
22,0.077135,0.098858,0.001312,0.034166,-0.096822,0.7179,0.7009,0.6283,0.8112,0.2761,1.6818
23,0.073806,0.098935,0.001092,0.034580,-0.108490,0.7009,0.7350,0.6281,0.6191,0.2761,1.6667
24,0.070029,0.096455,0.001328,0.033379,-0.111978,0.7521,0.7778,0.6282,0.6775,0.2761,1.6515
25,0.068768,0.096595,0.001166,0.033961,-0.117042,0.7521,0.7179,0.6282,0.5623,0.2761,1.6364
26,0.072706,0.100676,0.001896,0.033733,-0.117336,0.7863,0.8034,0.6282,0.7276,0.2761,1.6212
27,0.065361,0.094355,0.001638,0.029643,-0.118083,0.7179,0.7009,0.6282,0.6486,0.2761,1.6061
28,0.071245,0.097805,0.001626,0.032208,-0.111610,0.7607,0.7094,0.6282,0.5958,0.2761,1.5909
29,0.067932,0.095505,0.001970,0.031467,-0.114534,0.7607,0.7778,0.6282,0.5384,0.2761,1.5758
30,0.069895,0.098475,0.002410,0.029894,-0.116808,0.7692,0.6838,0.6283,0.5474,0.2761,1.5606
31,0.064718,0.091317,0.001897,0.035418,-0.113911,0.7949,0.8034,0.6283,0.6499,0.2761,1.5455
32,0.066843,0.094184,0.001901,0.032102,-0.114159,0.7521,0.7350,0.6282,0.7359,0.2761,1.5303
33,0.067128,0.092134,0.002400,0.037063,-0.109730,0.7863,0.7692,0.6283,0.4312,0.2761,1.5152
34,0.063280,0.087107,0.003301,0.040444,-0.108098,0.7607,0.7521,0.6282,0.4321,0.2761,1.5000
35,0.067639,0.091374,0.002985,0.040813,-0.107976,0.7521,0.7521,0.6282,0.4341,0.2761,1.4848
36,0.060236,0.089017,0.003715,0.032303,-0.119144,0.7094,0.6923,0.6281,0.5798,0.2761,1.4697
37,0.059376,0.090270,0.004116,0.024751,-0.121116,0.5385,0.5726,0.6283,0.5629,0.2761,1.4545
38,0.065990,0.091064,0.004858,0.039668,-0.111720,0.6667,0.6752,0.6283,0.3384,0.2761,1.4394
39,0.064286,0.087834,0.004491,0.039913,-0.106794,0.6923,0.6838,0.6282,0.7104,0.2761,1.4242
40,0.063808,0.086989,0.004555,0.034665,-0.102088,0.7607,0.7179,0.6282,0.7994,0.2761,1.4091
41,0.062817,0.088558,0.004453,0.034334,-0.110381,0.7863,0.8205,0.6282,0.7025,0.2761,1.3939
42,0.058464,0.087482,0.005386,0.031093,-0.119173,0.7949,0.7692,0.6282,0.5146,0.2761,1.3788
43,0.063467,0.089668,0.005867,0.036731,-0.113565,0.8034,0.8034,0.6282,0.5611,0.2761,1.3636
44,0.052757,0.085527,0.006392,0.026210,-0.128463,0.7521,0.7778,0.6282,0.5753,0.2761,1.3485
45,0.056057,0.085243,0.006749,0.032308,-0.120565,0.8291,0.7949,0.6282,0.6284,0.2761,1.3333
46,0.062997,0.085533,0.007653,0.036218,-0.101021,0.7436,0.7778,0.6282,0.5043,0.2761,1.3182
47,0.054029,0.083455,0.007606,0.032639,-0.121594,0.7521,0.7949,0.6282,0.3853,0.2761,1.3030
48,0.060316,0.087636,0.006989,0.041275,-0.120336,0.7009,0.6752,0.6282,0.5926,0.2761,1.2879
49,0.054676,0.081703,0.008533,0.029476,-0.111508,0.7863,0.7607,0.6281,0.5628,0.2761,1.2727
50,0.052946,0.079665,0.007841,0.043229,-0.119623,0.7692,0.7692,0.6282,0.6564,0.2761,1.2576
51,0.053041,0.081531,0.009407,0.030737,-0.117278,0.7521,0.7863,0.6281,0.7138,0.2761,1.2424
52,0.058345,0.083454,0.009748,0.033118,-0.107567,0.7436,0.7521,0.6282,0.5713,0.2761,1.2273
53,0.053794,0.082616,0.009446,0.033905,-0.120461,0.7692,0.8291,0.6280,0.5182,0.2762,1.2121
54,0.050203,0.079172,0.010996,0.030403,-0.118629,0.7436,0.7949,0.6279,0.5892,0.2762,1.1970
55,0.049711,0.078813,0.011238,0.032637,-0.120572,0.8034,0.7521,0.6282,0.4985,0.2761,1.1818
56,0.056632,0.084664,0.010023,0.038832,-0.121120,0.7094,0.7265,0.6279,0.5747,0.2762,1.1667
57,0.052718,0.082227,0.010917,0.035155,-0.123603,0.7863,0.7607,0.6282,0.4800,0.2761,1.1515
58,0.052571,0.078851,0.012031,0.040710,-0.116597,0.7436,0.7350,0.6280,0.5628,0.2762,1.1364
59,0.052070,0.076623,0.013355,0.042189,-0.111836,0.6154,0.6239,0.6281,0.6127,0.2761,1.1212
60,0.046871,0.078015,0.013131,0.033966,-0.128310,0.7949,0.7521,0.6281,0.4487,0.2762,1.1061
61,0.048354,0.072549,0.012606,0.049101,-0.115263,0.7692,0.7350,0.6280,0.4592,0.2762,1.0909
62,0.042278,0.072103,0.015353,0.037022,-0.125975,0.8120,0.7692,0.6280,0.6482,0.2761,1.0758
63,0.048235,0.073416,0.017732,0.038459,-0.111538,0.7436,0.8034,0.6282,0.7640,0.2761,1.0606
64,0.041464,0.069732,0.015138,0.034084,-0.118843,0.7778,0.7350,0.6280,0.4650,0.2762,1.0455
65,0.042392,0.073303,0.017496,0.030352,-0.125220,0.8034,0.7949,0.6281,0.5306,0.2761,1.0303
66,0.045509,0.076227,0.015027,0.028094,-0.123003,0.7863,0.7778,0.6279,0.5095,0.2762,1.0152
67,0.039784,0.070351,0.016277,0.031534,-0.124818,0.7521,0.7863,0.6280,0.6810,0.2762,1.0000
68,0.044416,0.073139,0.019418,0.031012,-0.118389,0.7607,0.7692,0.6281,0.6302,0.2762,0.9848
69,0.042412,0.069420,0.019181,0.030449,-0.112336,0.7949,0.7778,0.6281,0.5062,0.2762,0.9697
70,0.037564,0.067052,0.019239,0.029213,-0.119778,0.7692,0.7350,0.6279,0.4755,0.2762,0.9545
71,0.040260,0.069680,0.017946,0.034033,-0.122711,0.7094,0.7607,0.6280,0.5785,0.2762,0.9394
72,0.042364,0.069955,0.019074,0.031266,-0.114776,0.7607,0.6838,0.6281,0.5545,0.2761,0.9242
73,0.036881,0.064387,0.021768,0.034155,-0.116525,0.5983,0.6667,0.6282,0.6308,0.2761,0.9091
74,0.039753,0.067625,0.017237,0.034239,-0.117672,0.8120,0.7521,0.6281,0.4951,0.2761,0.8939
75,0.035665,0.063727,0.019831,0.032979,-0.117575,0.6923,0.7692,0.6280,0.5883,0.2761,0.8788
76,0.033112,0.062497,0.020786,0.033898,-0.122558,0.7778,0.7607,0.6280,0.5599,0.2762,0.8636
77,0.036466,0.063520,0.020836,0.043584,-0.121251,0.6923,0.7350,0.6281,0.5696,0.2761,0.8485
78,0.029923,0.057773,0.022238,0.037527,-0.119930,0.6923,0.7094,0.6280,0.4092,0.2762,0.8333
79,0.025290,0.056841,0.022891,0.032081,-0.128628,0.7179,0.7607,0.6279,0.5967,0.2762,0.8182
80,0.032659,0.059820,0.023304,0.036791,-0.117123,0.6581,0.6496,0.6278,0.5048,0.2762,0.8030
81,0.034634,0.063339,0.024055,0.035046,-0.121114,0.7607,0.7863,0.6280,0.5628,0.2762,0.7879
82,0.032627,0.057030,0.021586,0.045023,-0.113378,0.7949,0.7692,0.6278,0.5253,0.2762,0.7727
83,0.033368,0.062340,0.020513,0.040568,-0.125615,0.7009,0.7436,0.6279,0.4949,0.2762,0.7576
84,0.025129,0.054965,0.022507,0.035102,-0.124907,0.7436,0.7521,0.6280,0.5275,0.2762,0.7424
85,0.022274,0.053805,0.023678,0.031129,-0.127902,0.7179,0.7949,0.6281,0.5620,0.2761,0.7273
86,0.027855,0.055841,0.024167,0.036156,-0.119490,0.7009,0.7436,0.6280,0.6005,0.2762,0.7121
87,0.024808,0.055254,0.024845,0.033704,-0.126063,0.7094,0.7607,0.6278,0.5201,0.2762,0.6970
88,0.031595,0.063783,0.025620,0.027153,-0.127557,0.7949,0.7863,0.6280,0.5159,0.2762,0.6818
89,0.028151,0.053284,0.025854,0.034798,-0.109131,0.7009,0.7521,0.6279,0.7272,0.2765,0.6667
90,0.019250,0.051858,0.023828,0.028562,-0.129810,0.7863,0.7863,0.6277,0.6453,0.2763,0.6515
91,0.024569,0.054538,0.027511,0.028526,-0.121073,0.7607,0.7949,0.6280,0.6099,0.2762,0.6364
92,0.024687,0.053265,0.024906,0.036596,-0.121776,0.7778,0.7350,0.6277,0.5837,0.2762,0.6212
93,0.017783,0.048122,0.025948,0.032764,-0.125105,0.7350,0.7607,0.6278,0.5282,0.2762,0.6061
94,0.026966,0.054450,0.025370,0.041884,-0.121613,0.7436,0.7949,0.6280,0.4603,0.2762,0.5909
95,0.022778,0.051965,0.024626,0.038047,-0.124765,0.7436,0.8120,0.6278,0.5181,0.2762,0.5758
96,0.020494,0.047659,0.025424,0.042144,-0.120768,0.7778,0.7094,0.6279,0.5398,0.2762,0.5606
97,0.023639,0.052454,0.027192,0.038792,-0.124061,0.7436,0.7265,0.6281,0.5181,0.2762,0.5455
98,0.017962,0.047444,0.028473,0.031371,-0.121403,0.8034,0.8120,0.6280,0.5585,0.2762,0.5303
99,0.012858,0.041246,0.031077,0.031660,-0.118002,0.7607,0.7265,0.6276,0.5768,0.2763,0.5152
100,0.016791,0.047499,0.029582,0.032629,-0.126315,0.7436,0.7009,0.6280,0.5101,0.2762,0.5000
