epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.481152,0.471127,0.017625,0.7265,0.6525,0.5707,0.4059,2.0000
2,0.195995,0.193392,0.002751,0.5043,0.4153,0.5777,0.3919,1.9848
3,0.182647,0.180591,0.001642,0.7094,0.7203,0.5795,0.3889,1.9697
4,0.177406,0.175370,0.001713,0.5470,0.4237,0.5801,0.3877,1.9545
5,0.151560,0.149674,0.001323,0.7179,0.5932,0.5801,0.3877,1.9394
6,0.188379,0.186345,0.001806,0.5385,0.6441,0.5801,0.3876,1.9242
7,0.203405,0.201489,0.001432,0.7265,0.6271,0.5800,0.3878,1.9091
8,0.140485,0.138623,0.001330,0.7094,0.6695,0.5802,0.3875,1.8939
9,0.149859,0.147994,0.001291,0.7436,0.7119,0.5802,0.3875,1.8788
10,0.158334,0.156568,0.001087,0.6581,0.7119,0.5803,0.3875,1.8636
11,0.131634,0.129846,0.001156,0.7094,0.7119,0.5802,0.3875,1.8485
12,0.137307,0.135501,0.001180,0.7949,0.6949,0.5802,0.3874,1.8333
13,0.129421,0.127717,0.000940,0.7350,0.6780,0.5803,0.3873,1.8182
14,0.128175,0.126298,0.001421,0.7692,0.7288,0.5803,0.3873,1.8030
15,0.115861,0.113943,0.001577,0.7350,0.7034,0.5803,0.3873,1.7879
16,0.119840,0.118025,0.001352,0.7436,0.7288,0.5804,0.3873,1.7727
17,0.099875,0.098128,0.001103,0.7436,0.7373,0.5804,0.3873,1.7576
18,0.111642,0.109798,0.001471,0.7521,0.7373,0.5803,0.3873,1.7424
19,0.097701,0.095808,0.001542,0.7607,0.7203,0.5804,0.3873,1.7273
20,0.108296,0.106380,0.001589,0.6325,0.5169,0.5804,0.3873,1.7121
21,0.099214,0.097288,0.001708,0.7692,0.7542,0.5803,0.3873,1.6970
22,0.096256,0.094267,0.001913,0.8034,0.7458,0.5804,0.3873,1.6818
23,0.105542,0.103486,0.002103,0.7009,0.6695,0.5803,0.3873,1.6667
24,0.104382,0.102296,0.002246,0.7009,0.7542,0.5804,0.3873,1.6515
25,0.100098,0.098039,0.002200,0.6752,0.7458,0.5803,0.3873,1.6364
26,0.097437,0.095239,0.002586,0.6496,0.7373,0.5804,0.3873,1.6212
27,0.094564,0.092421,0.002416,0.7009,0.7458,0.5804,0.3873,1.6061
28,0.096523,0.094233,0.002887,0.7094,0.6780,0.5804,0.3873,1.5909
