epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
29,0.089703,0.088688,0.001540,0.000323,0.7607,0.7627,0.6303,0.3125,0.2642,1.5758
30,0.088342,0.087494,0.001094,0.000176,0.7009,0.7542,0.6302,0.3125,0.2642,1.5606
31,0.083157,0.082313,0.001098,0.000211,0.7009,0.7288,0.6303,0.3125,0.2642,1.5455
32,0.085304,0.084421,0.001230,0.000222,0.6923,0.7542,0.6303,0.3125,0.2642,1.5303
33,0.085960,0.085004,0.001366,0.000254,0.7265,0.7203,0.6304,0.3125,0.2642,1.5152
34,0.084169,0.083066,0.001837,0.000245,0.7350,0.7373,0.6303,0.3125,0.2642,1.5000
35,0.082028,0.081010,0.001599,0.000222,0.7607,0.7542,0.6304,0.3125,0.2642,1.4848
36,0.081744,0.080667,0.001775,0.000247,0.7778,0.7542,0.6301,0.3125,0.2642,1.4697
37,0.083504,0.082394,0.001880,0.000247,0.7521,0.7542,0.6303,0.3125,0.2642,1.4545
38,0.077234,0.076164,0.001782,0.000224,0.7009,0.7542,0.6303,0.3125,0.2642,1.4394
39,0.078289,0.077241,0.001726,0.000240,0.7265,0.7797,0.6301,0.3125,0.2642,1.4242
40,0.075949,0.074785,0.002089,0.000287,0.7009,0.7797,0.6302,0.3125,0.2642,1.4091
41,0.075324,0.074190,0.002016,0.000313,0.7436,0.7203,0.6302,0.3125,0.2642,1.3939
42,0.074064,0.073033,0.001708,0.000275,0.6752,0.6780,0.6303,0.3125,0.2642,1.3788
43,0.077035,0.075958,0.001861,0.000220,0.7521,0.7119,0.6302,0.3125,0.2642,1.3636
44,0.073340,0.072301,0.001812,0.000253,0.7350,0.6864,0.6302,0.3125,0.2642,1.3485
45,0.073884,0.072606,0.002418,0.000333,0.7436,0.7712,0.6303,0.3125,0.2642,1.3333
46,0.070157,0.069072,0.001964,0.000250,0.6496,0.7203,0.6302,0.3125,0.2642,1.3182
47,0.067739,0.066596,0.002014,0.000307,0.7350,0.7119,0.6304,0.3125,0.2642,1.3030
48,0.066571,0.065461,0.002009,0.000318,0.7436,0.7458,0.6301,0.3125,0.2642,1.2879
49,0.069625,0.068429,0.002256,0.000269,0.5983,0.5678,0.6299,0.3125,0.2642,1.2727
50,0.067834,0.066641,0.002263,0.000282,0.6752,0.7288,0.6302,0.3125,0.2642,1.2576
51,0.067740,0.066495,0.002392,0.000355,0.7265,0.7627,0.6301,0.3125,0.2642,1.2424
52,0.058887,0.057609,0.002530,0.000353,0.7265,0.7288,0.6301,0.3125,0.2642,1.2273
53,0.056542,0.055222,0.002652,0.000436,0.5897,0.7034,0.6299,0.3125,0.2642,1.2121
54,0.059582,0.058233,0.002746,0.000330,0.7179,0.7034,0.6300,0.3125,0.2642,1.1970
55,0.061960,0.060586,0.002738,0.000319,0.6923,0.7119,0.6300,0.3125,0.2642,1.1818
56,0.059103,0.057687,0.002974,0.000382,0.7009,0.7034,0.6301,0.3125,0.2642,1.1667
57,0.059124,0.057588,0.003257,0.000501,0.7265,0.7034,0.6302,0.3125,0.2642,1.1515
58,0.060066,0.058770,0.002613,0.000321,0.6923,0.6864,0.6301,0.3125,0.2642,1.1364
59,0.054953,0.053586,0.002749,0.000366,0.7521,0.7288,0.6300,0.3125,0.2642,1.1212
60,0.052115,0.050773,0.002759,0.000342,0.7521,0.7542,0.6300,0.3125,0.2642,1.1061
61,0.053061,0.051724,0.002709,0.000420,0.7179,0.7712,0.6298,0.3125,0.2642,1.0909
62,0.051920,0.050590,0.002750,0.000440,0.7094,0.7373,0.6302,0.3125,0.2642,1.0758
63,0.051104,0.049802,0.002682,0.000388,0.7009,0.6949,0.6298,0.3125,0.2642,1.0606
64,0.056839,0.055558,0.002630,0.000377,0.7436,0.6949,0.6296,0.3125,0.2643,1.0455
65,0.049880,0.048328,0.003320,0.000475,0.7265,0.7373,0.6298,0.3125,0.2642,1.0303
66,0.050534,0.049050,0.003200,0.000491,0.7179,0.7288,0.6303,0.3125,0.2642,1.0152
67,0.048490,0.047067,0.003035,0.000382,0.7009,0.6780,0.6296,0.3125,0.2643,1.0000
68,0.052072,0.050613,0.003010,0.000382,0.7265,0.7542,0.6298,0.3125,0.2642,0.9848
69,0.048283,0.046781,0.003152,0.000400,0.7094,0.7119,0.6299,0.3125,0.2642,0.9697
70,0.042414,0.040988,0.002979,0.000386,0.7265,0.6780,0.6297,0.3125,0.2642,0.9545
71,0.058252,0.056783,0.003018,0.000349,0.7692,0.7373,0.6297,0.3125,0.2643,0.9394
72,0.045614,0.044237,0.002790,0.000344,0.6752,0.7119,0.6302,0.3125,0.2642,0.9242
73,0.049910,0.048418,0.003144,0.000423,0.7265,0.6610,0.6297,0.3125,0.2643,0.9091
74,0.044691,0.043264,0.002986,0.000384,0.6923,0.7627,0.6300,0.3125,0.2642,0.8939
75,0.043702,0.042262,0.002935,0.000424,0.7350,0.7373,0.6294,0.3125,0.2644,0.8788
76,0.047003,0.045428,0.003337,0.000421,0.7265,0.7542,0.6298,0.3125,0.2643,0.8636
77,0.048397,0.046851,0.003299,0.000463,0.7607,0.7288,0.6298,0.3125,0.2643,0.8485
78,0.041356,0.039808,0.003329,0.000463,0.7094,0.7542,0.6298,0.3125,0.2643,0.8333
79,0.046908,0.045300,0.003443,0.000465,0.6752,0.7288,0.6298,0.3125,0.2643,0.8182
80,0.043318,0.041655,0.003656,0.000566,0.7009,0.7034,0.6300,0.3125,0.2642,0.8030
81,0.042129,0.040679,0.003011,0.000319,0.6838,0.6610,0.6297,0.3125,0.2643,0.7879
82,0.043321,0.041606,0.003708,0.000434,0.7009,0.6695,0.6297,0.3125,0.2643,0.7727
83,0.046274,0.044809,0.003129,0.000496,0.7009,0.6356,0.6300,0.3125,0.2642,0.7576
84,0.036490,0.035079,0.002994,0.000337,0.6581,0.7712,0.6301,0.3125,0.2642,0.7424
85,0.036369,0.034899,0.003074,0.000411,0.7094,0.7203,0.6300,0.3125,0.2642,0.7273
86,0.038686,0.037107,0.003454,0.000559,0.7521,0.7288,0.6299,0.3125,0.2642,0.7121
87,0.039351,0.037997,0.002815,0.000413,0.7179,0.7458,0.6301,0.3125,0.2642,0.6970
88,0.039561,0.038244,0.002741,0.000372,0.6838,0.6780,0.6301,0.3125,0.2642,0.6818
89,0.035270,0.033967,0.002752,0.000434,0.6581,0.6949,0.6301,0.3125,0.2642,0.6667
90,0.037149,0.035650,0.003228,0.000611,0.6667,0.7034,0.6299,0.3125,0.2642,0.6515
91,0.039430,0.037852,0.003540,0.000568,0.7094,0.7034,0.6300,0.3125,0.2642,0.6364
92,0.047557,0.046042,0.003352,0.000511,0.7521,0.6356,0.6298,0.3125,0.2642,0.6212
93,0.037366,0.035963,0.002995,0.000587,0.7436,0.7373,0.6298,0.3125,0.2642,0.6061
94,0.033742,0.032148,0.003494,0.000503,0.7094,0.7288,0.6299,0.3125,0.2642,0.5909
95,0.036876,0.035514,0.002832,0.000323,0.7265,0.7373,0.6301,0.3125,0.2642,0.5758
96,0.038454,0.036944,0.003281,0.000548,0.7350,0.7203,0.6297,0.3125,0.2643,0.5606
97,0.041044,0.039665,0.002900,0.000368,0.7094,0.7034,0.6300,0.3125,0.2643,0.5455
98,0.031884,0.030408,0.003132,0.000549,0.6923,0.6864,0.6300,0.3125,0.2642,0.5303
99,0.037166,0.035743,0.003044,0.000522,0.6923,0.7373,0.6299,0.3125,0.2642,0.5152
100,0.036205,0.034685,0.003268,0.000471,0.7094,0.6780,0.6299,0.3125,0.2642,0.5000
