epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,5.807833,0.6667,0.6102,0.4700,0.7791
2,1.514438,0.6239,0.6271,0.4700,0.7791
3,1.028533,0.4957,0.5169,0.4700,0.7791
4,0.750303,0.6752,0.5085,0.4700,0.7791
5,0.735064,0.5641,0.4831,0.4700,0.7791
6,0.624894,0.7265,0.6441,0.4700,0.7791
7,0.635118,0.7350,0.6864,0.4700,0.7791
8,0.537372,0.6410,0.6271,0.4700,0.7791
9,0.516169,0.4017,0.4153,0.4700,0.7791
10,0.524401,0.7607,0.7373,0.4700,0.7791
11,0.488061,0.6496,0.6525,0.4700,0.7791
12,0.591741,0.4103,0.4237,0.4700,0.7791
13,0.497418,0.7863,0.7203,0.4700,0.7791
14,0.463738,0.7778,0.7034,0.4700,0.7791
15,0.474253,0.6923,0.6780,0.4700,0.7791
16,0.460476,0.7436,0.7458,0.4700,0.7791
17,0.480214,0.7949,0.7034,0.4700,0.7791
18,0.441829,0.7521,0.6864,0.4700,0.7791
19,0.488681,0.7607,0.7458,0.4700,0.7791
20,0.447790,0.7265,0.7288,0.4700,0.7791
21,0.443463,0.7094,0.7119,0.4700,0.7791
22,0.416572,0.6838,0.7373,0.4700,0.7791
23,0.457786,0.5812,0.6186,0.4700,0.7791
24,0.437009,0.7436,0.7373,0.4700,0.7791
25,0.465846,0.7179,0.6610,0.4700,0.7791
26,0.439146,0.6838,0.7034,0.4700,0.7791
27,0.442954,0.7265,0.7203,0.4700,0.7791
28,0.445621,0.7350,0.7458,0.4700,0.7791
29,0.436685,0.7692,0.7458,0.4700,0.7791
30,0.416589,0.7265,0.7627,0.4700,0.7791
31,0.454117,0.6667,0.6949,0.4700,0.7791
32,0.414101,0.7692,0.7966,0.4700,0.7791
33,0.417782,0.6239,0.6271,0.4700,0.7791
34,0.513838,0.3932,0.4153,0.4700,0.7791
35,0.461207,0.7436,0.7712,0.4700,0.7791
36,0.394294,0.7350,0.7712,0.4700,0.7791
37,0.442469,0.6325,0.6356,0.4700,0.7791
38,0.440731,0.7179,0.7119,0.4700,0.7791
39,0.390361,0.7265,0.7288,0.4700,0.7791
40,0.416629,0.7607,0.7373,0.4700,0.7791
41,0.394151,0.7009,0.7542,0.4700,0.7791
42,0.414432,0.7350,0.7119,0.4700,0.7791
43,0.395237,0.7094,0.7373,0.4700,0.7791
44,0.369914,0.7521,0.6864,0.4700,0.7791
45,0.368665,0.6581,0.7797,0.4700,0.7791
46,0.350337,0.7179,0.6949,0.4700,0.7791
47,0.358961,0.7265,0.7373,0.4700,0.7791
48,0.355717,0.6068,0.6780,0.4700,0.7791
49,0.350440,0.6410,0.6695,0.4700,0.7791
50,0.333196,0.6325,0.6102,0.4700,0.7791
51,0.332263,0.7436,0.7542,0.4700,0.7791
52,0.335451,0.6923,0.7288,0.4700,0.7791
53,0.341766,0.6838,0.7119,0.4700,0.7791
54,0.321098,0.4615,0.4661,0.4700,0.7791
55,0.327239,0.7436,0.6949,0.4700,0.7791
56,0.321379,0.7607,0.7627,0.4700,0.7791
57,0.284749,0.7350,0.7966,0.4700,0.7791
58,0.249226,0.6581,0.5847,0.4700,0.7791
59,0.292315,0.6752,0.6695,0.4700,0.7791
60,0.272469,0.6239,0.6186,0.4700,0.7791
61,0.282295,0.7521,0.7627,0.4700,0.7791
62,0.240504,0.5641,0.6186,0.4700,0.7791
63,0.234087,0.6154,0.6017,0.4700,0.7791
64,0.245519,0.6838,0.7627,0.4700,0.7791
65,0.231306,0.6496,0.6525,0.4700,0.7791
66,0.269704,0.7521,0.7966,0.4700,0.7791
67,0.280232,0.7607,0.7373,0.4700,0.7791
68,0.276128,0.7607,0.7119,0.4700,0.7791
69,0.210456,0.7607,0.7627,0.4700,0.7791
70,0.244533,0.7692,0.7288,0.4700,0.7791
71,0.230221,0.5897,0.6017,0.4700,0.7791
72,0.195129,0.7949,0.7627,0.4700,0.7791
73,0.221422,0.6068,0.6525,0.4700,0.7791
74,0.236041,0.8120,0.7542,0.4700,0.7791
75,0.263709,0.6923,0.7288,0.4700,0.7791
76,0.193516,0.7436,0.7966,0.4700,0.7791
77,0.236167,0.6325,0.6356,0.4700,0.7791
78,0.164085,0.7179,0.7881,0.4700,0.7791
79,0.223018,0.7521,0.7797,0.4700,0.7791
80,0.263886,0.7778,0.7373,0.4700,0.7791
81,0.187656,0.6068,0.5254,0.4700,0.7791
82,0.206025,0.7009,0.7542,0.4700,0.7791
83,0.178343,0.7607,0.8136,0.4700,0.7791
84,0.198287,0.7949,0.7034,0.4700,0.7791
85,0.213375,0.7436,0.7034,0.4700,0.7791
86,0.188924,0.7607,0.7712,0.4700,0.7791
87,0.190328,0.7265,0.7542,0.4700,0.7791
88,0.191309,0.7521,0.7203,0.4700,0.7791
89,0.208764,0.7350,0.7627,0.4700,0.7791
90,0.204915,0.6325,0.6949,0.4700,0.7791
91,0.120263,0.7436,0.7712,0.4700,0.7791
92,0.176407,0.7265,0.7373,0.4700,0.7791
93,0.209451,0.7692,0.7542,0.4700,0.7791
94,0.188988,0.7607,0.7627,0.4700,0.7791
95,0.203233,0.7436,0.7966,0.4700,0.7791
96,0.197837,0.7778,0.7797,0.4700,0.7791
97,0.168720,0.7692,0.7881,0.4700,0.7791
98,0.189127,0.7009,0.7712,0.4700,0.7791
99,0.181063,0.7692,0.7627,0.4700,0.7791
100,0.191314,0.7436,0.7712,0.4700,0.7791
