epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
65,0.062291,0.059618,0.006159,0.000463,0.7521,0.7373,0.6292,0.5000,0.2952,1.0303
66,0.076041,0.073357,0.006011,0.000457,0.7863,0.7627,0.6281,0.5000,0.2963,1.0152
67,0.066115,0.063637,0.005497,0.000437,0.7436,0.7288,0.6258,0.5000,0.3003,1.0000
68,0.071648,0.068933,0.006100,0.000582,0.8205,0.7458,0.6269,0.5000,0.2982,0.9848
69,0.067251,0.064615,0.005857,0.000398,0.7778,0.7712,0.6264,0.5000,0.2996,0.9697
70,0.063381,0.060844,0.005740,0.000508,0.7949,0.7542,0.6255,0.5000,0.3007,0.9545
71,0.061776,0.059027,0.006263,0.000557,0.6838,0.6525,0.6260,0.5000,0.3008,0.9394
72,0.071127,0.068474,0.005633,0.000363,0.7521,0.7288,0.6159,0.5000,0.3260,0.9242
73,0.066098,0.063540,0.005193,0.000390,0.7607,0.7034,0.6211,0.5000,0.3134,0.9091
74,0.060951,0.058266,0.005429,0.000465,0.7521,0.7203,0.6058,0.5000,0.3545,0.8939
75,0.058547,0.055823,0.005188,0.000363,0.7265,0.7203,0.6028,0.5000,0.3604,0.8788
76,0.063287,0.060706,0.004857,0.000362,0.7521,0.6949,0.6046,0.5000,0.3578,0.8636
77,0.061799,0.059073,0.005150,0.000450,0.7521,0.7203,0.6035,0.5000,0.3606,0.8485
78,0.059331,0.056389,0.005739,0.000456,0.7436,0.7288,0.6058,0.5000,0.3552,0.8333
79,0.055994,0.053017,0.005948,0.000507,0.7521,0.7542,0.6026,0.5000,0.3618,0.8182
80,0.057608,0.054671,0.005618,0.000416,0.7436,0.7712,0.6011,0.5000,0.3645,0.8030
81,0.053513,0.050782,0.005312,0.000452,0.7436,0.7034,0.6050,0.5000,0.3553,0.7879
82,0.059684,0.056710,0.006030,0.000666,0.7692,0.7288,0.6068,0.5000,0.3509,0.7727
83,0.063154,0.059709,0.007395,0.000561,0.7778,0.7373,0.6129,0.5000,0.3339,0.7576
84,0.060873,0.057684,0.006608,0.000449,0.6752,0.6864,0.6073,0.5000,0.3491,0.7424
85,0.054089,0.051031,0.006228,0.000490,0.7094,0.6780,0.6019,0.5000,0.3617,0.7273
86,0.058137,0.055170,0.005986,0.000609,0.7692,0.7881,0.6034,0.5000,0.3581,0.7121
87,0.051828,0.048863,0.005899,0.000607,0.7521,0.7712,0.6018,0.5000,0.3619,0.6970
88,0.055321,0.052182,0.006462,0.000584,0.7778,0.6780,0.6009,0.5000,0.3642,0.6818
89,0.052282,0.049214,0.006211,0.000480,0.7692,0.7797,0.6014,0.5000,0.3635,0.6667
90,0.047061,0.043746,0.006812,0.000570,0.7692,0.7712,0.6012,0.5000,0.3637,0.6515
91,0.054004,0.050622,0.006870,0.000517,0.7692,0.7458,0.5980,0.5000,0.3703,0.6364
92,0.049291,0.045950,0.006787,0.000504,0.7521,0.7712,0.6003,0.5000,0.3653,0.6212
93,0.055703,0.052415,0.006560,0.000567,0.7863,0.7542,0.5983,0.5000,0.3698,0.6061
94,0.052425,0.049085,0.006759,0.000532,0.7692,0.6864,0.5969,0.5000,0.3725,0.5909
95,0.044465,0.041041,0.007012,0.000696,0.7350,0.7881,0.5966,0.5000,0.3725,0.5758
96,0.052624,0.049538,0.005956,0.000471,0.7778,0.7373,0.5975,0.5000,0.3706,0.5606
97,0.048023,0.044692,0.006541,0.000595,0.7607,0.7288,0.5971,0.5000,0.3712,0.5455
98,0.053068,0.049745,0.006712,0.000450,0.7778,0.7966,0.6020,0.5000,0.3593,0.5303
99,0.050794,0.047331,0.007096,0.000616,0.6838,0.6356,0.5993,0.5000,0.3644,0.5152
100,0.047821,0.044474,0.006865,0.000588,0.7350,0.7542,0.6044,0.5000,0.3505,0.5000
