epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.393798,0.371853,0.006774,0.178178,0.7179,0.6525,0.6180,0.5007,0.3208,2.0000
2,0.215557,0.213717,0.000960,0.008445,0.6410,0.6102,0.6229,0.5001,0.3100,1.9848
3,0.197071,0.196103,0.000669,0.001449,0.4444,0.4492,0.6276,0.5000,0.2997,1.9697
4,0.263703,0.262681,0.000952,0.001516,0.7179,0.6695,0.6297,0.5000,0.2959,1.9545
5,0.178286,0.177435,0.000817,0.000732,0.7179,0.6610,0.6303,0.5000,0.2947,1.9394
6,0.177568,0.176722,0.000828,0.000658,0.7009,0.6695,0.6304,0.5000,0.2947,1.9242
7,0.165277,0.164450,0.000837,0.000450,0.7692,0.6780,0.6305,0.5000,0.2943,1.9091
8,0.157928,0.157102,0.000812,0.000510,0.7436,0.6780,0.6306,0.5000,0.2943,1.8939
9,0.139326,0.138540,0.000725,0.000494,0.7094,0.6271,0.6304,0.5000,0.2944,1.8788
10,0.146178,0.145340,0.000856,0.000646,0.7094,0.6610,0.6306,0.5000,0.2942,1.8636
11,0.129199,0.128442,0.000730,0.000312,0.7778,0.7203,0.6308,0.5000,0.2941,1.8485
12,0.113137,0.112366,0.000835,0.000222,0.6325,0.5932,0.6308,0.5000,0.2941,1.8333
13,0.126850,0.126050,0.000916,0.000315,0.7692,0.7203,0.6308,0.5000,0.2941,1.8182
14,0.113418,0.112653,0.000811,0.000288,0.7692,0.7034,0.6307,0.5000,0.2941,1.8030
15,0.108693,0.107878,0.000983,0.000339,0.7436,0.7119,0.6307,0.5000,0.2941,1.7879
16,0.108008,0.107175,0.000995,0.000350,0.7521,0.7119,0.6307,0.5000,0.2941,1.7727
17,0.105044,0.104261,0.000905,0.000333,0.7436,0.6949,0.6308,0.5000,0.2940,1.7576
18,0.111114,0.110217,0.001179,0.000375,0.7949,0.7712,0.6308,0.5000,0.2940,1.7424
19,0.103790,0.102930,0.001141,0.000389,0.7521,0.6949,0.6308,0.5000,0.2940,1.7273
20,0.105439,0.104536,0.001206,0.000277,0.6838,0.6780,0.6307,0.5000,0.2940,1.7121
21,0.095869,0.094938,0.001289,0.000377,0.7692,0.6949,0.6308,0.5000,0.2940,1.6970
22,0.095150,0.094162,0.001459,0.000443,0.7949,0.7627,0.6308,0.5000,0.2940,1.6818
23,0.098591,0.097731,0.001206,0.000300,0.7863,0.7288,0.6308,0.5000,0.2940,1.6667
24,0.094826,0.093919,0.001294,0.000400,0.7265,0.7203,0.6307,0.5000,0.2940,1.6515
25,0.094127,0.093112,0.001619,0.000263,0.7778,0.7458,0.6308,0.5000,0.2940,1.6364
26,0.098243,0.097193,0.001731,0.000304,0.7521,0.7627,0.6308,0.5000,0.2940,1.6212
27,0.097500,0.096422,0.001744,0.000203,0.7949,0.7542,0.6307,0.5000,0.2940,1.6061
28,0.092693,0.091591,0.001820,0.000197,0.7265,0.6864,0.6307,0.5000,0.2940,1.5909
29,0.092420,0.091244,0.002059,0.000183,0.6496,0.6525,0.6308,0.5000,0.2940,1.5758
30,0.090874,0.089667,0.002094,0.000238,0.7949,0.7288,0.6308,0.5000,0.2940,1.5606
31,0.092784,0.091429,0.002545,0.000302,0.7949,0.7288,0.6308,0.5000,0.2940,1.5455
32,0.092081,0.090766,0.002430,0.000312,0.7863,0.7458,0.6307,0.5000,0.2940,1.5303
33,0.089925,0.088645,0.002310,0.000234,0.6923,0.6864,0.6307,0.5000,0.2940,1.5152
34,0.086374,0.085102,0.002337,0.000307,0.7692,0.6864,0.6308,0.5000,0.2940,1.5000
35,0.088962,0.087557,0.002745,0.000261,0.7436,0.7373,0.6307,0.5000,0.2940,1.4848
36,0.087754,0.086487,0.002288,0.000152,0.7094,0.6610,0.6306,0.5000,0.2940,1.4697
37,0.087449,0.086044,0.002589,0.000247,0.7778,0.7797,0.6308,0.5000,0.2940,1.4545
38,0.088984,0.087458,0.002960,0.000310,0.7778,0.7458,0.6307,0.5000,0.2940,1.4394
39,0.082519,0.080848,0.003358,0.000329,0.8205,0.7458,0.6307,0.5000,0.2940,1.4242
40,0.083940,0.082522,0.002832,0.000285,0.7607,0.7458,0.6307,0.5000,0.2940,1.4091
41,0.084219,0.082527,0.003609,0.000356,0.7521,0.7288,0.6306,0.5000,0.2940,1.3939
42,0.082963,0.081179,0.003773,0.000307,0.7350,0.7119,0.6307,0.5000,0.2940,1.3788
43,0.080936,0.079176,0.003697,0.000251,0.6154,0.7627,0.6307,0.5000,0.2940,1.3636
44,0.079054,0.077071,0.004317,0.000343,0.7778,0.7373,0.6307,0.5000,0.2940,1.3485
45,0.080123,0.078318,0.003788,0.000268,0.7863,0.7373,0.6306,0.5000,0.2940,1.3333
46,0.080693,0.078976,0.003603,0.000307,0.7179,0.7119,0.6306,0.5000,0.2940,1.3182
47,0.078562,0.076752,0.003843,0.000300,0.7521,0.7373,0.6307,0.5000,0.2940,1.3030
48,0.078696,0.076745,0.004344,0.000454,0.7179,0.7288,0.6303,0.5000,0.2940,1.2879
49,0.083165,0.081369,0.003821,0.000224,0.8034,0.7458,0.6306,0.5000,0.2940,1.2727
50,0.075460,0.073513,0.004275,0.000345,0.7607,0.7458,0.6303,0.5000,0.2940,1.2576
51,0.073463,0.071417,0.004495,0.000386,0.7436,0.7034,0.6304,0.5000,0.2940,1.2424
52,0.076421,0.074394,0.004514,0.000364,0.7009,0.7373,0.6301,0.5000,0.2940,1.2273
53,0.077318,0.075317,0.004364,0.000264,0.7778,0.7458,0.6306,0.5000,0.2940,1.2121
54,0.079038,0.076867,0.004766,0.000395,0.7949,0.7288,0.6306,0.5000,0.2940,1.1970
55,0.072334,0.070323,0.004511,0.000364,0.7692,0.7797,0.6305,0.5000,0.2940,1.1818
56,0.072962,0.070869,0.004523,0.000315,0.7863,0.7288,0.6306,0.5000,0.2940,1.1667
57,0.069944,0.067579,0.005416,0.000504,0.7692,0.7627,0.6305,0.5000,0.2940,1.1515
58,0.072507,0.070114,0.005478,0.000463,0.7949,0.7288,0.6304,0.5000,0.2940,1.1364
59,0.074300,0.071785,0.005657,0.000454,0.7778,0.7458,0.6300,0.5000,0.2942,1.1212
60,0.068101,0.065495,0.006005,0.000604,0.6667,0.7627,0.6291,0.5000,0.2947,1.1061
61,0.069545,0.067298,0.005104,0.000403,0.7179,0.7373,0.6295,0.5000,0.2943,1.0909
62,0.071721,0.069455,0.005106,0.000471,0.7692,0.7119,0.6295,0.5000,0.2944,1.0758
63,0.070032,0.067307,0.006208,0.000548,0.7607,0.7627,0.6292,0.5000,0.2947,1.0606
64,0.065526,0.062791,0.006208,0.000461,0.7436,0.7119,0.6288,0.5000,0.2952,1.0455
