epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
66,0.394896,0.394761,0.013526,0.7203,0.6477,0.0734,1.0152
67,0.414771,0.414619,0.015235,0.7542,0.6485,0.0720,1.0000
68,0.377409,0.377266,0.014314,0.7203,0.6471,0.0739,0.9848
69,0.379788,0.379643,0.014546,0.6186,0.6432,0.0807,0.9697
70,0.375806,0.375671,0.013503,0.7966,0.6510,0.0690,0.9545
71,0.348506,0.348369,0.013657,0.7034,0.6504,0.0676,0.9394
72,0.417093,0.416956,0.013736,0.7542,0.6513,0.0647,0.9242
73,0.372297,0.372148,0.014898,0.7627,0.6480,0.0699,0.9091
74,0.389588,0.389438,0.015007,0.7712,0.6497,0.0717,0.8939
75,0.359964,0.359809,0.015501,0.7458,0.6484,0.0695,0.8788
76,0.389670,0.389527,0.014268,0.7627,0.6516,0.0636,0.8636
77,0.365860,0.365706,0.015338,0.6695,0.6413,0.0823,0.8485
78,0.382094,0.381942,0.015176,0.7458,0.6473,0.0710,0.8333
79,0.334087,0.333944,0.014376,0.6610,0.6492,0.0648,0.8182
80,0.347903,0.347760,0.014333,0.6780,0.6481,0.0709,0.8030
81,0.369163,0.369005,0.015808,0.6780,0.6441,0.0743,0.7879
82,0.441872,0.441708,0.016393,0.7373,0.6491,0.0685,0.7727
83,0.367943,0.367786,0.015682,0.7203,0.6453,0.0693,0.7576
84,0.369272,0.369114,0.015793,0.7458,0.6474,0.0714,0.7424
85,0.333256,0.333085,0.017130,0.7034,0.6503,0.0649,0.7273
86,0.317680,0.317517,0.016385,0.7203,0.6459,0.0691,0.7121
87,0.294106,0.293933,0.017375,0.7458,0.6531,0.0512,0.6970
88,0.342782,0.342610,0.017159,0.6695,0.6498,0.0552,0.6818
89,0.337968,0.337800,0.016776,0.6949,0.6535,0.0527,0.6667
90,0.365592,0.365415,0.017746,0.7542,0.6510,0.0606,0.6515
91,0.314537,0.314350,0.018703,0.7034,0.6491,0.0624,0.6364
92,0.311140,0.310956,0.018437,0.7034,0.6432,0.0794,0.6212
93,0.336860,0.336681,0.017982,0.7034,0.6450,0.0715,0.6061
94,0.311189,0.310997,0.019132,0.6441,0.6563,0.0535,0.5909
95,0.383056,0.382879,0.017789,0.7458,0.6540,0.0543,0.5758
96,0.381010,0.380822,0.018767,0.7458,0.6476,0.0641,0.5606
97,0.335120,0.334938,0.018166,0.6780,0.6491,0.0633,0.5455
98,0.303844,0.303656,0.018862,0.7288,0.6469,0.0686,0.5303
99,0.240841,0.240644,0.019732,0.7203,0.6465,0.0740,0.5152
100,0.312127,0.311935,0.019158,0.7458,0.6480,0.0659,0.5000
