epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.490052,0.479952,0.020688,0.6454,0.3946,0.6438,2.0000
2,0.314501,0.313747,0.001749,0.4260,0.3922,0.6588,1.9211
3,0.202483,0.202013,0.001112,0.6633,0.2926,0.7935,1.8421
4,0.191437,0.191230,0.000511,0.6224,0.3369,0.7411,1.7632
5,0.182282,0.181850,0.001040,0.6301,0.3376,0.7439,1.6842
6,0.176668,0.176205,0.001082,0.6913,0.3456,0.7240,1.6053
7,0.155571,0.155391,0.000465,0.6990,0.2814,0.8168,1.5263
8,0.162891,0.162654,0.000602,0.6709,0.3363,0.7686,1.4474
9,0.135150,0.134985,0.000435,0.7194,0.2474,0.8683,1.3684
10,0.129630,0.129499,0.000347,0.6964,0.2631,0.8404,1.2895
11,0.128970,0.128826,0.000372,0.5510,0.2779,0.8353,1.2105
12,0.123972,0.123748,0.000584,0.7117,0.2248,0.8861,1.1316
13,0.136874,0.136777,0.000265,0.4311,0.2243,0.8968,1.0526
14,0.147431,0.147213,0.000581,0.7219,0.3665,0.6915,0.9737
15,0.126986,0.126806,0.000474,0.7117,0.2239,0.8874,0.8947
16,0.119329,0.119266,0.000187,0.7347,0.1671,0.9495,0.8158
17,0.113897,0.113818,0.000229,0.7398,0.1529,0.9558,0.7368
18,0.110773,0.110648,0.000342,0.7015,0.1902,0.9190,0.6579
19,0.116573,0.116446,0.000348,0.7372,0.2105,0.8893,0.5789
20,0.101786,0.101677,0.000300,0.7117,0.1355,0.9603,0.5000
