epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,3.634116,3.633771,0.034526,0.4576,0.5456,0.3218,2.0000
2,0.998883,0.998815,0.006785,0.7373,0.5131,0.4026,1.9848
3,1.067571,1.067537,0.003415,0.7881,0.5197,0.3882,1.9697
4,0.899060,0.899026,0.003391,0.6949,0.5217,0.3858,1.9545
5,0.876949,0.876916,0.003297,0.7881,0.5284,0.3719,1.9394
6,0.814841,0.814812,0.002869,0.7881,0.5247,0.3825,1.9242
7,0.683470,0.683441,0.002926,0.7881,0.5307,0.3711,1.9091
8,0.677993,0.677966,0.002645,0.7881,0.5202,0.3955,1.8939
9,0.659863,0.659832,0.003046,0.6780,0.5210,0.3934,1.8788
10,0.680156,0.680129,0.002741,0.7542,0.5269,0.3798,1.8636
11,0.599312,0.599290,0.002235,0.7712,0.5217,0.3926,1.8485
12,0.644031,0.644007,0.002342,0.6695,0.5197,0.3978,1.8333
13,0.583801,0.583781,0.002062,0.8136,0.5204,0.3907,1.8182
14,0.584738,0.584718,0.002019,0.7881,0.5152,0.4054,1.8030
15,0.638580,0.638558,0.002236,0.8136,0.5237,0.3875,1.7879
16,0.572252,0.572227,0.002511,0.6695,0.5244,0.3853,1.7727
17,0.568219,0.568194,0.002485,0.7458,0.5180,0.4014,1.7576
18,0.560119,0.560091,0.002804,0.7627,0.5153,0.4060,1.7424
19,0.566656,0.566633,0.002279,0.7712,0.5231,0.3897,1.7273
20,0.522679,0.522649,0.003012,0.7627,0.5243,0.3874,1.7121
21,0.567178,0.567149,0.002929,0.7627,0.5193,0.4001,1.6970
22,0.529647,0.529612,0.003550,0.7712,0.5238,0.3892,1.6818
23,0.568190,0.568156,0.003428,0.8051,0.5246,0.3857,1.6667
24,0.525722,0.525688,0.003434,0.7966,0.5204,0.3965,1.6515
25,0.561172,0.561134,0.003856,0.7542,0.5286,0.3761,1.6364
26,0.505948,0.505909,0.003928,0.7881,0.5307,0.3720,1.6212
27,0.545737,0.545694,0.004244,0.8051,0.5314,0.3693,1.6061
28,0.518028,0.517983,0.004510,0.7542,0.5276,0.3777,1.5909
29,0.511743,0.511692,0.005051,0.6695,0.5336,0.3641,1.5758
30,0.498990,0.498941,0.004914,0.7288,0.5294,0.3752,1.5606
31,0.520701,0.520647,0.005337,0.7458,0.5303,0.3720,1.5455
32,0.474701,0.474647,0.005482,0.6695,0.5302,0.3721,1.5303
33,0.513382,0.513323,0.005914,0.7542,0.5345,0.3639,1.5152
34,0.517266,0.517206,0.006001,0.7458,0.5322,0.3694,1.5000
35,0.459072,0.459010,0.006165,0.7627,0.5321,0.3690,1.4848
36,0.468146,0.468078,0.006748,0.7881,0.5361,0.3589,1.4697
37,0.496306,0.496235,0.007121,0.7881,0.5348,0.3617,1.4545
38,0.466750,0.466674,0.007608,0.7288,0.5375,0.3545,1.4394
39,0.459472,0.459401,0.007104,0.8051,0.5365,0.3591,1.4242
40,0.439591,0.439517,0.007435,0.6949,0.5431,0.3424,1.4091
41,0.461242,0.461163,0.007956,0.7373,0.5397,0.3501,1.3939
42,0.433656,0.433574,0.008174,0.7966,0.5423,0.3423,1.3788
43,0.482113,0.482032,0.008081,0.8136,0.5370,0.3533,1.3636
44,0.434252,0.434173,0.007881,0.7712,0.5468,0.3309,1.3485
45,0.476350,0.476262,0.008858,0.6949,0.5405,0.3450,1.3333
46,0.419066,0.418973,0.009281,0.7373,0.5438,0.3364,1.3182
47,0.451988,0.451904,0.008417,0.7627,0.5455,0.3347,1.3030
48,0.409766,0.409670,0.009590,0.7712,0.5490,0.3229,1.2879
49,0.436872,0.436777,0.009570,0.7627,0.5501,0.3211,1.2727
50,0.452507,0.452412,0.009523,0.7627,0.5437,0.3374,1.2576
51,0.440490,0.440391,0.009883,0.6610,0.5526,0.3151,1.2424
52,0.374528,0.374436,0.009233,0.7797,0.5458,0.3328,1.2273
53,0.385769,0.385674,0.009495,0.7458,0.5448,0.3343,1.2121
54,0.380075,0.379977,0.009812,0.8136,0.5510,0.3181,1.1970
55,0.384945,0.384842,0.010224,0.8305,0.5492,0.3236,1.1818
56,0.377907,0.377810,0.009717,0.7797,0.5526,0.3143,1.1667
57,0.371502,0.371400,0.010223,0.7797,0.5457,0.3316,1.1515
58,0.359329,0.359221,0.010729,0.7288,0.5522,0.3144,1.1364
59,0.431505,0.431394,0.011090,0.8305,0.5498,0.3203,1.1212
60,0.299109,0.299002,0.010708,0.7627,0.5548,0.3082,1.1061
61,0.391375,0.391263,0.011150,0.7203,0.5531,0.3122,1.0909
62,0.377093,0.376978,0.011499,0.6695,0.5529,0.3123,1.0758
63,0.342685,0.342572,0.011278,0.7373,0.5528,0.3137,1.0606
64,0.315718,0.315597,0.012052,0.7881,0.5532,0.3153,1.0455
65,0.399545,0.399427,0.011818,0.7712,0.5494,0.3226,1.0303
66,0.371760,0.371650,0.011039,0.7712,0.5536,0.3125,1.0152
67,0.335249,0.335125,0.012342,0.7966,0.5551,0.3090,1.0000
68,0.325841,0.325715,0.012578,0.7712,0.5549,0.3112,0.9848
69,0.371730,0.371607,0.012325,0.7458,0.5502,0.3201,0.9697
70,0.309480,0.309358,0.012185,0.6356,0.5542,0.3115,0.9545
71,0.355332,0.355196,0.013535,0.7881,0.5517,0.3172,0.9394
72,0.342335,0.342211,0.012406,0.7373,0.5526,0.3154,0.9242
73,0.338712,0.338586,0.012621,0.7966,0.5509,0.3193,0.9091
74,0.333122,0.332992,0.013054,0.7373,0.5481,0.3275,0.8939
75,0.373725,0.373580,0.014552,0.7797,0.5493,0.3250,0.8788
76,0.339389,0.339245,0.014393,0.7458,0.5505,0.3206,0.8636
77,0.385395,0.385264,0.013187,0.7797,0.5511,0.3203,0.8485
78,0.314299,0.314153,0.014651,0.7797,0.5498,0.3237,0.8333
79,0.297542,0.297410,0.013253,0.7966,0.5505,0.3215,0.8182
80,0.289509,0.289368,0.014097,0.7627,0.5497,0.3232,0.8030
81,0.307000,0.306860,0.014062,0.7458,0.5554,0.3131,0.7879
82,0.331866,0.331730,0.013609,0.7712,0.5501,0.3234,0.7727
83,0.270781,0.270642,0.013957,0.6695,0.5560,0.3094,0.7576
84,0.338152,0.338004,0.014778,0.7373,0.5551,0.3071,0.7424
85,0.257360,0.257213,0.014661,0.7542,0.5547,0.3113,0.7273
86,0.228268,0.228119,0.014895,0.7203,0.5559,0.3084,0.7121
