epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.428478,0.420299,0.013606,0.7265,0.7458,0.6317,0.1594,2.0000
2,0.261778,0.260410,0.002374,0.7009,0.7881,0.6467,0.1316,1.9848
3,0.190072,0.188712,0.002534,0.6325,0.6610,0.6443,0.1375,1.9697
4,0.170509,0.169317,0.002163,0.5128,0.5000,0.6514,0.1250,1.9545
5,0.168452,0.167339,0.002074,0.7778,0.7797,0.6518,0.1250,1.9394
6,0.153770,0.152777,0.001971,0.6496,0.6780,0.6512,0.1275,1.9242
7,0.140502,0.139445,0.002050,0.6410,0.6695,0.6370,0.1534,1.9091
8,0.131999,0.131069,0.001881,0.6923,0.7627,0.6501,0.1318,1.8939
9,0.124331,0.123421,0.001640,0.7607,0.7881,0.6456,0.1404,1.8788
10,0.131848,0.130951,0.001853,0.4444,0.4831,0.6462,0.1392,1.8636
11,0.111481,0.110539,0.001991,0.6239,0.6695,0.6549,0.1229,1.8485
12,0.107456,0.106715,0.001497,0.7265,0.7966,0.6595,0.1128,1.8333
13,0.112255,0.111454,0.001771,0.6068,0.6186,0.6529,0.1288,1.8182
14,0.104028,0.103241,0.001663,0.7094,0.7542,0.6555,0.1230,1.8030
15,0.105213,0.104543,0.001680,0.7436,0.7966,0.6698,0.0890,1.7879
16,0.097510,0.096572,0.002465,0.6667,0.7542,0.6641,0.1021,1.7727
17,0.100997,0.100220,0.002000,0.5983,0.6441,0.6687,0.0901,1.7576
18,0.095719,0.094923,0.002120,0.5897,0.6525,0.6803,0.0596,1.7424
19,0.100574,0.100038,0.001496,0.7949,0.7797,0.6727,0.0794,1.7273
20,0.098464,0.097413,0.002927,0.7607,0.8390,0.6761,0.0704,1.7121
21,0.093745,0.092949,0.002308,0.6667,0.7203,0.6853,0.0469,1.6970
22,0.095206,0.094255,0.002769,0.8120,0.7966,0.6725,0.0768,1.6818
23,0.092758,0.091650,0.003196,0.7350,0.7881,0.6730,0.0762,1.6667
24,0.093725,0.092625,0.002986,0.8205,0.7881,0.6583,0.1129,1.6515
25,0.093438,0.092357,0.002951,0.8034,0.7966,0.6759,0.0671,1.6364
26,0.090940,0.089555,0.003639,0.7436,0.7203,0.6517,0.1265,1.6212
27,0.089735,0.088578,0.003025,0.7692,0.8305,0.6547,0.1191,1.6061
28,0.093055,0.091837,0.002841,0.7265,0.8220,0.6523,0.1249,1.5909
29,0.094380,0.093022,0.003053,0.7521,0.8136,0.6416,0.1454,1.5758
30,0.091412,0.089822,0.003412,0.7863,0.7966,0.6357,0.1552,1.5606
31,0.087004,0.085542,0.003103,0.7521,0.7966,0.6374,0.1525,1.5455
32,0.087231,0.085638,0.003573,0.6325,0.7373,0.6372,0.1528,1.5303
33,0.090952,0.089266,0.003509,0.7436,0.8390,0.6293,0.1635,1.5152
34,0.089476,0.087767,0.003688,0.6325,0.6695,0.6286,0.1643,1.5000
35,0.090117,0.088476,0.003460,0.7094,0.7542,0.6277,0.1652,1.4848
36,0.081792,0.080130,0.003224,0.7179,0.7627,0.6264,0.1665,1.4697
37,0.086307,0.084567,0.003481,0.7265,0.7712,0.6263,0.1665,1.4545
38,0.085969,0.084105,0.003854,0.6410,0.7119,0.6256,0.1671,1.4394
39,0.080473,0.078640,0.003685,0.7692,0.7966,0.6255,0.1670,1.4242
40,0.085914,0.084018,0.003793,0.7179,0.7797,0.6254,0.1671,1.4091
41,0.081724,0.079707,0.004151,0.7350,0.7797,0.6253,0.1672,1.3939
42,0.085434,0.083473,0.003895,0.7521,0.7712,0.6254,0.1671,1.3788
43,0.079269,0.077078,0.004641,0.4444,0.5085,0.6252,0.1672,1.3636
44,0.084684,0.082625,0.004183,0.7436,0.7712,0.6251,0.1672,1.3485
45,0.081080,0.078780,0.004987,0.6496,0.7119,0.6252,0.1672,1.3333
46,0.079005,0.076801,0.004539,0.7692,0.7797,0.6252,0.1673,1.3182
47,0.077647,0.075427,0.004680,0.7094,0.7373,0.6249,0.1672,1.3030
48,0.078174,0.076004,0.004561,0.7094,0.7797,0.6250,0.1672,1.2879
49,0.077811,0.075734,0.004118,0.7607,0.7712,0.6249,0.1672,1.2727
50,0.075299,0.072763,0.005456,0.7436,0.7797,0.6248,0.1672,1.2576
51,0.069607,0.067051,0.005385,0.7009,0.7119,0.6248,0.1672,1.2424
52,0.073756,0.071445,0.004627,0.7436,0.8220,0.6250,0.1672,1.2273
53,0.078127,0.075256,0.006223,0.7692,0.7881,0.6251,0.1672,1.2121
54,0.071430,0.068751,0.005680,0.7265,0.7542,0.6250,0.1672,1.1970
55,0.072494,0.069558,0.006672,0.6923,0.7797,0.6250,0.1672,1.1818
56,0.073127,0.070272,0.006479,0.6838,0.8220,0.6249,0.1672,1.1667
57,0.076644,0.074303,0.005178,0.7009,0.8051,0.6248,0.1672,1.1515
58,0.070670,0.068114,0.005495,0.7094,0.7373,0.6249,0.1672,1.1364
59,0.072649,0.069996,0.005626,0.7778,0.7881,0.6249,0.1672,1.1212
60,0.069758,0.066901,0.006381,0.7350,0.8390,0.6249,0.1672,1.1061
61,0.063504,0.060483,0.006721,0.7009,0.7712,0.6249,0.1672,1.0909
62,0.072949,0.070110,0.006101,0.7778,0.8220,0.6248,0.1672,1.0758
63,0.071933,0.069240,0.005848,0.7350,0.7034,0.6248,0.1673,1.0606
64,0.064711,0.061665,0.006876,0.6667,0.7203,0.6248,0.1673,1.0455
65,0.063962,0.060962,0.006616,0.6667,0.7966,0.6250,0.1672,1.0303
66,0.064044,0.060915,0.006866,0.7094,0.8051,0.6250,0.1672,1.0152
67,0.059651,0.056481,0.007027,0.6581,0.6525,0.6249,0.1672,1.0000
68,0.058329,0.055277,0.006668,0.6838,0.6780,0.6249,0.1672,0.9848
69,0.061225,0.058261,0.006485,0.7265,0.6949,0.6248,0.1673,0.9697
70,0.066706,0.063760,0.006510,0.7350,0.7712,0.6249,0.1672,0.9545
71,0.059103,0.055830,0.007254,0.7436,0.8305,0.6248,0.1673,0.9394
72,0.064574,0.061176,0.007722,0.6923,0.7373,0.6249,0.1673,0.9242
73,0.056444,0.053107,0.007610,0.6752,0.7797,0.6249,0.1672,0.9091
74,0.059782,0.056537,0.007208,0.7265,0.7712,0.6247,0.1673,0.8939
75,0.060545,0.056932,0.007781,0.7179,0.8305,0.6247,0.1673,0.8788
76,0.063541,0.059717,0.008262,0.7265,0.7966,0.6247,0.1673,0.8636
77,0.057645,0.053882,0.008655,0.6923,0.7881,0.6249,0.1672,0.8485
78,0.058394,0.054814,0.008110,0.7436,0.7966,0.6248,0.1673,0.8333
79,0.054523,0.051033,0.007854,0.6838,0.7966,0.6249,0.1672,0.8182
80,0.056788,0.053447,0.007513,0.7179,0.8305,0.6250,0.1672,0.8030
81,0.057450,0.053656,0.008564,0.7179,0.7458,0.6250,0.1673,0.7879
82,0.056288,0.052755,0.007871,0.6752,0.7288,0.6247,0.1673,0.7727
83,0.046804,0.043152,0.008100,0.7350,0.7373,0.6249,0.1672,0.7576
84,0.058451,0.054918,0.007883,0.7265,0.7966,0.6248,0.1672,0.7424
85,0.054538,0.050849,0.008064,0.5983,0.7034,0.6248,0.1673,0.7273
86,0.050162,0.046130,0.009093,0.7265,0.7712,0.6249,0.1672,0.7121
87,0.056096,0.052391,0.008125,0.6838,0.7797,0.6250,0.1672,0.6970
88,0.055103,0.051237,0.008576,0.7179,0.8051,0.6249,0.1672,0.6818
89,0.049609,0.045502,0.009103,0.6838,0.7034,0.6249,0.1672,0.6667
90,0.052039,0.048127,0.008735,0.7607,0.7458,0.6248,0.1673,0.6515
91,0.054644,0.050900,0.008531,0.7607,0.7881,0.6248,0.1673,0.6364
92,0.053810,0.049964,0.008547,0.7179,0.7203,0.6249,0.1673,0.6212
93,0.048583,0.044735,0.008490,0.7094,0.7627,0.6247,0.1673,0.6061
94,0.050630,0.046842,0.008308,0.7350,0.7881,0.6249,0.1673,0.5909
95,0.044073,0.040049,0.009014,0.7009,0.7797,0.6248,0.1673,0.5758
96,0.045729,0.041824,0.008834,0.7607,0.7797,0.6250,0.1673,0.5606
97,0.040277,0.036394,0.008744,0.7009,0.7627,0.6249,0.1673,0.5455
98,0.046137,0.042239,0.008823,0.7436,0.7373,0.6249,0.1673,0.5303
99,0.053940,0.049686,0.009846,0.7094,0.7034,0.6251,0.1673,0.5152
100,0.047153,0.042775,0.009844,0.7350,0.7458,0.6250,0.1673,0.5000
