epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.570592,0.569058,0.017650,0.6695,0.5642,0.4163,2.0000
2,0.171970,0.171728,0.003199,0.6949,0.5508,0.4505,1.9848
3,0.191470,0.191221,0.003364,0.6271,0.5316,0.4964,1.9697
4,0.146292,0.146155,0.001927,0.6949,0.5299,0.5009,1.9545
5,0.133728,0.133582,0.002126,0.6695,0.5217,0.5202,1.9394
6,0.138373,0.138216,0.002309,0.7034,0.5224,0.5218,1.9242
7,0.120408,0.120231,0.002667,0.6017,0.5160,0.5303,1.9091
8,0.120254,0.120085,0.002531,0.6695,0.5166,0.5311,1.8939
9,0.110653,0.110491,0.002528,0.6441,0.5160,0.5344,1.8788
10,0.103099,0.102954,0.002328,0.7034,0.5122,0.5440,1.8636
11,0.097131,0.096978,0.002446,0.7542,0.5070,0.5556,1.8485
12,0.100174,0.099996,0.002791,0.7458,0.5117,0.5389,1.8333
13,0.100670,0.100522,0.002287,0.7203,0.5057,0.5629,1.8182
14,0.094955,0.094745,0.003262,0.7458,0.5043,0.5610,1.8030
15,0.093912,0.093765,0.002331,0.7881,0.4991,0.5788,1.7879
16,0.095137,0.094961,0.002710,0.7966,0.4918,0.5901,1.7727
17,0.093193,0.093000,0.003022,0.7966,0.4900,0.5968,1.7576
18,0.092107,0.091909,0.003147,0.7881,0.4922,0.5924,1.7424
19,0.094110,0.093950,0.002705,0.7966,0.4904,0.5804,1.7273
20,0.091437,0.091184,0.003860,0.7627,0.4968,0.5599,1.7121
21,0.092498,0.092243,0.003816,0.5085,0.4912,0.5726,1.6970
22,0.090360,0.090073,0.004189,0.7203,0.4996,0.5514,1.6818
23,0.090546,0.090234,0.004649,0.7881,0.4989,0.5548,1.6667
24,0.092055,0.091740,0.004834,0.7797,0.4949,0.5628,1.6515
25,0.093959,0.093620,0.005060,0.7542,0.4911,0.5702,1.6364
26,0.089444,0.088984,0.006439,0.7542,0.4795,0.6045,1.6212
27,0.089316,0.088984,0.005056,0.7034,0.4747,0.6161,1.6061
28,0.089750,0.089386,0.005447,0.7203,0.4751,0.6130,1.5909
29,0.086036,0.085680,0.005540,0.6441,0.4761,0.6129,1.5758
30,0.086391,0.086014,0.005748,0.7797,0.4727,0.6188,1.5606
31,0.085531,0.085194,0.005177,0.7458,0.4747,0.6127,1.5455
32,0.084028,0.083582,0.006657,0.7881,0.4719,0.6184,1.5303
33,0.086579,0.086129,0.006547,0.6441,0.4721,0.6220,1.5152
34,0.085420,0.084945,0.006908,0.8136,0.4707,0.6229,1.5000
35,0.082745,0.082274,0.007051,0.7797,0.4706,0.6231,1.4848
36,0.087803,0.087316,0.007122,0.7627,0.4694,0.6238,1.4697
37,0.088347,0.087784,0.007918,0.7797,0.4686,0.6251,1.4545
38,0.081805,0.081188,0.008712,0.7034,0.4694,0.6248,1.4394
39,0.086267,0.085690,0.008146,0.7373,0.4681,0.6257,1.4242
40,0.079951,0.079340,0.008690,0.7458,0.4681,0.6258,1.4091
41,0.076014,0.075400,0.008927,0.7881,0.4686,0.6256,1.3939
42,0.075888,0.075230,0.009545,0.6780,0.4692,0.6250,1.3788
43,0.071218,0.070468,0.010900,0.7627,0.4684,0.6259,1.3636
44,0.079222,0.078583,0.009219,0.8136,0.4681,0.6262,1.3485
45,0.075592,0.074900,0.009996,0.7034,0.4684,0.6259,1.3333
46,0.076987,0.076227,0.010733,0.6864,0.4678,0.6265,1.3182
47,0.071656,0.070886,0.011207,0.7797,0.4685,0.6260,1.3030
48,0.071456,0.070686,0.011038,0.7458,0.4691,0.6257,1.2879
49,0.070390,0.069568,0.011747,0.6271,0.4689,0.6258,1.2727
50,0.071084,0.070150,0.013000,0.7373,0.4689,0.6256,1.2576
51,0.065492,0.064471,0.013936,0.7373,0.4682,0.6261,1.2424
52,0.068911,0.067942,0.013555,0.7203,0.4679,0.6262,1.2273
53,0.068574,0.067582,0.013520,0.7542,0.4686,0.6256,1.2121
