epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,5.985877,0.6068,0.6102,0.4700,0.7791
2,1.717042,0.6410,0.6441,0.4700,0.7791
3,1.344733,0.6496,0.6695,0.4700,0.7791
4,0.969901,0.6239,0.5678,0.4700,0.7791
5,0.724080,0.4444,0.4068,0.4700,0.7791
6,0.716362,0.7009,0.6949,0.4700,0.7791
7,0.637356,0.5983,0.6271,0.4700,0.7791
8,0.548995,0.7265,0.7797,0.4700,0.7791
9,0.582914,0.6410,0.6441,0.4700,0.7791
10,0.539582,0.5897,0.6017,0.4700,0.7791
11,0.614453,0.5214,0.5085,0.4700,0.7791
12,0.571950,0.7265,0.7373,0.4700,0.7791
13,0.509487,0.6410,0.6525,0.4700,0.7791
14,0.499855,0.4701,0.5254,0.4700,0.7791
15,0.473735,0.4786,0.4576,0.4700,0.7791
16,0.485234,0.6581,0.7034,0.4700,0.7791
17,0.488130,0.5385,0.5593,0.4700,0.7791
18,0.434655,0.7009,0.7712,0.4700,0.7791
19,0.474277,0.6752,0.7034,0.4700,0.7791
20,0.454301,0.7607,0.8051,0.4700,0.7791
21,0.469586,0.7436,0.7542,0.4700,0.7791
22,0.433023,0.6154,0.6102,0.4700,0.7791
23,0.453183,0.6239,0.6356,0.4700,0.7791
24,0.458431,0.6667,0.6610,0.4700,0.7791
25,0.446598,0.7521,0.7542,0.4700,0.7791
26,0.422319,0.7863,0.7542,0.4700,0.7791
27,0.457020,0.7436,0.7542,0.4700,0.7791
28,0.421184,0.8205,0.7881,0.4700,0.7791
29,0.401549,0.7350,0.7034,0.4700,0.7791
30,0.417503,0.5043,0.5678,0.4700,0.7791
31,0.443698,0.6068,0.5763,0.4700,0.7791
32,0.414870,0.7607,0.7627,0.4700,0.7791
33,0.398315,0.7094,0.7203,0.4700,0.7791
34,0.408191,0.7607,0.7797,0.4700,0.7791
35,0.421929,0.7094,0.7119,0.4700,0.7791
36,0.427656,0.6838,0.6864,0.4700,0.7791
37,0.414973,0.4530,0.4915,0.4700,0.7791
38,0.381610,0.7607,0.7627,0.4700,0.7791
39,0.417178,0.5726,0.5847,0.4700,0.7791
40,0.361190,0.6239,0.6356,0.4700,0.7791
41,0.373747,0.7521,0.7966,0.4700,0.7791
42,0.323431,0.7778,0.7542,0.4700,0.7791
43,0.349927,0.7607,0.7458,0.4700,0.7791
44,0.369166,0.7692,0.7712,0.4700,0.7791
45,0.351340,0.7179,0.7373,0.4700,0.7791
46,0.372060,0.6838,0.7203,0.4700,0.7791
47,0.333482,0.6410,0.6525,0.4700,0.7791
48,0.319098,0.6838,0.7373,0.4700,0.7791
49,0.324522,0.7436,0.7881,0.4700,0.7791
50,0.275840,0.8291,0.8136,0.4700,0.7791
51,0.300328,0.7778,0.7542,0.4700,0.7791
52,0.280508,0.7436,0.7458,0.4700,0.7791
53,0.305520,0.7436,0.7542,0.4700,0.7791
54,0.278161,0.7863,0.6949,0.4700,0.7791
55,0.274333,0.7521,0.7034,0.4700,0.7791
56,0.269117,0.4701,0.4915,0.4700,0.7791
57,0.234389,0.7179,0.7458,0.4700,0.7791
58,0.255170,0.7692,0.8136,0.4700,0.7791
59,0.258670,0.8120,0.7627,0.4700,0.7791
60,0.251401,0.7949,0.7542,0.4700,0.7791
61,0.250367,0.7949,0.7627,0.4700,0.7791
62,0.254546,0.7521,0.7119,0.4700,0.7791
63,0.253516,0.7949,0.7627,0.4700,0.7791
64,0.260408,0.6667,0.7034,0.4700,0.7791
65,0.231536,0.7607,0.8220,0.4700,0.7791
66,0.251303,0.7265,0.7627,0.4700,0.7791
67,0.244044,0.7350,0.7203,0.4700,0.7791
68,0.204533,0.7436,0.7458,0.4700,0.7791
69,0.227534,0.6752,0.6864,0.4700,0.7791
70,0.207600,0.8034,0.7627,0.4700,0.7791
71,0.248509,0.7179,0.7712,0.4700,0.7791
72,0.245045,0.7949,0.7373,0.4700,0.7791
73,0.235552,0.7949,0.7119,0.4700,0.7791
74,0.209323,0.7949,0.7542,0.4700,0.7791
75,0.204860,0.8034,0.8051,0.4700,0.7791
76,0.163773,0.7863,0.7881,0.4700,0.7791
77,0.222245,0.7265,0.7627,0.4700,0.7791
78,0.219183,0.7607,0.7203,0.4700,0.7791
79,0.187947,0.7692,0.7627,0.4700,0.7791
80,0.212790,0.5897,0.6356,0.4700,0.7791
81,0.172052,0.7436,0.6695,0.4700,0.7791
82,0.210817,0.7949,0.7881,0.4700,0.7791
83,0.191095,0.7863,0.7542,0.4700,0.7791
84,0.206407,0.6581,0.6610,0.4700,0.7791
85,0.195465,0.8205,0.7627,0.4700,0.7791
86,0.208346,0.7607,0.7034,0.4700,0.7791
87,0.180368,0.7179,0.6441,0.4700,0.7791
88,0.201866,0.7350,0.6949,0.4700,0.7791
89,0.218009,0.7778,0.7712,0.4700,0.7791
90,0.219266,0.7607,0.7119,0.4700,0.7791
91,0.171042,0.7350,0.7458,0.4700,0.7791
92,0.224586,0.7265,0.6780,0.4700,0.7791
93,0.183503,0.7692,0.7458,0.4700,0.7791
94,0.132132,0.7778,0.7373,0.4700,0.7791
95,0.147668,0.7949,0.7373,0.4700,0.7791
96,0.206596,0.7692,0.7373,0.4700,0.7791
97,0.181748,0.8034,0.7542,0.4700,0.7791
98,0.162869,0.7692,0.7627,0.4700,0.7791
99,0.180664,0.7350,0.6949,0.4700,0.7791
100,0.179053,0.7265,0.7627,0.4700,0.7791
