epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.461375,0.459867,0.017454,0.6017,0.5682,0.4147,2.0000
2,0.178401,0.178201,0.002696,0.6949,0.5817,0.3824,1.9848
3,0.155778,0.155612,0.002273,0.6864,0.5794,0.3852,1.9697
4,0.175346,0.175146,0.002816,0.7203,0.6135,0.3091,1.9545
5,0.148380,0.148236,0.002054,0.6017,0.6137,0.3106,1.9394
6,0.137697,0.137564,0.001975,0.5847,0.6079,0.3262,1.9242
7,0.122115,0.121979,0.002041,0.6780,0.5979,0.3495,1.9091
8,0.115436,0.115314,0.001853,0.7034,0.5986,0.3483,1.8939
9,0.109569,0.109466,0.001610,0.6610,0.5991,0.3477,1.8788
10,0.100243,0.100119,0.001891,0.7373,0.5964,0.3527,1.8636
11,0.107401,0.107261,0.002233,0.7373,0.5985,0.3483,1.8485
12,0.101574,0.101470,0.001667,0.7288,0.5956,0.3540,1.8333
13,0.099727,0.099534,0.003069,0.5678,0.5926,0.3590,1.8182
14,0.096809,0.096690,0.002061,0.6780,0.5904,0.3621,1.8030
15,0.099355,0.099176,0.002747,0.7458,0.5895,0.3634,1.7879
16,0.096000,0.095828,0.002727,0.7203,0.5875,0.3670,1.7727
17,0.096874,0.096664,0.003281,0.7627,0.5777,0.3915,1.7576
18,0.090589,0.090387,0.003161,0.7627,0.5788,0.3857,1.7424
19,0.091921,0.091708,0.003274,0.6949,0.5464,0.4665,1.7273
20,0.092121,0.091907,0.003349,0.7373,0.5246,0.5158,1.7121
21,0.090140,0.089935,0.003226,0.6864,0.5184,0.5279,1.6970
22,0.090160,0.089919,0.003755,0.6780,0.5101,0.5419,1.6818
23,0.089698,0.089427,0.004198,0.7542,0.5083,0.5438,1.6667
24,0.086775,0.086505,0.004198,0.7458,0.4870,0.5985,1.6515
25,0.095085,0.094872,0.003288,0.6271,0.4746,0.6231,1.6364
26,0.091389,0.091060,0.004650,0.7458,0.4711,0.6280,1.6212
27,0.086522,0.086233,0.004208,0.7797,0.4706,0.6283,1.6061
28,0.091171,0.090913,0.003876,0.7966,0.4706,0.6285,1.5909
29,0.085645,0.085297,0.005094,0.6610,0.4721,0.6267,1.5758
30,0.088916,0.088541,0.005481,0.7712,0.4712,0.6281,1.5606
31,0.088904,0.088581,0.004872,0.7203,0.4710,0.6286,1.5455
32,0.083190,0.082711,0.006853,0.7627,0.4711,0.6284,1.5303
33,0.087726,0.087342,0.005763,0.6864,0.4701,0.6291,1.5152
34,0.080745,0.080257,0.006822,0.6695,0.4702,0.6292,1.5000
35,0.085550,0.085138,0.005940,0.7119,0.4699,0.6294,1.4848
36,0.085290,0.084775,0.007347,0.7373,0.4701,0.6293,1.4697
37,0.084771,0.084241,0.007504,0.7797,0.4690,0.6301,1.4545
38,0.082703,0.082232,0.006593,0.7034,0.4690,0.6301,1.4394
39,0.078063,0.077463,0.008220,0.6186,0.4696,0.6295,1.4242
40,0.080935,0.080362,0.007728,0.6780,0.4692,0.6299,1.4091
41,0.080119,0.079442,0.009388,0.7288,0.4694,0.6298,1.3939
42,0.074285,0.073599,0.009491,0.7373,0.4699,0.6294,1.3788
43,0.079539,0.078807,0.009840,0.7542,0.4692,0.6299,1.3636
44,0.074350,0.073588,0.010207,0.7288,0.4689,0.6300,1.3485
45,0.077140,0.076330,0.010760,0.6864,0.4693,0.6298,1.3333
46,0.077465,0.076573,0.011951,0.7373,0.4690,0.6300,1.3182
47,0.075432,0.074546,0.011993,0.7627,0.4697,0.6297,1.3030
48,0.069545,0.068571,0.012858,0.7034,0.4693,0.6298,1.2879
49,0.070853,0.069859,0.013176,0.7458,0.4692,0.6299,1.2727
50,0.070438,0.069502,0.012441,0.7712,0.4693,0.6299,1.2576
51,0.068032,0.067154,0.012113,0.6949,0.4698,0.6297,1.2424
52,0.068903,0.067954,0.012532,0.6780,0.4701,0.6291,1.2273
53,0.071366,0.070324,0.013872,0.7627,0.4695,0.6298,1.2121
54,0.064543,0.063527,0.013579,0.7034,0.4698,0.6297,1.1970
55,0.071842,0.070743,0.014373,0.7288,0.4693,0.6299,1.1818
56,0.061474,0.060380,0.014484,0.6949,0.4701,0.6294,1.1667
57,0.060398,0.059316,0.014326,0.7288,0.4693,0.6298,1.1515
