epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.861167,0.862121,0.008855,0.002186,-0.008776,0.7094,0.6186,0.6185,0.5838,0.3185,2.0000
2,0.221016,0.222990,0.001251,0.000172,-0.008533,0.7778,0.6949,0.6288,0.5876,0.2972,1.9848
3,0.214503,0.216638,0.000543,0.000189,-0.008900,0.7436,0.6695,0.6298,0.5947,0.2954,1.9697
4,0.195330,0.197864,0.000978,0.000176,-0.010206,0.7094,0.5847,0.6305,0.5831,0.2944,1.9545
5,0.168463,0.171035,0.000962,0.000354,-0.010421,0.7436,0.6525,0.6306,0.5721,0.2944,1.9394
6,0.142486,0.145339,0.000821,0.000474,-0.011506,0.6239,0.6186,0.6306,0.5987,0.2943,1.9242
7,0.184871,0.187723,0.001125,0.003744,-0.013650,0.7521,0.6356,0.6304,0.5241,0.2944,1.9091
8,0.142623,0.144659,0.001202,0.002605,-0.010185,0.7607,0.6780,0.6305,0.6372,0.2944,1.8939
9,0.124982,0.128276,0.000975,0.002264,-0.014065,0.6239,0.6271,0.6307,0.6000,0.2941,1.8788
10,0.123123,0.127847,0.000963,0.003919,-0.020024,0.7521,0.6695,0.6306,0.6748,0.2942,1.8636
11,0.107134,0.111756,0.001032,0.003702,-0.019470,0.7350,0.6441,0.6306,0.7175,0.2942,1.8485
12,0.116506,0.121565,0.001183,0.007631,-0.023551,0.7094,0.6949,0.6307,0.6625,0.2941,1.8333
13,0.118306,0.123269,0.001123,0.006676,-0.022584,0.7521,0.6949,0.6307,0.6448,0.2941,1.8182
14,0.108472,0.114830,0.001207,0.005915,-0.026807,0.6496,0.6017,0.6307,0.6172,0.2941,1.8030
15,0.114838,0.122029,0.001320,0.005843,-0.029484,0.6838,0.6610,0.6307,0.6479,0.2941,1.7879
16,0.096879,0.104821,0.001135,0.008213,-0.033599,0.7009,0.6695,0.6308,0.6174,0.2941,1.7727
17,0.097931,0.107388,0.001073,0.008024,-0.038507,0.7778,0.7203,0.6307,0.5719,0.2941,1.7576
18,0.085077,0.099894,0.001258,0.014600,-0.060724,0.7778,0.7458,0.6308,0.6497,0.2941,1.7424
19,0.073263,0.094457,0.001246,0.027786,-0.090779,0.6410,0.6441,0.6306,0.3501,0.2941,1.7273
20,0.089958,0.109925,0.001292,0.031916,-0.089428,0.7778,0.7373,0.6308,0.6835,0.2941,1.7121
21,0.084213,0.103737,0.000712,0.038046,-0.092030,0.7778,0.7373,0.6308,0.5967,0.2940,1.6970
22,0.073779,0.095522,0.001195,0.032370,-0.095680,0.7949,0.7288,0.6308,0.6193,0.2940,1.6818
23,0.069741,0.095591,0.001436,0.032662,-0.109574,0.7863,0.7203,0.6308,0.5473,0.2940,1.6667
24,0.075459,0.100988,0.001145,0.032255,-0.108288,0.7863,0.7203,0.6309,0.7587,0.2940,1.6515
25,0.072823,0.096412,0.001246,0.036158,-0.104382,0.7607,0.7627,0.6308,0.5920,0.2940,1.6364
26,0.067991,0.093873,0.001541,0.034835,-0.111106,0.7179,0.7034,0.6308,0.5710,0.2940,1.6212
27,0.066282,0.093646,0.001927,0.029246,-0.112314,0.7094,0.7034,0.6309,0.5196,0.2940,1.6061
28,0.069011,0.096735,0.001728,0.036214,-0.118187,0.7350,0.7288,0.6308,0.4859,0.2940,1.5909
29,0.067445,0.092857,0.002863,0.035284,-0.109879,0.7607,0.7119,0.6307,0.6518,0.2941,1.5758
30,0.079581,0.107371,0.002303,0.028749,-0.113457,0.7607,0.7119,0.6307,0.4277,0.2940,1.5606
31,0.066801,0.092044,0.002931,0.038636,-0.111538,0.7607,0.7288,0.6308,0.4711,0.2940,1.5455
32,0.063015,0.090998,0.003227,0.029887,-0.114854,0.7436,0.7373,0.6308,0.6118,0.2940,1.5303
33,0.063882,0.090932,0.003577,0.028872,-0.111051,0.7692,0.7627,0.6308,0.4596,0.2940,1.5152
34,0.063802,0.090815,0.003513,0.032038,-0.113066,0.7778,0.7288,0.6307,0.6114,0.2940,1.5000
35,0.067447,0.093944,0.004558,0.034126,-0.112768,0.7692,0.7288,0.6307,0.4677,0.2940,1.4848
36,0.062943,0.090113,0.004621,0.033303,-0.114462,0.7692,0.7034,0.6308,0.5799,0.2940,1.4697
37,0.067552,0.094895,0.004184,0.030209,-0.112963,0.5043,0.5678,0.6308,0.5643,0.2940,1.4545
38,0.062842,0.091689,0.003773,0.034416,-0.120735,0.7778,0.7203,0.6307,0.4341,0.2940,1.4394
39,0.067525,0.096785,0.005545,0.031229,-0.120040,0.7692,0.7373,0.6308,0.4277,0.2940,1.4242
40,0.062211,0.089741,0.005486,0.030054,-0.113505,0.7521,0.7458,0.6307,0.6229,0.2940,1.4091
41,0.063990,0.091468,0.007179,0.032290,-0.114832,0.7692,0.7373,0.6308,0.5510,0.2940,1.3939
42,0.056907,0.085896,0.007403,0.033570,-0.120745,0.7607,0.7203,0.6308,0.6103,0.2940,1.3788
43,0.067222,0.093750,0.007482,0.033708,-0.112598,0.7009,0.6695,0.6308,0.5750,0.2940,1.3636
44,0.064269,0.092145,0.006989,0.034878,-0.117917,0.8034,0.7627,0.6307,0.5434,0.2940,1.3485
45,0.056208,0.084850,0.007941,0.030297,-0.117403,0.7521,0.7458,0.6308,0.6131,0.2940,1.3333
46,0.061119,0.088416,0.006803,0.029747,-0.112510,0.7436,0.7288,0.6308,0.6665,0.2940,1.3182
47,0.061438,0.086838,0.007652,0.031558,-0.107468,0.7692,0.7627,0.6307,0.5302,0.2940,1.3030
48,0.056587,0.084440,0.009792,0.033873,-0.117226,0.7692,0.7712,0.6307,0.5552,0.2940,1.2879
49,0.058944,0.083367,0.007642,0.038576,-0.108862,0.6923,0.7203,0.6307,0.6116,0.2940,1.2727
50,0.055294,0.084654,0.007874,0.030533,-0.119915,0.7607,0.7627,0.6307,0.6645,0.2940,1.2576
51,0.057623,0.084795,0.009899,0.030674,-0.112778,0.7863,0.7288,0.6307,0.5043,0.2940,1.2424
52,0.053185,0.083986,0.009588,0.027549,-0.122824,0.6838,0.6441,0.6308,0.4899,0.2940,1.2273
53,0.057529,0.086093,0.008501,0.032283,-0.118466,0.7521,0.7373,0.6307,0.6083,0.2940,1.2121
54,0.052841,0.081474,0.010373,0.031892,-0.118486,0.7692,0.7542,0.6307,0.5188,0.2940,1.1970
55,0.052443,0.081631,0.010870,0.028624,-0.118133,0.7949,0.7288,0.6306,0.6288,0.2940,1.1818
56,0.057641,0.083171,0.011808,0.036866,-0.111477,0.7607,0.7034,0.6307,0.5898,0.2940,1.1667
57,0.058782,0.084208,0.012181,0.033396,-0.108845,0.7692,0.7542,0.6307,0.5196,0.2940,1.1515
58,0.060909,0.087448,0.010215,0.034035,-0.112904,0.7692,0.7203,0.6307,0.4832,0.2940,1.1364
