epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
59,0.053358,0.082848,0.011477,0.030798,-0.120666,0.7778,0.7627,0.6306,0.6451,0.2940,1.1212
60,0.057077,0.080346,0.012992,0.041903,-0.107309,0.7521,0.7627,0.6307,0.6718,0.2940,1.1061
61,0.054949,0.086105,0.012572,0.026173,-0.123116,0.7436,0.7034,0.6308,0.4744,0.2940,1.0909
62,0.050822,0.078251,0.013559,0.030971,-0.113909,0.8034,0.7712,0.6306,0.6072,0.2940,1.0758
63,0.054258,0.082860,0.014250,0.029111,-0.116596,0.7436,0.7288,0.6307,0.4736,0.2940,1.0606
64,0.048532,0.078044,0.013760,0.030367,-0.120471,0.7179,0.7288,0.6307,0.5815,0.2940,1.0455
65,0.052421,0.079183,0.013143,0.036308,-0.115241,0.7607,0.6780,0.6306,0.4746,0.2940,1.0303
66,0.050768,0.081301,0.014975,0.030573,-0.124011,0.7350,0.7288,0.6306,0.5358,0.2940,1.0152
67,0.052307,0.081468,0.015449,0.027879,-0.117656,0.7436,0.6610,0.6306,0.6010,0.2940,1.0000
68,0.047142,0.077505,0.015218,0.030584,-0.123464,0.7521,0.6949,0.6306,0.6053,0.2940,0.9848
69,0.050142,0.077796,0.014457,0.035862,-0.117962,0.7692,0.7373,0.6307,0.4861,0.2940,0.9697
70,0.051811,0.077722,0.016534,0.031250,-0.109138,0.7692,0.7458,0.6305,0.4859,0.2940,0.9545
71,0.049190,0.075921,0.018543,0.033810,-0.113582,0.7692,0.7542,0.6307,0.5645,0.2940,0.9394
72,0.043222,0.074802,0.015590,0.029087,-0.126555,0.7521,0.7458,0.6306,0.6019,0.2941,0.9242
73,0.044359,0.069203,0.021262,0.032495,-0.106515,0.7350,0.7373,0.6305,0.6152,0.2942,0.9091
74,0.049958,0.075917,0.017586,0.035088,-0.111836,0.7521,0.7627,0.6307,0.5491,0.2940,0.8939
75,0.044316,0.074114,0.017465,0.033129,-0.123342,0.7607,0.7627,0.6306,0.5626,0.2942,0.8788
76,0.044106,0.074917,0.019115,0.029823,-0.124539,0.7778,0.7458,0.6305,0.6247,0.2942,0.8636
77,0.051065,0.077994,0.019756,0.036273,-0.115932,0.7863,0.7458,0.6305,0.4433,0.2940,0.8485
78,0.044563,0.071721,0.021694,0.032538,-0.114231,0.7607,0.7542,0.6307,0.5747,0.2940,0.8333
79,0.044931,0.071704,0.019144,0.029339,-0.110795,0.6923,0.6525,0.6306,0.5693,0.2941,0.8182
80,0.035957,0.066305,0.019618,0.026613,-0.120874,0.7521,0.7373,0.6306,0.6357,0.2942,0.8030
81,0.041272,0.071631,0.021229,0.028840,-0.122456,0.7778,0.7542,0.6306,0.4812,0.2940,0.7879
82,0.041831,0.069802,0.019165,0.036609,-0.119601,0.7521,0.7458,0.6306,0.6416,0.2941,0.7727
83,0.039905,0.066322,0.022609,0.029957,-0.110053,0.7521,0.7797,0.6306,0.5890,0.2940,0.7576
84,0.039454,0.069668,0.022848,0.028624,-0.121831,0.7778,0.7288,0.6306,0.6514,0.2942,0.7424
85,0.046759,0.074562,0.022330,0.032946,-0.116653,0.7863,0.7458,0.6305,0.5062,0.2941,0.7273
86,0.040310,0.069542,0.022558,0.036166,-0.123565,0.7009,0.6695,0.6306,0.5763,0.2942,0.7121
87,0.037820,0.068482,0.025893,0.032248,-0.125763,0.7607,0.6356,0.6303,0.4456,0.2941,0.6970
88,0.038408,0.068865,0.024933,0.031195,-0.124438,0.7350,0.7288,0.6305,0.5254,0.2942,0.6818
89,0.039744,0.065879,0.023019,0.039797,-0.115684,0.6752,0.6102,0.6306,0.6251,0.2942,0.6667
90,0.041392,0.069831,0.028417,0.030557,-0.117338,0.7607,0.7288,0.6304,0.5546,0.2942,0.6515
91,0.031670,0.062217,0.028013,0.025999,-0.121346,0.7778,0.7458,0.6306,0.5604,0.2940,0.6364
92,0.035890,0.063732,0.026417,0.033305,-0.117142,0.7436,0.7119,0.6306,0.5606,0.2941,0.6212
93,0.036053,0.061586,0.030717,0.040083,-0.114005,0.7179,0.7288,0.6304,0.4683,0.2940,0.6061
94,0.039725,0.066265,0.028164,0.032359,-0.112204,0.7350,0.7288,0.6305,0.5072,0.2941,0.5909
95,0.031844,0.062436,0.027177,0.028195,-0.122877,0.7607,0.7542,0.6305,0.4008,0.2940,0.5758
96,0.024322,0.056504,0.025569,0.030437,-0.129658,0.6838,0.6864,0.6304,0.4843,0.2942,0.5606
97,0.026710,0.057755,0.027708,0.032987,-0.127588,0.7265,0.7034,0.6304,0.5808,0.2943,0.5455
98,0.028277,0.059802,0.029360,0.026004,-0.124595,0.7692,0.7373,0.6305,0.6571,0.2943,0.5303
99,0.033136,0.061535,0.030572,0.028622,-0.115968,0.7265,0.7203,0.6300,0.4806,0.2943,0.5152
100,0.038117,0.066256,0.027104,0.036276,-0.120090,0.7692,0.7458,0.6303,0.4863,0.2942,0.5000
