epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.508641,0.500149,0.013851,0.6581,0.6271,0.5735,0.4208,2.0000
2,0.257236,0.255296,0.001129,0.6068,0.6610,0.5793,0.4115,1.9848
3,0.166060,0.164076,0.001380,0.7436,0.7712,0.5811,0.4090,1.9697
4,0.166522,0.164532,0.001470,0.7009,0.7373,0.5819,0.4078,1.9545
5,0.221969,0.219827,0.001977,0.7521,0.7627,0.5821,0.4075,1.9394
6,0.148275,0.146332,0.001476,0.6496,0.6780,0.5822,0.4074,1.9242
7,0.138800,0.136849,0.001555,0.6581,0.6949,0.5824,0.4074,1.9091
8,0.128664,0.126787,0.001282,0.7265,0.7712,0.5824,0.4073,1.8939
9,0.123477,0.121603,0.001349,0.7009,0.7542,0.5825,0.4073,1.8788
10,0.135953,0.134054,0.001400,0.4786,0.4661,0.5823,0.4074,1.8636
11,0.114642,0.112743,0.001423,0.6325,0.6695,0.5825,0.4073,1.8485
12,0.108391,0.106561,0.001283,0.7094,0.7712,0.5826,0.4072,1.8333
13,0.113154,0.111267,0.001443,0.5385,0.5169,0.5823,0.4074,1.8182
14,0.105476,0.103615,0.001343,0.7350,0.7458,0.5825,0.4072,1.8030
15,0.108255,0.106519,0.000993,0.7350,0.7881,0.5826,0.4072,1.7879
16,0.099526,0.097570,0.001763,0.6838,0.7627,0.5826,0.4072,1.7727
17,0.103574,0.101612,0.001774,0.5470,0.6102,0.5826,0.4072,1.7576
18,0.098073,0.096248,0.001344,0.5897,0.6864,0.5827,0.4071,1.7424
19,0.100307,0.098416,0.001652,0.8205,0.7627,0.5825,0.4072,1.7273
20,0.099742,0.097688,0.002135,0.7607,0.8305,0.5825,0.4072,1.7121
21,0.096845,0.094975,0.001585,0.6667,0.7373,0.5825,0.4072,1.6970
22,0.095844,0.093855,0.001970,0.7863,0.7966,0.5824,0.4072,1.6818
23,0.094985,0.093021,0.001965,0.7179,0.7458,0.5826,0.4072,1.6667
24,0.094991,0.092987,0.002097,0.8120,0.7797,0.5825,0.4072,1.6515
25,0.095151,0.093023,0.002421,0.7778,0.7881,0.5825,0.4072,1.6364
26,0.094490,0.092290,0.002733,0.7350,0.7373,0.5826,0.4071,1.6212
27,0.091965,0.089982,0.002031,0.7692,0.7966,0.5826,0.4072,1.6061
28,0.092927,0.090688,0.002740,0.7521,0.7966,0.5825,0.4072,1.5909
29,0.094521,0.092023,0.003514,0.7521,0.8136,0.5826,0.4071,1.5758
30,0.096803,0.094296,0.003642,0.7350,0.7881,0.5826,0.4071,1.5606
31,0.090347,0.088079,0.003014,0.7265,0.8051,0.5826,0.4072,1.5455
32,0.090976,0.088342,0.004116,0.7094,0.7458,0.5826,0.4072,1.5303
33,0.096042,0.093493,0.003866,0.7350,0.7881,0.5827,0.4069,1.5152
34,0.095811,0.093453,0.003178,0.6581,0.6949,0.5826,0.4071,1.5000
35,0.096309,0.093842,0.003492,0.7265,0.7627,0.5826,0.4071,1.4848
36,0.087077,0.084262,0.004337,0.7265,0.7627,0.5826,0.4072,1.4697
37,0.090539,0.087770,0.004362,0.7607,0.8051,0.5825,0.4072,1.4545
38,0.088592,0.085487,0.005400,0.6752,0.7034,0.5826,0.4071,1.4394
39,0.085225,0.082244,0.004969,0.7265,0.8220,0.5823,0.4074,1.4242
40,0.085406,0.082290,0.005500,0.7436,0.7797,0.5824,0.4072,1.4091
41,0.085314,0.082183,0.005331,0.6923,0.7458,0.5824,0.4072,1.3939
42,0.087902,0.084721,0.005414,0.7436,0.7881,0.5822,0.4074,1.3788
43,0.083734,0.080055,0.006928,0.4786,0.5254,0.5823,0.4074,1.3636
44,0.089862,0.086759,0.005273,0.7692,0.7797,0.5824,0.4072,1.3485
45,0.083157,0.079732,0.006233,0.7607,0.7458,0.5823,0.4073,1.3333
