epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.588791,0.587706,0.012837,0.4153,0.5787,0.4452,2.0000
2,0.229517,0.229357,0.002201,0.7288,0.5767,0.4489,1.9848
3,0.196610,0.196521,0.001299,0.7203,0.5598,0.4780,1.9697
4,0.191884,0.191796,0.001334,0.7881,0.5532,0.4897,1.9545
5,0.190646,0.190609,0.000536,0.4746,0.5568,0.4816,1.9394
6,0.159313,0.159268,0.000696,0.7797,0.5556,0.4836,1.9242
7,0.149460,0.149402,0.000898,0.6949,0.5568,0.4817,1.9091
8,0.152799,0.152741,0.000929,0.4407,0.5549,0.4838,1.8939
9,0.146960,0.146894,0.001032,0.7373,0.5592,0.4783,1.8788
10,0.135749,0.135685,0.001026,0.5085,0.5592,0.4780,1.8636
11,0.141362,0.141308,0.000899,0.7458,0.5607,0.4760,1.8485
12,0.122479,0.122436,0.000693,0.7458,0.5606,0.4761,1.8333
13,0.136738,0.136670,0.001090,0.7712,0.5587,0.4787,1.8182
14,0.120126,0.120063,0.001051,0.7881,0.5586,0.4786,1.8030
15,0.123641,0.123580,0.001043,0.7966,0.5513,0.4868,1.7879
16,0.114342,0.114287,0.000889,0.4576,0.5520,0.4862,1.7727
17,0.108913,0.108832,0.001311,0.7458,0.5508,0.4877,1.7576
18,0.118250,0.118129,0.001932,0.7542,0.5516,0.4869,1.7424
19,0.105688,0.105567,0.001978,0.7627,0.5505,0.4884,1.7273
20,0.097218,0.097131,0.001427,0.5254,0.5489,0.4908,1.7121
21,0.102831,0.102705,0.001978,0.7288,0.5476,0.4937,1.6970
22,0.103702,0.103584,0.001908,0.7797,0.5502,0.4891,1.6818
23,0.100916,0.100807,0.001804,0.8136,0.5470,0.4938,1.6667
24,0.097447,0.097324,0.001963,0.7881,0.5466,0.4946,1.6515
25,0.094653,0.094509,0.002304,0.7542,0.5394,0.5091,1.6364
26,0.099932,0.099799,0.002136,0.7542,0.5394,0.5084,1.6212
27,0.099274,0.099097,0.002812,0.7966,0.5206,0.5449,1.6061
28,0.098603,0.098407,0.003050,0.7966,0.5158,0.5517,1.5909
29,0.098014,0.097824,0.002888,0.8051,0.5156,0.5522,1.5758
30,0.093194,0.092965,0.003480,0.7542,0.5161,0.5517,1.5606
31,0.090681,0.090441,0.003652,0.8136,0.5124,0.5569,1.5455
32,0.090720,0.090469,0.003855,0.8220,0.5098,0.5621,1.5303
33,0.092297,0.092031,0.003997,0.6949,0.4902,0.5992,1.5152
34,0.092484,0.092161,0.004730,0.7373,0.4863,0.6074,1.5000
35,0.088454,0.088173,0.004126,0.7881,0.4820,0.6133,1.4848
36,0.091447,0.091129,0.004626,0.8136,0.4792,0.6174,1.4697
37,0.092615,0.092307,0.004579,0.6780,0.4828,0.6135,1.4545
38,0.096767,0.096363,0.005697,0.8136,0.4811,0.6157,1.4394
39,0.088637,0.088267,0.005309,0.7458,0.4784,0.6193,1.4242
40,0.088267,0.087846,0.005912,0.8305,0.4760,0.6222,1.4091
41,0.091167,0.090727,0.006344,0.7966,0.4765,0.6216,1.3939
42,0.083231,0.082799,0.006263,0.7203,0.4762,0.6218,1.3788
43,0.088431,0.087893,0.007736,0.7203,0.4724,0.6258,1.3636
44,0.087168,0.086609,0.007945,0.7627,0.4711,0.6270,1.3485
45,0.084887,0.084395,0.007062,0.7712,0.4715,0.6267,1.3333
46,0.085342,0.084716,0.008873,0.7034,0.4710,0.6269,1.3182
47,0.082888,0.082273,0.008716,0.7627,0.4704,0.6273,1.3030
48,0.082511,0.081916,0.008458,0.7458,0.4733,0.6248,1.2879
49,0.083636,0.082950,0.009622,0.7627,0.4714,0.6265,1.2727
50,0.083194,0.082538,0.009202,0.7966,0.4701,0.6276,1.2576
51,0.087409,0.086808,0.008677,0.8220,0.4697,0.6278,1.2424
52,0.080931,0.080268,0.009158,0.7797,0.4703,0.6275,1.2273
53,0.077997,0.077300,0.009608,0.7966,0.4705,0.6272,1.2121
54,0.077625,0.076865,0.010478,0.7542,0.4712,0.6266,1.1970
55,0.080242,0.079462,0.010939,0.7797,0.4703,0.6276,1.1818
56,0.073379,0.072546,0.011748,0.7203,0.4703,0.6274,1.1667
57,0.075640,0.074792,0.011836,0.8220,0.4702,0.6276,1.1515
58,0.080789,0.079920,0.011972,0.7119,0.4706,0.6275,1.1364
59,0.069252,0.068282,0.013511,0.6949,0.4713,0.6268,1.1212
60,0.075325,0.074295,0.014168,0.8305,0.4703,0.6275,1.1061
61,0.074758,0.073759,0.014114,0.8051,0.4705,0.6274,1.0909
62,0.071785,0.070740,0.014587,0.7373,0.4698,0.6280,1.0758
63,0.073461,0.072389,0.015078,0.7542,0.4699,0.6279,1.0606
64,0.066575,0.065529,0.014525,0.7542,0.4709,0.6273,1.0455
65,0.075373,0.074278,0.015347,0.8051,0.4707,0.6274,1.0303
66,0.066481,0.065430,0.014568,0.7542,0.4717,0.6266,1.0152
67,0.066623,0.065483,0.015665,0.6949,0.4710,0.6272,1.0000
68,0.071019,0.069836,0.016305,0.7712,0.4711,0.6272,0.9848
69,0.065478,0.064298,0.016327,0.7373,0.4706,0.6276,0.9697
70,0.070024,0.068791,0.017134,0.7797,0.4701,0.6278,0.9545
71,0.069048,0.067747,0.017576,0.7627,0.4717,0.6270,0.9394
72,0.061370,0.060089,0.018343,0.7797,0.4705,0.6277,0.9242
73,0.065767,0.064513,0.017716,0.6864,0.4713,0.6273,0.9091
74,0.064459,0.063125,0.018703,0.7373,0.4708,0.6276,0.8939
75,0.064113,0.062726,0.019501,0.6780,0.4712,0.6275,0.8788
76,0.060346,0.059035,0.018330,0.7966,0.4711,0.6274,0.8636
77,0.063848,0.062491,0.019042,0.7373,0.4717,0.6271,0.8485
78,0.066096,0.064657,0.020160,0.7627,0.4715,0.6272,0.8333
79,0.061500,0.060159,0.019063,0.7881,0.4709,0.6275,0.8182
80,0.058064,0.056639,0.020372,0.7542,0.4710,0.6275,0.8030
81,0.058203,0.056756,0.020334,0.7881,0.4707,0.6277,0.7879
82,0.065121,0.063605,0.021536,0.7881,0.4718,0.6272,0.7727
83,0.057026,0.055625,0.019845,0.7542,0.4711,0.6275,0.7576
84,0.058131,0.056752,0.019494,0.7797,0.4702,0.6279,0.7424
85,0.055136,0.053595,0.021433,0.6356,0.4702,0.6280,0.7273
86,0.054032,0.052503,0.021306,0.7458,0.4710,0.6277,0.7121
87,0.059188,0.057671,0.021578,0.7881,0.4710,0.6278,0.6970
88,0.055408,0.053946,0.020777,0.6017,0.4708,0.6278,0.6818
89,0.058552,0.057056,0.021119,0.7458,0.4704,0.6280,0.6667
90,0.052336,0.050756,0.022826,0.7627,0.4708,0.6279,0.6515
91,0.054292,0.052623,0.024161,0.7966,0.4718,0.6275,0.6364
92,0.055597,0.053850,0.024735,0.7881,0.4723,0.6270,0.6212
93,0.057810,0.056077,0.024756,0.7712,0.4716,0.6274,0.6061
94,0.050164,0.048369,0.025548,0.7881,0.4715,0.6276,0.5909
95,0.055282,0.053554,0.024023,0.7797,0.4707,0.6279,0.5758
96,0.053644,0.052002,0.023056,0.8051,0.4706,0.6280,0.5606
97,0.044185,0.042433,0.024566,0.7034,0.4711,0.6279,0.5455
98,0.047839,0.046096,0.024704,0.7542,0.4718,0.6277,0.5303
99,0.049146,0.047437,0.023853,0.8051,0.4709,0.6279,0.5152
100,0.054722,0.053027,0.024006,0.7881,0.4700,0.6281,0.5000
