epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.572713,0.562229,0.021924,0.4962,0.2975,0.8686,2.0000
2,0.201412,0.200792,0.001469,0.7226,0.2899,0.8812,1.9211
3,0.189972,0.189657,0.000799,0.7150,0.2816,0.8930,1.8421
4,0.213253,0.212927,0.000834,0.6183,0.2611,0.9075,1.7632
5,0.194058,0.193845,0.000567,0.6463,0.2607,0.9090,1.6842
6,0.163086,0.162841,0.000636,0.6718,0.2599,0.9102,1.6053
7,0.177245,0.177002,0.000623,0.7176,0.2212,0.9294,1.5263
8,0.153019,0.152828,0.000504,0.7303,0.2159,0.9320,1.4474
9,0.149070,0.148867,0.000565,0.7455,0.2424,0.9190,1.3684
10,0.170998,0.170747,0.000677,0.7099,0.2444,0.9161,1.2895
11,0.120995,0.120824,0.000469,0.6463,0.2297,0.9251,1.2105
12,0.105482,0.105333,0.000415,0.7303,0.2098,0.9345,1.1316
13,0.109069,0.108902,0.000457,0.5827,0.2034,0.9361,1.0526
14,0.121954,0.121819,0.000367,0.7583,0.2040,0.9362,0.9737
15,0.122132,0.121977,0.000439,0.7048,0.2010,0.9367,0.8947
16,0.099521,0.099364,0.000424,0.7277,0.2035,0.9363,0.8158
17,0.114009,0.113841,0.000460,0.7583,0.2030,0.9364,0.7368
18,0.112538,0.112362,0.000489,0.7532,0.2013,0.9367,0.6579
19,0.093918,0.093792,0.000362,0.7277,0.2014,0.9366,0.5789
20,0.094271,0.094139,0.000376,0.6921,0.2009,0.9367,0.5000
