epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
73,0.411126,0.410968,0.015729,0.8475,0.6093,0.6406,0.9091
74,0.339619,0.339461,0.015795,0.8305,0.6051,0.6447,0.8939
75,0.378479,0.378331,0.014814,0.8390,0.6081,0.6414,0.8788
76,0.334642,0.334488,0.015403,0.8475,0.6104,0.6397,0.8636
77,0.386163,0.386005,0.015755,0.8390,0.6126,0.6372,0.8485
78,0.368344,0.368180,0.016389,0.8305,0.6078,0.6424,0.8333
79,0.347349,0.347181,0.016717,0.8305,0.6083,0.6420,0.8182
80,0.351939,0.351778,0.016093,0.8390,0.6076,0.6423,0.8030
81,0.365914,0.365757,0.015627,0.8390,0.6053,0.6449,0.7879
82,0.416313,0.416155,0.015826,0.8559,0.6065,0.6427,0.7727
83,0.420938,0.420780,0.015830,0.8305,0.6053,0.6445,0.7576
84,0.352364,0.352208,0.015587,0.8136,0.6047,0.6456,0.7424
85,0.326391,0.326224,0.016690,0.7288,0.6036,0.6472,0.7273
86,0.331142,0.330976,0.016650,0.8475,0.6046,0.6454,0.7121
87,0.320765,0.320597,0.016844,0.8136,0.6059,0.6447,0.6970
88,0.275627,0.275464,0.016301,0.8559,0.6076,0.6412,0.6818
89,0.329204,0.329054,0.014989,0.8559,0.6041,0.6465,0.6667
90,0.314044,0.313876,0.016769,0.8305,0.6048,0.6456,0.6515
91,0.312121,0.311960,0.016058,0.8559,0.6054,0.6453,0.6364
92,0.349573,0.349398,0.017546,0.7373,0.6070,0.6432,0.6212
93,0.391104,0.390938,0.016619,0.8305,0.6055,0.6450,0.6061
94,0.300478,0.300320,0.015827,0.8559,0.6051,0.6449,0.5909
95,0.311940,0.311770,0.017051,0.8136,0.6045,0.6459,0.5758
96,0.333810,0.333634,0.017560,0.8729,0.6062,0.6436,0.5606
97,0.317406,0.317232,0.017406,0.8136,0.6047,0.6457,0.5455
98,0.381299,0.381126,0.017298,0.8390,0.6067,0.6432,0.5303
99,0.407233,0.407054,0.017945,0.8051,0.6061,0.6445,0.5152
100,0.363867,0.363671,0.019537,0.8390,0.6050,0.6449,0.5000
