epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.528430,0.519503,0.018560,0.4148,0.4588,0.7299,2.0000
2,0.192078,0.191264,0.001905,0.7277,0.3188,0.8636,1.9211
3,0.182778,0.182369,0.001001,0.6590,0.3135,0.8681,1.8421
4,0.151347,0.151119,0.000575,0.7150,0.2007,0.9408,1.7632
5,0.203055,0.202912,0.000373,0.6209,0.2281,0.9234,1.6842
6,0.172859,0.172596,0.000666,0.7150,0.2315,0.9274,1.6053
7,0.174718,0.174414,0.000746,0.6692,0.2230,0.9299,1.5263
8,0.158800,0.158560,0.000620,0.6081,0.1908,0.9446,1.4474
9,0.153892,0.153720,0.000489,0.6616,0.2804,0.8800,1.3684
10,0.154065,0.153847,0.000614,0.7328,0.2262,0.9330,1.2895
11,0.123737,0.123576,0.000452,0.5293,0.2238,0.9286,1.2105
12,0.117217,0.117078,0.000370,0.7354,0.1376,0.9651,1.1316
13,0.118097,0.117983,0.000302,0.4885,0.2093,0.8898,1.0526
14,0.124534,0.124354,0.000433,0.7659,0.1561,0.9535,0.9737
15,0.118360,0.118251,0.000292,0.7176,0.1461,0.9586,0.8947
16,0.101085,0.101018,0.000192,0.7506,0.1307,0.9696,0.8158
17,0.117558,0.117453,0.000284,0.7532,0.1448,0.9613,0.7368
18,0.117217,0.116994,0.000555,0.7506,0.1682,0.9485,0.6579
19,0.093134,0.093045,0.000246,0.7252,0.1276,0.9699,0.5789
20,0.096446,0.096343,0.000279,0.7354,0.1573,0.9510,0.5000
