epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.489780,0.487774,0.026339,0.6209,0.5318,0.6390,2.0000
2,0.217231,0.217010,0.003269,0.5573,0.5147,0.6620,1.9211
3,0.217928,0.217744,0.002790,0.6132,0.5211,0.6563,1.8421
4,0.189234,0.188994,0.003620,0.6260,0.4881,0.6926,1.7632
5,0.169581,0.169389,0.003028,0.7125,0.5129,0.6706,1.6842
6,0.161935,0.161673,0.003994,0.6565,0.4982,0.6871,1.6053
7,0.185619,0.185395,0.003321,0.5725,0.4819,0.7003,1.5263
8,0.169050,0.168892,0.002476,0.4453,0.4859,0.6954,1.4474
9,0.197462,0.197274,0.003053,0.7481,0.5093,0.6709,1.3684
10,0.127616,0.127441,0.002836,0.7125,0.4942,0.6900,1.2895
11,0.122291,0.122122,0.002701,0.5369,0.4958,0.6867,1.2105
12,0.119021,0.118908,0.001904,0.7328,0.5001,0.6815,1.1316
13,0.107224,0.107133,0.001615,0.6489,0.4863,0.6923,1.0526
14,0.124551,0.124393,0.002686,0.7684,0.4873,0.6917,0.9737
15,0.120688,0.120489,0.003317,0.7201,0.4773,0.7001,0.8947
16,0.098723,0.098550,0.002896,0.7532,0.4739,0.7076,0.8158
17,0.114476,0.114274,0.003299,0.7532,0.4663,0.7159,0.7368
18,0.115338,0.115117,0.003499,0.7455,0.4684,0.7104,0.6579
19,0.092080,0.091887,0.003184,0.7150,0.4520,0.7327,0.5789
20,0.091545,0.091352,0.003178,0.7201,0.4606,0.7197,0.5000
