epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.453257,0.451335,0.021779,0.7094,0.6525,0.5861,0.3653,2.0000
2,0.192156,0.191861,0.003822,0.7607,0.5593,0.5835,0.3698,1.9848
3,0.197542,0.197354,0.002589,0.5385,0.6610,0.5848,0.3665,1.9697
4,0.191928,0.191758,0.002393,0.6838,0.6780,0.5813,0.3745,1.9545
5,0.148847,0.148735,0.001632,0.7350,0.5847,0.5845,0.3703,1.9394
6,0.192556,0.192409,0.002153,0.6410,0.6949,0.5859,0.3681,1.9242
7,0.174532,0.174387,0.002109,0.7436,0.6017,0.5825,0.3756,1.9091
8,0.141946,0.141834,0.001681,0.7350,0.6695,0.5809,0.3761,1.8939
9,0.139036,0.138911,0.001858,0.7350,0.7373,0.5815,0.3761,1.8788
10,0.147771,0.147654,0.001779,0.6581,0.7373,0.5886,0.3604,1.8636
11,0.118872,0.118776,0.001488,0.6410,0.7034,0.5890,0.3588,1.8485
12,0.131797,0.131684,0.001735,0.7863,0.7288,0.5888,0.3595,1.8333
13,0.132590,0.132475,0.001767,0.7265,0.6356,0.5862,0.3640,1.8182
14,0.121893,0.121737,0.002352,0.7607,0.7542,0.5850,0.3661,1.8030
15,0.113217,0.113068,0.002280,0.7350,0.6864,0.5869,0.3620,1.7879
16,0.116806,0.116672,0.002120,0.7607,0.7119,0.5838,0.3678,1.7727
17,0.098557,0.098429,0.001970,0.7265,0.7288,0.5837,0.3680,1.7576
18,0.110642,0.110466,0.002683,0.7094,0.7542,0.5752,0.3895,1.7424
19,0.097100,0.096936,0.002526,0.7350,0.7203,0.5831,0.3684,1.7273
20,0.102706,0.102531,0.002675,0.6325,0.5339,0.5806,0.3748,1.7121
21,0.096512,0.096324,0.002884,0.7607,0.7797,0.5815,0.3716,1.6970
22,0.092618,0.092402,0.003335,0.7949,0.7542,0.5766,0.3817,1.6818
23,0.100458,0.100231,0.003515,0.7179,0.6780,0.5785,0.3777,1.6667
24,0.100297,0.100082,0.003304,0.7009,0.7627,0.5638,0.4098,1.6515
25,0.095342,0.095124,0.003445,0.6838,0.7542,0.5526,0.4354,1.6364
26,0.096558,0.096296,0.004013,0.6496,0.7542,0.5404,0.4665,1.6212
27,0.091261,0.091005,0.004011,0.7265,0.7627,0.5491,0.4428,1.6061
28,0.093617,0.093305,0.004715,0.7179,0.6610,0.5361,0.4723,1.5909
29,0.086650,0.086303,0.005181,0.7179,0.7966,0.5363,0.4720,1.5758
30,0.091295,0.090950,0.005258,0.6752,0.7373,0.5259,0.4938,1.5606
31,0.093688,0.093338,0.005257,0.7179,0.7712,0.5278,0.4869,1.5455
32,0.088130,0.087791,0.005081,0.6923,0.7458,0.5247,0.4932,1.5303
33,0.081889,0.081526,0.005327,0.6496,0.5678,0.5073,0.5364,1.5152
34,0.082373,0.082009,0.005333,0.7265,0.7712,0.5195,0.5041,1.5000
35,0.082416,0.081978,0.006346,0.7009,0.7881,0.5151,0.5125,1.4848
36,0.085312,0.084837,0.006830,0.7009,0.7458,0.5243,0.4908,1.4697
37,0.085529,0.085194,0.004904,0.6752,0.7712,0.5171,0.5095,1.4545
38,0.083798,0.083367,0.006175,0.6923,0.7712,0.5239,0.4916,1.4394
39,0.086979,0.086401,0.008170,0.6923,0.6695,0.5143,0.5156,1.4242
40,0.083653,0.083031,0.008700,0.7350,0.7797,0.5009,0.5488,1.4091
41,0.080751,0.080129,0.008711,0.7350,0.7797,0.5016,0.5449,1.3939
42,0.077078,0.076527,0.007761,0.7265,0.7373,0.4948,0.5656,1.3788
43,0.074238,0.073609,0.008893,0.6752,0.7542,0.5072,0.5293,1.3636
44,0.079474,0.078818,0.009103,0.7265,0.7797,0.4974,0.5563,1.3485
45,0.075431,0.074762,0.009381,0.7265,0.7627,0.4950,0.5633,1.3333
46,0.076569,0.075908,0.009461,0.7436,0.7542,0.4918,0.5724,1.3182
47,0.079202,0.078436,0.010550,0.7436,0.7542,0.4921,0.5690,1.3030
48,0.077063,0.076283,0.010980,0.7009,0.7119,0.4935,0.5651,1.2879
49,0.076809,0.076029,0.010725,0.7265,0.6949,0.4928,0.5654,1.2727
50,0.076055,0.075178,0.012007,0.7350,0.7373,0.4903,0.5708,1.2576
51,0.074142,0.073267,0.011684,0.7179,0.7119,0.4886,0.5747,1.2424
52,0.074218,0.073408,0.010991,0.7009,0.6441,0.4856,0.5823,1.2273
53,0.075056,0.074243,0.011059,0.7350,0.6695,0.4887,0.5739,1.2121
54,0.071288,0.070347,0.012695,0.7265,0.6864,0.4855,0.5821,1.1970
55,0.068453,0.067455,0.013487,0.6923,0.6864,0.4810,0.5932,1.1818
56,0.070142,0.069120,0.013598,0.7179,0.7034,0.4813,0.5922,1.1667
57,0.066242,0.065232,0.013678,0.7094,0.7034,0.4819,0.5926,1.1515
58,0.062068,0.061087,0.013416,0.7607,0.6864,0.4791,0.6004,1.1364
59,0.064149,0.063165,0.013487,0.7692,0.7288,0.4844,0.5842,1.1212
60,0.064989,0.063958,0.013977,0.7436,0.7542,0.4833,0.5868,1.1061
61,0.068694,0.067582,0.015324,0.7350,0.7373,0.4809,0.5934,1.0909
62,0.064376,0.063207,0.015915,0.7179,0.7203,0.4828,0.5874,1.0758
63,0.061081,0.059939,0.015513,0.6410,0.7797,0.4829,0.5883,1.0606
64,0.061055,0.059827,0.016751,0.7521,0.7203,0.4794,0.5960,1.0455
65,0.060985,0.059778,0.016028,0.7265,0.6864,0.4790,0.5974,1.0303
66,0.058676,0.057336,0.017651,0.7350,0.7542,0.4764,0.6044,1.0152
67,0.060787,0.059520,0.016770,0.7350,0.6525,0.4751,0.6077,1.0000
68,0.058610,0.057254,0.017876,0.6923,0.7288,0.4761,0.6041,0.9848
69,0.061315,0.059934,0.018031,0.6752,0.7203,0.4773,0.6004,0.9697
70,0.056356,0.055015,0.017474,0.7265,0.7797,0.4767,0.6025,0.9545
71,0.055194,0.053828,0.017760,0.7265,0.7288,0.4785,0.5974,0.9394
72,0.057448,0.055939,0.019725,0.7350,0.7034,0.4777,0.6008,0.9242
73,0.047563,0.046146,0.018606,0.7094,0.7119,0.4739,0.6107,0.9091
74,0.048412,0.046954,0.018923,0.6667,0.7458,0.4732,0.6107,0.8939
75,0.057881,0.056461,0.018378,0.7265,0.7542,0.4720,0.6152,0.8788
76,0.052266,0.050699,0.020188,0.6667,0.6610,0.4737,0.6104,0.8636
77,0.055367,0.053821,0.020040,0.7265,0.7542,0.4749,0.6070,0.8485
78,0.048527,0.047028,0.019486,0.6838,0.7203,0.4731,0.6127,0.8333
79,0.050505,0.048991,0.019424,0.7009,0.7542,0.4757,0.6028,0.8182
80,0.048627,0.046908,0.022055,0.7350,0.7373,0.4771,0.5989,0.8030
81,0.052336,0.050662,0.021515,0.6923,0.7373,0.4730,0.6113,0.7879
82,0.043997,0.042327,0.021147,0.6838,0.7542,0.4729,0.6128,0.7727
83,0.043904,0.042265,0.020970,0.6923,0.7797,0.4727,0.6134,0.7576
84,0.043150,0.041394,0.022279,0.7009,0.7119,0.4722,0.6158,0.7424
85,0.051601,0.049704,0.023930,0.6838,0.7458,0.4743,0.6076,0.7273
86,0.048280,0.046369,0.024094,0.6410,0.6356,0.4739,0.6071,0.7121
87,0.044860,0.042968,0.023842,0.7009,0.7119,0.4707,0.6188,0.6970
88,0.038142,0.036387,0.022304,0.7009,0.7203,0.4705,0.6181,0.6818
89,0.039238,0.037463,0.022398,0.7009,0.7373,0.4691,0.6219,0.6667
90,0.037816,0.036072,0.021899,0.6923,0.7203,0.4692,0.6220,0.6515
91,0.051514,0.049560,0.024569,0.7179,0.7373,0.4686,0.6233,0.6364
92,0.037906,0.036196,0.021773,0.7350,0.6864,0.4688,0.6227,0.6212
93,0.042692,0.040941,0.022041,0.7778,0.7034,0.4689,0.6234,0.6061
