epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.538320,0.525557,0.025971,0.5852,0.3354,0.7972,2.0000
2,0.251320,0.250848,0.001079,0.6438,0.3246,0.8101,1.9211
3,0.283908,0.283409,0.001133,0.6361,0.2955,0.8380,1.8421
4,0.183348,0.182991,0.000825,0.6870,0.2717,0.8645,1.7632
5,0.190010,0.189786,0.000531,0.5165,0.2592,0.8777,1.6842
6,0.195294,0.195063,0.000554,0.6718,0.2688,0.8721,1.6053
7,0.153731,0.153550,0.000445,0.6794,0.2634,0.8797,1.5263
8,0.138428,0.138272,0.000395,0.6896,0.2595,0.8851,1.4474
9,0.140589,0.140411,0.000454,0.7201,0.2446,0.8974,1.3684
10,0.133822,0.133673,0.000384,0.7634,0.2362,0.9039,1.2895
11,0.116849,0.116703,0.000386,0.6870,0.2313,0.9074,1.2105
12,0.140873,0.140762,0.000299,0.6921,0.2404,0.9014,1.1316
13,0.140198,0.140037,0.000432,0.7430,0.2250,0.9118,1.0526
14,0.113934,0.113797,0.000365,0.7176,0.2268,0.9103,0.9737
15,0.117908,0.117782,0.000353,0.7888,0.2172,0.9157,0.8947
16,0.116197,0.116052,0.000407,0.6438,0.2198,0.9146,0.8158
17,0.123633,0.123475,0.000433,0.7608,0.2161,0.9158,0.7368
18,0.112291,0.112158,0.000375,0.7048,0.2633,0.8595,0.6579
19,0.106389,0.106169,0.000608,0.7837,0.2750,0.8354,0.5789
20,0.104638,0.104439,0.000559,0.7557,0.2353,0.8943,0.5000
