epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,5.708142,0.6325,0.6695,0.4700,0.7791
2,1.587525,0.5812,0.5254,0.4700,0.7791
3,1.089594,0.6752,0.7373,0.4700,0.7791
4,0.709467,0.6154,0.6271,0.4700,0.7791
5,0.728353,0.4274,0.4237,0.4700,0.7791
6,0.591820,0.7179,0.7203,0.4700,0.7791
7,0.565480,0.6068,0.6356,0.4700,0.7791
8,0.570667,0.5214,0.5508,0.4700,0.7791
9,0.548795,0.6496,0.7203,0.4700,0.7791
10,0.542222,0.7094,0.7288,0.4700,0.7791
11,0.496599,0.6923,0.7203,0.4700,0.7791
12,0.479547,0.6923,0.7373,0.4700,0.7791
13,0.502679,0.4274,0.4322,0.4700,0.7791
14,0.474925,0.5299,0.5254,0.4700,0.7791
15,0.479377,0.6667,0.7966,0.4700,0.7791
16,0.456813,0.7094,0.7627,0.4700,0.7791
17,0.449146,0.6667,0.7797,0.4700,0.7791
18,0.510714,0.7350,0.7881,0.4700,0.7791
19,0.482841,0.7094,0.8051,0.4700,0.7791
20,0.449123,0.7094,0.7373,0.4700,0.7791
21,0.461101,0.7350,0.7797,0.4700,0.7791
22,0.450148,0.7094,0.7881,0.4700,0.7791
23,0.464303,0.4188,0.4915,0.4700,0.7791
24,0.424546,0.4359,0.4746,0.4700,0.7791
25,0.425252,0.6410,0.6864,0.4700,0.7791
26,0.432469,0.7350,0.8136,0.4700,0.7791
27,0.460679,0.7009,0.7627,0.4700,0.7791
28,0.456498,0.7179,0.7627,0.4700,0.7791
29,0.422621,0.4786,0.5678,0.4700,0.7791
30,0.410059,0.7094,0.8051,0.4700,0.7791
31,0.465848,0.6838,0.7966,0.4700,0.7791
32,0.488276,0.7179,0.7034,0.4700,0.7791
33,0.436490,0.7265,0.8051,0.4700,0.7791
34,0.377484,0.6154,0.6610,0.4700,0.7791
35,0.407270,0.7094,0.7712,0.4700,0.7791
36,0.415928,0.6496,0.6356,0.4700,0.7791
37,0.421643,0.7094,0.7288,0.4700,0.7791
38,0.408439,0.4530,0.4237,0.4700,0.7791
39,0.424974,0.7436,0.7797,0.4700,0.7791
40,0.385372,0.6838,0.7627,0.4700,0.7791
41,0.397260,0.7009,0.8475,0.4700,0.7791
42,0.423702,0.7009,0.7542,0.4700,0.7791
43,0.397192,0.6838,0.7373,0.4700,0.7791
44,0.390399,0.6581,0.7712,0.4700,0.7791
45,0.367166,0.7009,0.7881,0.4700,0.7791
46,0.358846,0.6581,0.6864,0.4700,0.7791
47,0.340472,0.5470,0.5508,0.4700,0.7791
48,0.361545,0.6410,0.6695,0.4700,0.7791
49,0.339001,0.7350,0.7881,0.4700,0.7791
50,0.321570,0.6838,0.7966,0.4700,0.7791
51,0.342592,0.6239,0.6102,0.4700,0.7791
52,0.306724,0.5812,0.6441,0.4700,0.7791
53,0.326378,0.6581,0.6780,0.4700,0.7791
54,0.311711,0.6325,0.7203,0.4700,0.7791
55,0.284726,0.6325,0.7288,0.4700,0.7791
56,0.271731,0.6239,0.7373,0.4700,0.7791
57,0.256504,0.5812,0.7288,0.4700,0.7791
58,0.260927,0.5726,0.7034,0.4700,0.7791
59,0.278586,0.6239,0.7119,0.4700,0.7791
60,0.252798,0.6752,0.7712,0.4700,0.7791
61,0.306200,0.6923,0.7542,0.4700,0.7791
62,0.237998,0.6838,0.7797,0.4700,0.7791
63,0.244558,0.7179,0.8051,0.4700,0.7791
64,0.233519,0.7436,0.8305,0.4700,0.7791
65,0.275741,0.7094,0.8220,0.4700,0.7791
66,0.248997,0.6838,0.7966,0.4700,0.7791
67,0.270841,0.7009,0.8136,0.4700,0.7791
68,0.235614,0.5983,0.6949,0.4700,0.7791
69,0.228178,0.7265,0.7966,0.4700,0.7791
70,0.216396,0.6068,0.7034,0.4700,0.7791
71,0.291817,0.6923,0.7797,0.4700,0.7791
72,0.228907,0.6752,0.7712,0.4700,0.7791
73,0.218494,0.7436,0.6949,0.4700,0.7791
74,0.167028,0.7094,0.7542,0.4700,0.7791
75,0.201954,0.7179,0.8051,0.4700,0.7791
76,0.259196,0.6752,0.7712,0.4700,0.7791
77,0.216049,0.6410,0.6949,0.4700,0.7791
78,0.228099,0.6752,0.7712,0.4700,0.7791
79,0.203494,0.6581,0.6864,0.4700,0.7791
80,0.232783,0.5726,0.6780,0.4700,0.7791
81,0.207858,0.6752,0.7627,0.4700,0.7791
82,0.209044,0.6496,0.7119,0.4700,0.7791
83,0.195789,0.6154,0.6610,0.4700,0.7791
84,0.193147,0.7179,0.7712,0.4700,0.7791
85,0.205420,0.6239,0.7373,0.4700,0.7791
86,0.181009,0.6410,0.7034,0.4700,0.7791
87,0.152678,0.7009,0.7542,0.4700,0.7791
88,0.226189,0.6838,0.7542,0.4700,0.7791
89,0.197260,0.7094,0.7119,0.4700,0.7791
90,0.194425,0.6667,0.7712,0.4700,0.7791
91,0.256557,0.7094,0.7288,0.4700,0.7791
92,0.200829,0.6581,0.7542,0.4700,0.7791
93,0.176083,0.6838,0.7712,0.4700,0.7791
94,0.199217,0.7009,0.7966,0.4700,0.7791
95,0.182232,0.7094,0.7797,0.4700,0.7791
96,0.151486,0.7094,0.7627,0.4700,0.7791
97,0.185645,0.6496,0.7966,0.4700,0.7791
98,0.187099,0.7265,0.8051,0.4700,0.7791
99,0.182610,0.7009,0.7881,0.4700,0.7791
100,0.170341,0.7009,0.7966,0.4700,0.7791
