epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
25,0.089314,0.088592,0.000698,0.000337,0.6154,0.5508,0.6297,0.2500,0.4967,1.6364
26,0.090618,0.089935,0.000592,0.000236,0.6923,0.7288,0.6298,0.2500,0.4967,1.6212
27,0.085816,0.085111,0.000640,0.000219,0.6838,0.7203,0.6299,0.2500,0.4966,1.6061
28,0.092675,0.091967,0.000663,0.000277,0.7009,0.7288,0.6299,0.2500,0.4966,1.5909
29,0.083534,0.082787,0.000766,0.000394,0.7094,0.7288,0.6298,0.2500,0.4967,1.5758
30,0.085070,0.084320,0.000789,0.000252,0.7009,0.7203,0.6299,0.2500,0.4966,1.5606
31,0.081809,0.081037,0.000862,0.000323,0.6581,0.7373,0.6299,0.2500,0.4966,1.5455
32,0.086771,0.085915,0.001091,0.000370,0.6838,0.6525,0.6298,0.2500,0.4966,1.5303
33,0.078147,0.077307,0.001092,0.000386,0.7179,0.7373,0.6299,0.2500,0.4966,1.5152
34,0.083960,0.083087,0.001177,0.000291,0.7521,0.7203,0.6298,0.2500,0.4966,1.5000
35,0.077321,0.076488,0.001129,0.000282,0.7094,0.7627,0.6299,0.2500,0.4966,1.4848
36,0.076515,0.075665,0.001122,0.000300,0.6838,0.7203,0.6298,0.2500,0.4966,1.4697
37,0.079532,0.078666,0.001200,0.000285,0.6752,0.7288,0.6299,0.2500,0.4966,1.4545
38,0.076565,0.075642,0.001305,0.000408,0.7607,0.7627,0.6298,0.2500,0.4966,1.4394
39,0.070515,0.069597,0.001358,0.000349,0.7436,0.6949,0.6298,0.2500,0.4966,1.4242
40,0.074253,0.073389,0.001183,0.000262,0.7265,0.7288,0.6298,0.2500,0.4966,1.4091
41,0.070576,0.069623,0.001445,0.000350,0.7179,0.7542,0.6298,0.2500,0.4966,1.3939
42,0.071511,0.070456,0.001695,0.000438,0.7778,0.7034,0.6297,0.2500,0.4967,1.3788
43,0.071272,0.070169,0.001892,0.000355,0.7094,0.7203,0.6296,0.2500,0.4967,1.3636
44,0.069026,0.068003,0.001644,0.000331,0.7265,0.6695,0.6298,0.2500,0.4966,1.3485
45,0.066879,0.065941,0.001431,0.000343,0.6581,0.7119,0.6299,0.2500,0.4966,1.3333
46,0.073643,0.072656,0.001478,0.000403,0.7436,0.6356,0.6298,0.2500,0.4966,1.3182
47,0.071722,0.070656,0.001723,0.000313,0.6496,0.7373,0.6298,0.2500,0.4966,1.3030
48,0.065285,0.064183,0.001958,0.000438,0.7265,0.7627,0.6298,0.2500,0.4966,1.2879
49,0.069805,0.068841,0.001470,0.000289,0.7692,0.7373,0.6297,0.2500,0.4967,1.2727
50,0.066539,0.065371,0.002077,0.000392,0.7094,0.6610,0.6297,0.2500,0.4967,1.2576
51,0.063721,0.062535,0.002155,0.000359,0.7179,0.7627,0.6298,0.2500,0.4966,1.2424
52,0.064806,0.063737,0.001829,0.000324,0.7094,0.7203,0.6297,0.2500,0.4966,1.2273
53,0.062691,0.061612,0.001907,0.000329,0.6923,0.7797,0.6298,0.2500,0.4966,1.2121
54,0.059868,0.058811,0.001768,0.000315,0.6581,0.6525,0.6298,0.2500,0.4966,1.1970
55,0.055066,0.053821,0.002310,0.000441,0.7692,0.7203,0.6297,0.2500,0.4967,1.1818
56,0.058408,0.057275,0.002041,0.000314,0.7607,0.6780,0.6296,0.2500,0.4967,1.1667
57,0.055964,0.054757,0.002262,0.000481,0.7265,0.7119,0.6296,0.2500,0.4966,1.1515
58,0.057940,0.056798,0.002086,0.000434,0.7521,0.7119,0.6296,0.2500,0.4967,1.1364
59,0.055092,0.053913,0.002201,0.000351,0.7009,0.7203,0.6297,0.2500,0.4967,1.1212
60,0.052625,0.051443,0.002265,0.000392,0.7265,0.6695,0.6293,0.2500,0.4968,1.1061
61,0.054611,0.053494,0.002102,0.000328,0.7265,0.6949,0.6296,0.2500,0.4967,1.0909
62,0.049914,0.048581,0.002617,0.000598,0.7265,0.6949,0.6296,0.2500,0.4967,1.0758
63,0.055347,0.054046,0.002593,0.000458,0.6581,0.6949,0.6298,0.2500,0.4966,1.0606
64,0.052278,0.051163,0.002020,0.000362,0.7521,0.5932,0.6295,0.2500,0.4967,1.0455
65,0.049606,0.048393,0.002365,0.000432,0.8034,0.7034,0.6297,0.2500,0.4966,1.0303
66,0.049428,0.048162,0.002525,0.000504,0.7350,0.7203,0.6297,0.2500,0.4966,1.0152
67,0.044783,0.043458,0.002665,0.000418,0.5641,0.5339,0.6295,0.2500,0.4967,1.0000
68,0.045792,0.044549,0.002426,0.000452,0.7607,0.7203,0.6297,0.2500,0.4966,0.9848
69,0.045272,0.044054,0.002418,0.000475,0.6838,0.7119,0.6298,0.2500,0.4966,0.9697
70,0.043847,0.042636,0.002375,0.000353,0.7179,0.6780,0.6297,0.2500,0.4966,0.9545
71,0.052131,0.050876,0.002428,0.000496,0.7094,0.6441,0.6299,0.2500,0.4966,0.9394
72,0.047728,0.046620,0.002008,0.000304,0.7009,0.7288,0.6298,0.2500,0.4966,0.9242
73,0.038903,0.037759,0.002162,0.000437,0.7265,0.6610,0.6296,0.2500,0.4966,0.9091
74,0.048968,0.047906,0.001883,0.000362,0.7094,0.6949,0.6298,0.2500,0.4966,0.8939
75,0.041002,0.039789,0.002262,0.000494,0.7436,0.7034,0.6295,0.2500,0.4967,0.8788
76,0.043969,0.042825,0.002145,0.000438,0.6838,0.6780,0.6298,0.2500,0.4966,0.8636
77,0.044989,0.043832,0.002200,0.000395,0.6410,0.6949,0.6298,0.2500,0.4966,0.8485
78,0.046123,0.044855,0.002470,0.000525,0.7009,0.6610,0.6293,0.2500,0.4968,0.8333
79,0.043825,0.042557,0.002550,0.000449,0.7265,0.7203,0.6296,0.2500,0.4967,0.8182
80,0.044218,0.042949,0.002496,0.000369,0.6752,0.6102,0.6294,0.2500,0.4967,0.8030
81,0.043946,0.042746,0.002327,0.000438,0.6838,0.6780,0.6295,0.2500,0.4967,0.7879
82,0.039770,0.038551,0.002365,0.000429,0.7949,0.6610,0.6295,0.2500,0.4967,0.7727
83,0.045860,0.044538,0.002722,0.000511,0.7094,0.7288,0.6297,0.2500,0.4966,0.7576
84,0.044341,0.043072,0.002523,0.000396,0.6667,0.7034,0.6298,0.2500,0.4966,0.7424
85,0.040966,0.039739,0.002386,0.000409,0.6923,0.6864,0.6298,0.2500,0.4966,0.7273
86,0.040875,0.039658,0.002350,0.000430,0.7350,0.7288,0.6296,0.2500,0.4967,0.7121
87,0.035676,0.034370,0.002588,0.000511,0.7009,0.7458,0.6297,0.2500,0.4966,0.6970
88,0.032812,0.031617,0.002307,0.000347,0.7607,0.6780,0.6297,0.2500,0.4967,0.6818
89,0.040748,0.039541,0.002325,0.000430,0.7265,0.7034,0.6297,0.2500,0.4967,0.6667
90,0.037799,0.036579,0.002314,0.000358,0.7179,0.6610,0.6296,0.2500,0.4967,0.6515
91,0.029851,0.028542,0.002570,0.000508,0.7265,0.7627,0.6297,0.2500,0.4966,0.6364
92,0.039305,0.038031,0.002474,0.000417,0.7265,0.6949,0.6296,0.2500,0.4967,0.6212
93,0.036349,0.035046,0.002606,0.000418,0.7521,0.6864,0.6295,0.2500,0.4967,0.6061
94,0.037669,0.036273,0.002843,0.000500,0.7265,0.6525,0.6297,0.2500,0.4966,0.5909
95,0.030138,0.028958,0.002288,0.000404,0.7521,0.6949,0.6295,0.2500,0.4967,0.5758
96,0.036434,0.035124,0.002705,0.000506,0.7607,0.7288,0.6296,0.2500,0.4966,0.5606
97,0.035363,0.034096,0.002544,0.000498,0.7265,0.7119,0.6295,0.2500,0.4967,0.5455
98,0.031066,0.029878,0.002260,0.000395,0.7607,0.6864,0.6297,0.2500,0.4966,0.5303
99,0.037079,0.035817,0.002467,0.000529,0.7521,0.7627,0.6297,0.2500,0.4966,0.5152
100,0.035318,0.033984,0.002754,0.000561,0.7009,0.6017,0.6297,0.2500,0.4966,0.5000
