epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.570818,0.559016,0.024178,0.6990,0.4522,0.5720,2.0000
2,0.304715,0.303338,0.003114,0.6786,0.4311,0.5907,1.9211
3,0.220317,0.219759,0.001349,0.6709,0.3857,0.6559,1.8421
4,0.159169,0.158880,0.000709,0.6990,0.3266,0.7507,1.7632
5,0.196374,0.195918,0.001103,0.6378,0.3360,0.7461,1.6842
6,0.212698,0.212383,0.000763,0.7092,0.3019,0.8011,1.6053
7,0.158524,0.158421,0.000279,0.6531,0.2901,0.8055,1.5263
8,0.149971,0.149825,0.000381,0.6760,0.2784,0.8099,1.4474
9,0.139400,0.139246,0.000401,0.7041,0.2683,0.8192,1.3684
10,0.130604,0.130477,0.000331,0.6837,0.2698,0.8175,1.2895
11,0.123673,0.123528,0.000373,0.5740,0.2501,0.8508,1.2105
12,0.130847,0.130681,0.000427,0.7168,0.2535,0.8415,1.1316
13,0.136535,0.136422,0.000295,0.5561,0.2426,0.8568,1.0526
14,0.139438,0.139264,0.000448,0.7066,0.2363,0.8665,0.9737
15,0.117810,0.117682,0.000339,0.7296,0.2283,0.8765,0.8947
16,0.121238,0.121108,0.000356,0.7143,0.2263,0.8802,0.8158
17,0.117897,0.117767,0.000357,0.7219,0.2216,0.8842,0.7368
18,0.114893,0.114726,0.000453,0.7041,0.2207,0.8861,0.6579
19,0.118772,0.118638,0.000373,0.7449,0.2151,0.8907,0.5789
20,0.103139,0.103013,0.000350,0.7526,0.2132,0.8925,0.5000
