epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.564543,0.556565,0.014419,0.6068,0.5641,0.5481,0.6012,2.0000
2,0.195338,0.192322,0.001849,0.7436,0.6667,0.5481,0.6012,1.9848
3,0.185213,0.182396,0.001421,0.7607,0.6581,0.5481,0.6012,1.9697
4,0.160298,0.157546,0.001207,0.7778,0.6923,0.5481,0.6012,1.9545
5,0.143852,0.141170,0.000956,0.7692,0.6838,0.5481,0.6012,1.9394
6,0.164582,0.161875,0.001086,0.6923,0.6667,0.5481,0.6012,1.9242
7,0.150666,0.148029,0.000959,0.7692,0.6667,0.5481,0.6012,1.9091
8,0.138877,0.136148,0.001000,0.4872,0.4786,0.5481,0.6012,1.8939
9,0.140201,0.137482,0.000896,0.7607,0.7094,0.5481,0.6012,1.8788
10,0.149070,0.146316,0.001126,0.7265,0.6581,0.5481,0.6012,1.8636
11,0.116994,0.114280,0.001045,0.7009,0.6581,0.5481,0.6012,1.8485
12,0.125439,0.122704,0.001033,0.7692,0.7179,0.5481,0.6012,1.8333
13,0.127271,0.124496,0.001520,0.7692,0.7265,0.5481,0.6012,1.8182
14,0.111144,0.108505,0.001206,0.7521,0.6667,0.5481,0.6012,1.8030
15,0.115500,0.112753,0.001444,0.7778,0.6838,0.5481,0.6012,1.7879
16,0.111802,0.109105,0.001215,0.7863,0.7265,0.5481,0.6012,1.7727
17,0.117986,0.115282,0.000881,0.7778,0.7350,0.5481,0.6012,1.7576
18,0.110113,0.107466,0.001139,0.7863,0.7350,0.5481,0.6012,1.7424
19,0.102088,0.099342,0.001514,0.7692,0.7265,0.5481,0.6012,1.7273
20,0.099347,0.096518,0.001805,0.7521,0.6581,0.5481,0.6012,1.7121
21,0.099343,0.096462,0.001736,0.7436,0.6752,0.5481,0.6012,1.6970
22,0.096103,0.093145,0.002010,0.7521,0.7179,0.5481,0.6012,1.6818
23,0.098732,0.095828,0.002056,0.7863,0.7350,0.5481,0.6012,1.6667
24,0.097098,0.094127,0.002075,0.7863,0.7179,0.5481,0.6012,1.6515
25,0.094091,0.091049,0.002536,0.7863,0.7436,0.5481,0.6012,1.6364
26,0.093124,0.089975,0.002905,0.7863,0.7436,0.5481,0.6012,1.6212
27,0.092298,0.089034,0.002962,0.7863,0.7350,0.5481,0.6012,1.6061
28,0.096380,0.093421,0.002232,0.7692,0.7692,0.5481,0.6012,1.5909
29,0.093813,0.090742,0.002449,0.7949,0.7436,0.5481,0.6012,1.5758
30,0.092826,0.089503,0.003100,0.5983,0.6838,0.5481,0.6012,1.5606
31,0.092096,0.088746,0.003578,0.7692,0.7521,0.5481,0.6012,1.5455
32,0.094153,0.090860,0.003190,0.8034,0.7350,0.5481,0.6012,1.5303
33,0.090742,0.087179,0.004296,0.7436,0.7350,0.5481,0.6012,1.5152
34,0.089133,0.085495,0.004231,0.7863,0.7692,0.5481,0.6012,1.5000
35,0.090721,0.087191,0.004194,0.7949,0.7607,0.5481,0.6012,1.4848
36,0.087909,0.084327,0.004217,0.7607,0.7521,0.5481,0.6012,1.4697
37,0.092023,0.088367,0.004492,0.7692,0.7265,0.5481,0.6012,1.4545
38,0.089736,0.086156,0.004221,0.7778,0.7436,0.5481,0.6012,1.4394
39,0.088330,0.084545,0.004984,0.7436,0.7265,0.5481,0.6012,1.4242
40,0.093991,0.090017,0.005494,0.7778,0.7778,0.5481,0.6012,1.4091
41,0.086770,0.082834,0.005301,0.7094,0.6838,0.5481,0.6012,1.3939
42,0.091532,0.087543,0.005510,0.8034,0.7350,0.5481,0.6012,1.3788
43,0.087444,0.083198,0.006544,0.7778,0.7179,0.5481,0.6012,1.3636
44,0.086036,0.081763,0.006600,0.7863,0.7607,0.5481,0.6012,1.3485
45,0.085650,0.081697,0.005425,0.7863,0.7521,0.5481,0.6012,1.3333
46,0.087505,0.083420,0.005761,0.7778,0.7521,0.5481,0.6012,1.3182
47,0.085507,0.081306,0.005964,0.8120,0.7778,0.5481,0.6012,1.3030
48,0.085249,0.081048,0.006071,0.7692,0.7436,0.5481,0.6012,1.2879
49,0.087249,0.083009,0.006190,0.8120,0.7692,0.5481,0.6012,1.2727
50,0.084320,0.080072,0.006125,0.8120,0.7521,0.5481,0.6012,1.2576
51,0.079552,0.074951,0.007211,0.7949,0.7521,0.5481,0.6012,1.2424
52,0.089355,0.085012,0.006539,0.8205,0.7778,0.5481,0.6012,1.2273
53,0.080978,0.076300,0.007664,0.7949,0.7607,0.5481,0.6012,1.2121
54,0.086603,0.081948,0.007375,0.7521,0.7265,0.5481,0.6012,1.1970
55,0.079863,0.075411,0.007157,0.7265,0.7436,0.5481,0.6012,1.1818
56,0.083881,0.079190,0.007618,0.7179,0.7265,0.5481,0.6012,1.1667
57,0.079915,0.075175,0.007872,0.7778,0.7607,0.5481,0.6012,1.1515
58,0.083751,0.078851,0.008312,0.7094,0.7179,0.5481,0.6012,1.1364
59,0.080538,0.075713,0.008517,0.7179,0.7009,0.5481,0.6012,1.1212
60,0.079015,0.074262,0.008064,0.7778,0.6923,0.5481,0.6012,1.1061
61,0.078370,0.073642,0.007771,0.7863,0.7607,0.5481,0.6012,1.0909
62,0.076726,0.071842,0.008223,0.6838,0.7009,0.5481,0.6012,1.0758
63,0.078475,0.073887,0.007355,0.7778,0.7350,0.5481,0.6012,1.0606
64,0.075809,0.070898,0.008359,0.7179,0.7009,0.5481,0.6012,1.0455
65,0.076894,0.072049,0.007866,0.7521,0.7863,0.5481,0.6012,1.0303
66,0.073526,0.068579,0.008560,0.7863,0.7436,0.5481,0.6012,1.0152
67,0.077463,0.071795,0.010935,0.7436,0.7350,0.5481,0.6012,1.0000
68,0.074931,0.069807,0.008889,0.7265,0.7521,0.5481,0.6012,0.9848
69,0.075111,0.069895,0.008952,0.7094,0.6667,0.5481,0.6012,0.9697
70,0.073590,0.068111,0.009960,0.7607,0.7521,0.5481,0.6012,0.9545
71,0.070383,0.065129,0.009359,0.7521,0.7692,0.5481,0.6012,0.9394
72,0.071351,0.065986,0.009877,0.7863,0.7521,0.5481,0.6012,0.9242
73,0.070898,0.065317,0.010157,0.7436,0.7436,0.5481,0.6012,0.9091
74,0.072668,0.067151,0.010063,0.7350,0.7436,0.5481,0.6012,0.8939
75,0.069674,0.064084,0.010582,0.6581,0.7350,0.5481,0.6012,0.8788
76,0.074083,0.068388,0.010885,0.7607,0.7179,0.5481,0.6012,0.8636
77,0.067203,0.061293,0.011242,0.7094,0.7094,0.5481,0.6012,0.8485
78,0.069798,0.064243,0.010508,0.7607,0.7094,0.5481,0.6012,0.8333
79,0.067046,0.061524,0.010314,0.7692,0.7179,0.5481,0.6012,0.8182
80,0.066807,0.060828,0.011434,0.7436,0.7521,0.5481,0.6012,0.8030
81,0.066436,0.060858,0.010602,0.7350,0.7179,0.5481,0.6012,0.7879
82,0.066492,0.061101,0.010064,0.7094,0.6838,0.5481,0.6012,0.7727
83,0.067636,0.061945,0.010803,0.7265,0.7179,0.5481,0.6012,0.7576
84,0.060761,0.054867,0.011223,0.7521,0.7436,0.5481,0.6012,0.7424
85,0.066690,0.061262,0.010071,0.7521,0.7692,0.5481,0.6012,0.7273
86,0.071027,0.064942,0.011675,0.7692,0.7350,0.5481,0.6012,0.7121
87,0.065828,0.060191,0.010681,0.7521,0.7350,0.5481,0.6012,0.6970
88,0.065171,0.059330,0.011246,0.7265,0.7094,0.5481,0.6012,0.6818
89,0.065013,0.058786,0.012026,0.7521,0.7094,0.5481,0.6012,0.6667
90,0.056139,0.050057,0.011739,0.7265,0.7607,0.5481,0.6012,0.6515
91,0.061044,0.055093,0.011262,0.7692,0.7692,0.5481,0.6012,0.6364
92,0.057748,0.051535,0.012231,0.7265,0.7521,0.5481,0.6012,0.6212
93,0.065245,0.059478,0.010466,0.7265,0.7350,0.5481,0.6012,0.6061
94,0.060146,0.053886,0.012578,0.7436,0.7607,0.5481,0.6012,0.5909
95,0.061154,0.055195,0.011461,0.7607,0.7350,0.5481,0.6012,0.5758
96,0.061310,0.054928,0.012472,0.7265,0.7179,0.5481,0.6012,0.5606
97,0.059703,0.053305,0.012660,0.7778,0.7009,0.5481,0.6012,0.5455
98,0.055158,0.049055,0.011696,0.7778,0.7436,0.5481,0.6012,0.5303
99,0.061840,0.055703,0.011640,0.7521,0.7094,0.5481,0.6012,0.5152
100,0.056240,0.050197,0.011591,0.7094,0.6923,0.5481,0.6012,0.5000
