epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.625442,0.615143,0.019946,0.7265,0.7119,0.5476,0.6196,2.0000
2,0.223327,0.220347,0.001739,0.7436,0.5932,0.5476,0.6196,1.9848
3,0.238285,0.235363,0.001744,0.7607,0.6780,0.5476,0.6196,1.9697
4,0.187822,0.185077,0.001362,0.8291,0.6949,0.5476,0.6196,1.9545
5,0.154194,0.151393,0.001386,0.6325,0.6356,0.5476,0.6196,1.9394
6,0.157506,0.154757,0.001122,0.4615,0.4237,0.5476,0.6196,1.9242
7,0.152949,0.150173,0.001393,0.7692,0.6610,0.5476,0.6196,1.9091
8,0.135168,0.132420,0.001216,0.7521,0.6271,0.5476,0.6196,1.8939
9,0.144391,0.141611,0.001249,0.8034,0.7203,0.5476,0.6196,1.8788
10,0.120918,0.118214,0.001162,0.7949,0.7288,0.5476,0.6196,1.8636
11,0.119265,0.116551,0.000962,0.8462,0.7288,0.5476,0.6196,1.8485
12,0.114458,0.111782,0.001067,0.5897,0.5339,0.5476,0.6196,1.8333
13,0.117122,0.114441,0.000980,0.6838,0.5932,0.5476,0.6196,1.8182
14,0.127469,0.124848,0.001040,0.8205,0.7203,0.5476,0.6196,1.8030
15,0.117814,0.115149,0.001024,0.8376,0.7203,0.5476,0.6196,1.7879
16,0.108038,0.105421,0.000985,0.7863,0.7203,0.5476,0.6196,1.7727
17,0.110759,0.108071,0.001130,0.8291,0.7458,0.5476,0.6196,1.7576
18,0.101685,0.099068,0.000971,0.8376,0.7203,0.5476,0.6196,1.7424
19,0.103883,0.101252,0.001226,0.8462,0.7627,0.5476,0.6196,1.7273
20,0.107114,0.104388,0.001242,0.8462,0.7288,0.5476,0.6196,1.7121
21,0.101093,0.098463,0.001195,0.8205,0.7373,0.5476,0.6196,1.6970
22,0.103761,0.101052,0.001325,0.8034,0.7627,0.5476,0.6196,1.6818
23,0.098808,0.096073,0.001565,0.8718,0.7797,0.5476,0.6196,1.6667
24,0.101744,0.098850,0.001892,0.8462,0.7542,0.5476,0.6196,1.6515
25,0.103728,0.100878,0.001877,0.7778,0.7373,0.5476,0.6196,1.6364
26,0.099742,0.097033,0.001352,0.8120,0.7458,0.5476,0.6196,1.6212
27,0.102855,0.099971,0.002085,0.7949,0.7712,0.5476,0.6196,1.6061
28,0.099352,0.096283,0.002584,0.7436,0.6356,0.5476,0.6196,1.5909
29,0.109599,0.106572,0.002266,0.8120,0.7797,0.5476,0.6196,1.5758
30,0.097428,0.094720,0.001501,0.8034,0.7542,0.5476,0.6196,1.5606
31,0.100811,0.097777,0.002446,0.7607,0.7373,0.5476,0.6196,1.5455
32,0.096329,0.093354,0.002224,0.8205,0.7627,0.5476,0.6196,1.5303
33,0.092426,0.089290,0.002934,0.5641,0.5254,0.5476,0.6196,1.5152
34,0.096763,0.093676,0.002913,0.8205,0.7797,0.5476,0.6196,1.5000
35,0.091540,0.088428,0.002831,0.8291,0.7881,0.5476,0.6196,1.4848
36,0.092746,0.089579,0.002920,0.7863,0.7627,0.5476,0.6196,1.4697
37,0.092411,0.089082,0.003405,0.6410,0.5932,0.5476,0.6196,1.4545
38,0.098007,0.094758,0.003571,0.8291,0.7712,0.5476,0.6196,1.4394
39,0.092292,0.088865,0.003968,0.7863,0.7542,0.5476,0.6196,1.4242
40,0.092933,0.089578,0.003457,0.8205,0.7542,0.5476,0.6196,1.4091
41,0.091367,0.088027,0.003575,0.7179,0.6949,0.5476,0.6196,1.3939
42,0.097753,0.094418,0.003824,0.7009,0.6102,0.5476,0.6196,1.3788
43,0.091798,0.088413,0.003888,0.8034,0.7712,0.5476,0.6196,1.3636
44,0.093851,0.090455,0.003970,0.7778,0.7797,0.5476,0.6196,1.3485
45,0.091098,0.087736,0.003893,0.7436,0.7288,0.5476,0.6196,1.3333
46,0.091761,0.088241,0.004375,0.7778,0.7288,0.5476,0.6196,1.3182
47,0.088686,0.084956,0.004902,0.7350,0.7203,0.5476,0.6196,1.3030
48,0.088487,0.084871,0.004796,0.7863,0.7373,0.5476,0.6196,1.2879
49,0.093215,0.089449,0.005107,0.7949,0.7797,0.5476,0.6196,1.2727
50,0.088302,0.084791,0.004218,0.7350,0.7203,0.5476,0.6196,1.2576
51,0.089596,0.086105,0.004192,0.8291,0.7797,0.5476,0.6196,1.2424
52,0.094122,0.090577,0.004220,0.7863,0.7627,0.5476,0.6196,1.2273
53,0.087706,0.083832,0.005378,0.7949,0.7797,0.5476,0.6196,1.2121
54,0.088520,0.084600,0.005531,0.6581,0.6525,0.5476,0.6196,1.1970
55,0.089830,0.085625,0.006357,0.8034,0.7627,0.5476,0.6196,1.1818
56,0.088478,0.084481,0.005918,0.7521,0.6864,0.5476,0.6196,1.1667
57,0.093508,0.089476,0.005598,0.7778,0.7542,0.5476,0.6196,1.1515
58,0.087926,0.083907,0.005717,0.8205,0.7458,0.5476,0.6196,1.1364
59,0.089447,0.085209,0.006333,0.7265,0.6780,0.5476,0.6196,1.1212
60,0.090009,0.085706,0.006761,0.7265,0.6610,0.5476,0.6196,1.1061
61,0.085197,0.080998,0.006376,0.7607,0.7712,0.5476,0.6196,1.0909
62,0.087388,0.083175,0.006394,0.6838,0.6695,0.5476,0.6196,1.0758
63,0.085938,0.081708,0.006480,0.6667,0.7203,0.5476,0.6196,1.0606
64,0.083777,0.079315,0.006940,0.7949,0.7797,0.5476,0.6196,1.0455
65,0.084696,0.080102,0.007231,0.6496,0.5932,0.5476,0.6196,1.0303
66,0.085207,0.080843,0.007055,0.7863,0.7542,0.5476,0.6196,1.0152
67,0.085868,0.081409,0.007051,0.7692,0.7203,0.5476,0.6196,1.0000
68,0.084528,0.079831,0.007552,0.7521,0.7288,0.5476,0.6196,0.9848
69,0.080614,0.075933,0.007663,0.7436,0.7288,0.5476,0.6196,0.9697
70,0.078229,0.073542,0.007804,0.7265,0.6949,0.5476,0.6196,0.9545
71,0.083870,0.078854,0.008846,0.7692,0.7373,0.5476,0.6196,0.9394
72,0.079939,0.075332,0.007794,0.6752,0.6864,0.5476,0.6196,0.9242
73,0.080292,0.074950,0.009530,0.6838,0.7373,0.5476,0.6196,0.9091
74,0.074028,0.068504,0.010265,0.7692,0.7458,0.5476,0.6196,0.8939
75,0.074486,0.069228,0.009649,0.7692,0.7542,0.5476,0.6196,0.8788
76,0.076789,0.071734,0.008951,0.5812,0.5763,0.5476,0.6196,0.8636
77,0.078754,0.073063,0.010618,0.7521,0.7203,0.5476,0.6196,0.8485
78,0.074968,0.069420,0.010201,0.7094,0.7034,0.5476,0.6196,0.8333
79,0.082465,0.077259,0.009225,0.7607,0.7966,0.5476,0.6196,0.8182
80,0.072900,0.067357,0.010146,0.7436,0.6864,0.5476,0.6196,0.8030
81,0.073317,0.067904,0.009939,0.7350,0.6949,0.5476,0.6196,0.7879
82,0.072567,0.066659,0.011353,0.7778,0.7034,0.5476,0.6196,0.7727
83,0.073785,0.067836,0.011279,0.6325,0.7288,0.5476,0.6196,0.7576
84,0.069778,0.063713,0.011859,0.7521,0.7288,0.5476,0.6196,0.7424
85,0.069885,0.063972,0.011304,0.6838,0.6949,0.5476,0.6196,0.7273
86,0.071392,0.065112,0.012190,0.7607,0.7797,0.5476,0.6196,0.7121
87,0.071439,0.065634,0.010805,0.6838,0.7288,0.5476,0.6196,0.6970
88,0.067077,0.060792,0.011889,0.7179,0.6949,0.5476,0.6196,0.6818
89,0.069061,0.062943,0.011621,0.7179,0.8220,0.5476,0.6196,0.6667
90,0.068125,0.062090,0.011277,0.7692,0.7627,0.5476,0.6196,0.6515
91,0.062911,0.056656,0.012133,0.7778,0.7627,0.5476,0.6196,0.6364
92,0.062021,0.055404,0.012844,0.7692,0.8136,0.5476,0.6196,0.6212
93,0.061994,0.055888,0.011499,0.6325,0.6780,0.5476,0.6196,0.6061
94,0.068705,0.062651,0.011252,0.7607,0.7373,0.5476,0.6196,0.5909
95,0.068758,0.062564,0.011761,0.6581,0.6949,0.5476,0.6196,0.5758
96,0.059205,0.052587,0.013042,0.7692,0.7712,0.5476,0.6196,0.5606
97,0.066185,0.059405,0.013589,0.7692,0.7288,0.5476,0.6196,0.5455
98,0.066659,0.060274,0.012460,0.7436,0.7542,0.5476,0.6196,0.5303
99,0.062414,0.056271,0.011668,0.7265,0.7542,0.5476,0.6196,0.5152
100,0.068353,0.062104,0.011864,0.7607,0.7627,0.5476,0.6196,0.5000
