epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,6.081862,0.6496,0.6667,0.4700,0.7791
2,1.448177,0.5043,0.3846,0.4700,0.7791
3,1.065040,0.5128,0.4274,0.4700,0.7791
4,0.862824,0.6410,0.5983,0.4700,0.7791
5,0.657886,0.6154,0.6068,0.4700,0.7791
6,0.627147,0.6667,0.6154,0.4700,0.7791
7,0.644065,0.4615,0.4103,0.4700,0.7791
8,0.565605,0.7094,0.6838,0.4700,0.7791
9,0.552916,0.7265,0.7350,0.4700,0.7791
10,0.518909,0.7265,0.7009,0.4700,0.7791
11,0.500972,0.7009,0.6667,0.4700,0.7791
12,0.490873,0.7607,0.7350,0.4700,0.7791
13,0.491096,0.6410,0.6154,0.4700,0.7791
14,0.462724,0.6325,0.6068,0.4700,0.7791
15,0.446977,0.7009,0.7009,0.4700,0.7791
16,0.468978,0.5299,0.5641,0.4700,0.7791
17,0.459709,0.7094,0.7094,0.4700,0.7791
18,0.442075,0.4615,0.4188,0.4700,0.7791
19,0.474233,0.7265,0.6667,0.4700,0.7791
20,0.470845,0.7009,0.7265,0.4700,0.7791
21,0.477670,0.6838,0.6923,0.4700,0.7791
22,0.447133,0.5556,0.5897,0.4700,0.7791
23,0.442675,0.7350,0.7436,0.4700,0.7791
24,0.447942,0.6581,0.7350,0.4700,0.7791
25,0.440359,0.4530,0.4444,0.4700,0.7791
26,0.461399,0.4274,0.4359,0.4700,0.7791
27,0.433720,0.7692,0.7350,0.4700,0.7791
28,0.450985,0.5641,0.6239,0.4700,0.7791
29,0.388582,0.6154,0.6239,0.4700,0.7791
30,0.464696,0.7778,0.7607,0.4700,0.7791
31,0.431012,0.7607,0.6752,0.4700,0.7791
32,0.400033,0.5983,0.6154,0.4700,0.7791
33,0.417767,0.7009,0.7692,0.4700,0.7791
34,0.411919,0.6923,0.7179,0.4700,0.7791
35,0.450730,0.6923,0.6923,0.4700,0.7791
36,0.439198,0.7863,0.7521,0.4700,0.7791
37,0.403129,0.7692,0.7949,0.4700,0.7791
38,0.405801,0.7863,0.7436,0.4700,0.7791
39,0.445982,0.7009,0.7094,0.4700,0.7791
40,0.398318,0.7607,0.7521,0.4700,0.7791
41,0.414979,0.6325,0.5983,0.4700,0.7791
42,0.412948,0.7436,0.6838,0.4700,0.7791
43,0.393930,0.6496,0.6581,0.4700,0.7791
44,0.368817,0.5897,0.6496,0.4700,0.7791
45,0.358817,0.5214,0.5641,0.4700,0.7791
46,0.380875,0.7521,0.7009,0.4700,0.7791
47,0.348272,0.5812,0.5214,0.4700,0.7791
48,0.335770,0.7094,0.7436,0.4700,0.7791
49,0.311936,0.7436,0.7094,0.4700,0.7791
50,0.371764,0.6410,0.6154,0.4700,0.7791
51,0.332619,0.6667,0.6496,0.4700,0.7791
52,0.324753,0.6923,0.7607,0.4700,0.7791
53,0.314384,0.7692,0.7350,0.4700,0.7791
54,0.349026,0.7265,0.7692,0.4700,0.7791
55,0.286748,0.5983,0.5385,0.4700,0.7791
56,0.315894,0.5897,0.6496,0.4700,0.7791
57,0.269017,0.7350,0.7179,0.4700,0.7791
58,0.255487,0.7179,0.7521,0.4700,0.7791
59,0.268837,0.7094,0.6923,0.4700,0.7791
60,0.313593,0.5385,0.5812,0.4700,0.7791
61,0.301650,0.7692,0.7607,0.4700,0.7791
62,0.340798,0.5983,0.5812,0.4700,0.7791
63,0.225812,0.6923,0.7350,0.4700,0.7791
64,0.257716,0.7436,0.7521,0.4700,0.7791
65,0.259510,0.5897,0.6325,0.4700,0.7791
66,0.240496,0.7179,0.7436,0.4700,0.7791
67,0.262968,0.5983,0.6667,0.4700,0.7791
68,0.252255,0.7521,0.7436,0.4700,0.7791
69,0.219421,0.6154,0.7009,0.4700,0.7791
70,0.242762,0.7350,0.7094,0.4700,0.7791
71,0.188534,0.7350,0.7179,0.4700,0.7791
72,0.220070,0.7350,0.7436,0.4700,0.7791
73,0.232612,0.6752,0.6923,0.4700,0.7791
74,0.189738,0.6667,0.7009,0.4700,0.7791
75,0.204878,0.7521,0.7265,0.4700,0.7791
76,0.230241,0.7436,0.7350,0.4700,0.7791
77,0.165401,0.7265,0.8120,0.4700,0.7791
78,0.227164,0.7436,0.7350,0.4700,0.7791
79,0.228288,0.6923,0.7009,0.4700,0.7791
80,0.179980,0.6667,0.6667,0.4700,0.7791
81,0.167177,0.6239,0.6752,0.4700,0.7791
82,0.232278,0.7350,0.7009,0.4700,0.7791
83,0.187162,0.7692,0.7692,0.4700,0.7791
84,0.180769,0.7436,0.7436,0.4700,0.7791
85,0.211186,0.7350,0.8120,0.4700,0.7791
86,0.233997,0.7436,0.7521,0.4700,0.7791
87,0.158239,0.6496,0.6838,0.4700,0.7791
88,0.208105,0.7521,0.7436,0.4700,0.7791
89,0.187517,0.7436,0.7265,0.4700,0.7791
90,0.178220,0.7265,0.7521,0.4700,0.7791
91,0.187694,0.7607,0.7009,0.4700,0.7791
92,0.187215,0.8034,0.7521,0.4700,0.7791
93,0.219952,0.7350,0.7436,0.4700,0.7791
94,0.186153,0.7436,0.6667,0.4700,0.7791
95,0.193318,0.7350,0.7521,0.4700,0.7791
96,0.169251,0.7607,0.7863,0.4700,0.7791
97,0.237051,0.7692,0.7436,0.4700,0.7791
98,0.196130,0.7350,0.7521,0.4700,0.7791
99,0.153410,0.6410,0.6496,0.4700,0.7791
100,0.166213,0.6923,0.7009,0.4700,0.7791
