epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
52,0.037356,0.065267,0.014720,0.028684,-0.114020,0.7265,0.7458,0.6297,0.5878,0.4968,1.2273
53,0.035519,0.065656,0.014672,0.028526,-0.121366,0.6752,0.7288,0.6299,0.5429,0.4967,1.2121
54,0.036430,0.065427,0.014035,0.032212,-0.119991,0.7350,0.7119,0.6298,0.4447,0.4968,1.1970
55,0.038212,0.065861,0.015603,0.031270,-0.114948,0.7350,0.7542,0.6298,0.6852,0.4968,1.1818
56,0.034811,0.062143,0.017084,0.029225,-0.112519,0.6496,0.7119,0.6298,0.6521,0.4967,1.1667
57,0.036091,0.063071,0.015801,0.029969,-0.111815,0.7350,0.6695,0.6297,0.5218,0.4968,1.1515
58,0.034244,0.063867,0.018456,0.026066,-0.118056,0.6581,0.7542,0.6297,0.5255,0.4968,1.1364
59,0.041855,0.066293,0.017721,0.036729,-0.107920,0.7350,0.7119,0.6297,0.6793,0.4968,1.1212
60,0.037510,0.063978,0.016858,0.035818,-0.114079,0.7350,0.7288,0.6297,0.5887,0.4968,1.1061
61,0.031770,0.056204,0.017504,0.037210,-0.108212,0.7607,0.6525,0.6295,0.4006,0.4968,1.0909
62,0.034218,0.060678,0.017086,0.041736,-0.117950,0.7778,0.7203,0.6296,0.4786,0.4968,1.0758
63,0.031951,0.061149,0.018268,0.030935,-0.119947,0.7436,0.7034,0.6297,0.5419,0.4968,1.0606
64,0.037230,0.059079,0.018394,0.039998,-0.101512,0.6581,0.7034,0.6296,0.5232,0.4968,1.0455
65,0.030858,0.058899,0.021187,0.030302,-0.115711,0.7521,0.6864,0.6298,0.4446,0.4968,1.0303
66,0.031051,0.059581,0.017390,0.035619,-0.120807,0.7265,0.6949,0.6296,0.5280,0.4968,1.0152
67,0.033962,0.061443,0.017138,0.035959,-0.117509,0.6923,0.7542,0.6295,0.4885,0.4968,1.0000
68,0.023733,0.054200,0.019729,0.031457,-0.124531,0.7436,0.7288,0.6298,0.5023,0.4967,0.9848
69,0.029672,0.055766,0.021375,0.033062,-0.111070,0.7607,0.7627,0.6297,0.6096,0.4968,0.9697
70,0.023367,0.050890,0.021053,0.031971,-0.115070,0.7009,0.6610,0.6296,0.5394,0.4968,0.9545
71,0.024024,0.049880,0.020948,0.035250,-0.111738,0.7265,0.7034,0.6298,0.4975,0.4968,0.9394
72,0.026570,0.056058,0.023044,0.027370,-0.118618,0.7094,0.7542,0.6296,0.6646,0.4968,0.9242
73,0.022168,0.050687,0.024219,0.030848,-0.117710,0.6752,0.7373,0.6298,0.5115,0.4968,0.9091
74,0.017125,0.048237,0.021889,0.030957,-0.126359,0.7350,0.7712,0.6297,0.5454,0.4968,0.8939
75,0.027684,0.055361,0.023226,0.034106,-0.117054,0.7436,0.7627,0.6297,0.5881,0.4968,0.8788
76,0.022914,0.049245,0.024609,0.038844,-0.115745,0.7265,0.6949,0.6296,0.5586,0.4968,0.8636
77,0.018494,0.048836,0.024586,0.030548,-0.123559,0.6838,0.6949,0.6298,0.5334,0.4968,0.8485
78,0.017855,0.046571,0.023809,0.029166,-0.117261,0.7350,0.6780,0.6296,0.5404,0.4968,0.8333
79,0.020710,0.049654,0.025897,0.029275,-0.118146,0.7436,0.7542,0.6297,0.6024,0.4968,0.8182
80,0.017595,0.049503,0.027940,0.024171,-0.124616,0.7607,0.7034,0.6298,0.5362,0.4967,0.8030
81,0.018968,0.048204,0.026296,0.031522,-0.120607,0.7863,0.7288,0.6296,0.6017,0.4968,0.7879
82,0.017646,0.045172,0.027979,0.031410,-0.114873,0.7265,0.7373,0.6296,0.5392,0.4968,0.7727
83,0.019796,0.050059,0.028771,0.025157,-0.119814,0.7607,0.7288,0.6296,0.6150,0.4968,0.7576
84,0.017213,0.045216,0.027528,0.029371,-0.115140,0.7009,0.7458,0.6294,0.5162,0.4968,0.7424
85,0.017293,0.047954,0.028296,0.026464,-0.122019,0.7265,0.7542,0.6295,0.5631,0.4968,0.7273
86,0.013236,0.044216,0.029729,0.029788,-0.125377,0.7179,0.7288,0.6298,0.5941,0.4968,0.7121
87,0.013962,0.043276,0.027708,0.029781,-0.119767,0.7179,0.7373,0.6296,0.4994,0.4968,0.6970
88,0.011013,0.042146,0.027825,0.031592,-0.127002,0.7436,0.7797,0.6296,0.5927,0.4968,0.6818
89,0.012302,0.041606,0.027134,0.034545,-0.122861,0.6838,0.7458,0.6296,0.5969,0.4968,0.6667
90,0.015621,0.041804,0.025106,0.043377,-0.118282,0.7436,0.7458,0.6295,0.5251,0.4968,0.6515
91,0.015185,0.044917,0.027034,0.036419,-0.125515,0.7436,0.7119,0.6296,0.6047,0.4968,0.6364
92,0.009261,0.035984,0.030285,0.035257,-0.114823,0.7350,0.7034,0.6295,0.6400,0.4969,0.6212
93,0.020426,0.051174,0.028898,0.029123,-0.124108,0.7607,0.7373,0.6296,0.5960,0.4968,0.6061
94,0.010775,0.040702,0.030033,0.032844,-0.123940,0.7607,0.7542,0.6295,0.5542,0.4968,0.5909
95,0.013691,0.041574,0.033578,0.030997,-0.115905,0.7009,0.6780,0.6296,0.5102,0.4968,0.5758
96,0.015056,0.045291,0.027312,0.026698,-0.120781,0.6838,0.7203,0.6296,0.5187,0.4968,0.5606
97,0.003155,0.033947,0.029983,0.025873,-0.122099,0.6838,0.7542,0.6296,0.5507,0.4968,0.5455
98,0.011157,0.042042,0.026834,0.032563,-0.126814,0.7179,0.6864,0.6296,0.5452,0.4968,0.5303
99,0.012169,0.041259,0.030055,0.034321,-0.122052,0.7009,0.6610,0.6295,0.6078,0.4968,0.5152
100,0.011826,0.041786,0.030937,0.030832,-0.122670,0.7179,0.7034,0.6295,0.4770,0.4968,0.5000
