epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.566076,0.564521,0.017789,0.5897,0.5172,0.5486,2.0000
2,0.241178,0.240935,0.003166,0.5641,0.5177,0.5483,1.9848
3,0.167897,0.167775,0.001678,0.6667,0.5168,0.5500,1.9697
4,0.157033,0.156938,0.001343,0.7009,0.5102,0.5629,1.9545
5,0.147672,0.147602,0.001026,0.6667,0.5105,0.5633,1.9394
6,0.131144,0.131073,0.001067,0.6410,0.5395,0.5162,1.9242
7,0.132301,0.132235,0.001014,0.6752,0.4871,0.6008,1.9091
8,0.128104,0.128023,0.001243,0.6923,0.4824,0.6068,1.8939
9,0.110333,0.110258,0.001149,0.6581,0.4868,0.6014,1.8788
10,0.131892,0.131809,0.001280,0.7265,0.4902,0.5978,1.8636
11,0.113839,0.113762,0.001212,0.6838,0.4883,0.6019,1.8485
12,0.116263,0.116174,0.001425,0.7009,0.4850,0.6062,1.8333
13,0.113363,0.113290,0.001143,0.5726,0.4897,0.6009,1.8182
14,0.115489,0.115419,0.001168,0.6581,0.4864,0.6053,1.8030
15,0.110190,0.110115,0.001232,0.7009,0.4958,0.5926,1.7879
16,0.103656,0.103576,0.001293,0.6752,0.4798,0.6131,1.7727
17,0.100300,0.100224,0.001282,0.7521,0.4821,0.6107,1.7576
18,0.101918,0.101816,0.001711,0.7350,0.4835,0.6093,1.7424
19,0.100537,0.100436,0.001674,0.7350,0.4832,0.6087,1.7273
20,0.096181,0.096097,0.001410,0.7692,0.4863,0.6046,1.7121
21,0.095377,0.095231,0.002241,0.7436,0.4823,0.6096,1.6970
22,0.099506,0.099380,0.002070,0.7607,0.4790,0.6138,1.6818
23,0.095148,0.094983,0.002647,0.7436,0.4770,0.6160,1.6667
24,0.092702,0.092531,0.002736,0.7350,0.4756,0.6174,1.6515
25,0.092395,0.092226,0.002599,0.7692,0.4741,0.6186,1.6364
26,0.092367,0.092188,0.002723,0.7521,0.4718,0.6206,1.6212
27,0.089208,0.089011,0.003138,0.7692,0.4734,0.6194,1.6061
28,0.088047,0.087850,0.003238,0.7350,0.4717,0.6208,1.5909
29,0.092793,0.092599,0.003055,0.7692,0.4712,0.6210,1.5758
30,0.089097,0.088818,0.004224,0.7692,0.4708,0.6215,1.5606
31,0.088861,0.088625,0.003762,0.7778,0.4716,0.6211,1.5455
32,0.088037,0.087755,0.004384,0.7436,0.4699,0.6224,1.5303
33,0.089524,0.089241,0.004395,0.7521,0.4726,0.6205,1.5152
34,0.088256,0.087957,0.004566,0.7521,0.4698,0.6222,1.5000
35,0.084259,0.083940,0.004894,0.7265,0.4703,0.6222,1.4848
36,0.087168,0.086819,0.005192,0.7350,0.4705,0.6216,1.4697
37,0.086637,0.086311,0.004978,0.7436,0.4701,0.6220,1.4545
38,0.085437,0.085036,0.005951,0.7521,0.4708,0.6218,1.4394
39,0.083727,0.083346,0.005986,0.7436,0.4697,0.6225,1.4242
40,0.082507,0.082062,0.006815,0.7521,0.4689,0.6228,1.4091
41,0.080905,0.080445,0.006847,0.7094,0.4695,0.6225,1.3939
42,0.089730,0.089337,0.006087,0.7521,0.4693,0.6226,1.3788
43,0.083102,0.082560,0.007895,0.7436,0.4695,0.6226,1.3636
44,0.086481,0.086059,0.006301,0.7607,0.4701,0.6223,1.3485
45,0.084272,0.083687,0.008433,0.7692,0.4687,0.6230,1.3333
46,0.078506,0.077940,0.008176,0.7692,0.4693,0.6227,1.3182
47,0.080876,0.080263,0.008765,0.7521,0.4689,0.6228,1.3030
48,0.078452,0.077878,0.008578,0.7179,0.4698,0.6224,1.2879
49,0.080832,0.080223,0.008731,0.7009,0.4706,0.6222,1.2727
50,0.080687,0.079975,0.010121,0.7009,0.4691,0.6228,1.2576
51,0.078341,0.077691,0.009387,0.7607,0.4692,0.6229,1.2424
52,0.077217,0.076477,0.010595,0.7265,0.4689,0.6229,1.2273
53,0.076314,0.075557,0.010555,0.7179,0.4697,0.6226,1.2121
54,0.072802,0.071974,0.011501,0.7094,0.4699,0.6225,1.1970
55,0.073078,0.072182,0.012552,0.7436,0.4688,0.6230,1.1818
56,0.068873,0.068014,0.012201,0.7179,0.4694,0.6227,1.1667
57,0.070940,0.070061,0.012415,0.7521,0.4699,0.6225,1.1515
58,0.069021,0.068086,0.013132,0.7863,0.4701,0.6224,1.1364
59,0.067240,0.066294,0.013435,0.6325,0.4707,0.6220,1.1212
60,0.068481,0.067377,0.015436,0.7179,0.4696,0.6228,1.1061
61,0.068490,0.067392,0.015583,0.7265,0.4692,0.6228,1.0909
62,0.065610,0.064526,0.014963,0.7436,0.4694,0.6228,1.0758
63,0.064064,0.062900,0.015820,0.7179,0.4704,0.6225,1.0606
64,0.065449,0.064282,0.016018,0.7863,0.4694,0.6228,1.0455
65,0.064325,0.063104,0.016678,0.7179,0.4692,0.6229,1.0303
66,0.063000,0.061768,0.016679,0.7863,0.4687,0.6230,1.0152
67,0.060609,0.059419,0.016086,0.7607,0.4686,0.6231,1.0000
68,0.058925,0.057758,0.015905,0.7607,0.4687,0.6230,0.9848
69,0.065143,0.063818,0.017817,0.7778,0.4689,0.6228,0.9697
70,0.056918,0.055637,0.017490,0.7179,0.4689,0.6228,0.9545
71,0.067111,0.065691,0.019078,0.7521,0.4688,0.6228,0.9394
72,0.057103,0.055609,0.019934,0.7436,0.4689,0.6230,0.9242
73,0.052871,0.051414,0.019433,0.7436,0.4693,0.6228,0.9091
74,0.054779,0.053343,0.019407,0.7521,0.4689,0.6229,0.8939
75,0.061479,0.060071,0.019099,0.6923,0.4689,0.6230,0.8788
76,0.060213,0.058648,0.021164,0.7607,0.4688,0.6230,0.8636
77,0.056523,0.055047,0.019598,0.7778,0.4691,0.6230,0.8485
78,0.050612,0.049087,0.020531,0.8034,0.4690,0.6229,0.8333
79,0.055075,0.053458,0.021122,0.7607,0.4691,0.6229,0.8182
80,0.054737,0.053149,0.021134,0.6752,0.4691,0.6229,0.8030
81,0.048928,0.047370,0.020780,0.7778,0.4684,0.6231,0.7879
82,0.052404,0.050866,0.020734,0.7265,0.4691,0.6229,0.7727
83,0.053417,0.051826,0.021181,0.7265,0.4692,0.6229,0.7576
84,0.049979,0.048519,0.019381,0.7436,0.4697,0.6226,0.7424
85,0.045594,0.043985,0.021087,0.6752,0.4690,0.6230,0.7273
86,0.045083,0.043443,0.021474,0.7521,0.4684,0.6231,0.7121
87,0.049426,0.047782,0.021460,0.7521,0.4696,0.6227,0.6970
88,0.044789,0.043125,0.021883,0.7692,0.4693,0.6230,0.6818
89,0.051596,0.049857,0.022652,0.7521,0.4690,0.6230,0.6667
90,0.044879,0.043070,0.023316,0.6923,0.4684,0.6231,0.6515
91,0.050279,0.048553,0.022448,0.7521,0.4688,0.6231,0.6364
92,0.043227,0.041512,0.022675,0.7265,0.4689,0.6231,0.6212
93,0.041233,0.039592,0.021360,0.7179,0.4691,0.6230,0.6061
94,0.039059,0.037445,0.020834,0.7265,0.4689,0.6231,0.5909
95,0.039815,0.038029,0.023396,0.7094,0.4701,0.6228,0.5758
96,0.043676,0.041911,0.022961,0.7265,0.4688,0.6231,0.5606
97,0.041177,0.039378,0.023144,0.7265,0.4694,0.6228,0.5455
98,0.036535,0.034708,0.023501,0.7607,0.4686,0.6230,0.5303
99,0.044612,0.042827,0.023211,0.5556,0.4693,0.6230,0.5152
100,0.044205,0.042446,0.022962,0.7436,0.4687,0.6231,0.5000
