epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.617962,0.616059,0.021670,0.6695,0.6180,0.7970,2.0000
2,0.233181,0.232853,0.004267,0.5000,0.6148,0.7985,1.9848
3,0.176643,0.176414,0.003054,0.7373,0.6145,0.7991,1.9697
4,0.156032,0.155886,0.002045,0.6780,0.6125,0.8004,1.9545
5,0.124435,0.124289,0.002109,0.7373,0.6080,0.8030,1.9394
6,0.148898,0.148739,0.002344,0.6695,0.6053,0.8049,1.9242
7,0.134088,0.133913,0.002550,0.7712,0.5985,0.8092,1.9091
8,0.115799,0.115642,0.002334,0.7119,0.5944,0.8118,1.8939
9,0.114072,0.113935,0.002154,0.5085,0.5960,0.8107,1.8788
10,0.108423,0.108289,0.002062,0.6017,0.6029,0.8068,1.8636
11,0.111378,0.111260,0.001892,0.7034,0.5958,0.8108,1.8485
12,0.118289,0.118141,0.002289,0.6017,0.5954,0.8110,1.8333
13,0.109377,0.109276,0.001647,0.7627,0.5950,0.8112,1.8182
14,0.103391,0.103201,0.002869,0.7627,0.5921,0.8124,1.8030
15,0.104624,0.104489,0.002218,0.7203,0.5927,0.8120,1.7879
16,0.098981,0.098817,0.002670,0.5593,0.5886,0.8139,1.7727
17,0.099636,0.099478,0.002569,0.6949,0.5883,0.8139,1.7576
18,0.097917,0.097765,0.002478,0.6864,0.5848,0.8159,1.7424
19,0.094788,0.094635,0.002447,0.8051,0.5841,0.8164,1.7273
20,0.094483,0.094287,0.003135,0.7627,0.5798,0.8183,1.7121
21,0.100579,0.100432,0.002461,0.8051,0.5858,0.8149,1.6970
22,0.095538,0.095338,0.003285,0.6102,0.5853,0.8152,1.6818
23,0.090927,0.090710,0.003566,0.7797,0.5857,0.8146,1.6667
24,0.090199,0.090039,0.002616,0.7712,0.5788,0.8181,1.6515
25,0.094150,0.093955,0.003221,0.7458,0.5746,0.8200,1.6364
26,0.091838,0.091625,0.003478,0.7712,0.5798,0.8167,1.6212
27,0.088167,0.087933,0.003665,0.7288,0.5754,0.8186,1.6061
28,0.091470,0.091231,0.003820,0.7458,0.5626,0.8256,1.5909
29,0.086158,0.085885,0.004176,0.7627,0.5327,0.8435,1.5758
30,0.089505,0.089206,0.004668,0.8136,0.5335,0.8433,1.5606
31,0.085704,0.085423,0.004433,0.7373,0.5526,0.8322,1.5455
32,0.087309,0.087001,0.004693,0.7797,0.5385,0.8392,1.5303
33,0.085635,0.085239,0.005703,0.7712,0.5280,0.8443,1.5152
34,0.089574,0.089302,0.004270,0.7627,0.5239,0.8467,1.5000
35,0.087701,0.087373,0.004768,0.7458,0.5209,0.8481,1.4848
36,0.084778,0.084419,0.005186,0.7542,0.5296,0.8425,1.4697
37,0.085030,0.084651,0.005510,0.7712,0.5216,0.8466,1.4545
38,0.083057,0.082667,0.005723,0.6102,0.5122,0.8528,1.4394
39,0.089979,0.089544,0.006186,0.7458,0.5201,0.8465,1.4242
40,0.085942,0.085498,0.006244,0.6525,0.4991,0.8607,1.4091
41,0.082128,0.081673,0.006424,0.7373,0.4940,0.8635,1.3939
42,0.083697,0.083198,0.007005,0.7373,0.4911,0.8655,1.3788
43,0.083254,0.082761,0.007052,0.7542,0.4906,0.8656,1.3636
44,0.084773,0.084246,0.007443,0.6949,0.4894,0.8674,1.3485
45,0.076238,0.075706,0.007514,0.7288,0.4884,0.8669,1.3333
46,0.083934,0.083401,0.007332,0.7797,0.4865,0.8676,1.3182
47,0.077859,0.077327,0.007523,0.7203,0.4888,0.8654,1.3030
48,0.078726,0.078076,0.008857,0.7034,0.4823,0.8718,1.2879
49,0.081160,0.080574,0.008066,0.6441,0.4797,0.8729,1.2727
50,0.076790,0.076235,0.007885,0.5593,0.4784,0.8738,1.2576
51,0.077269,0.076638,0.008758,0.7288,0.4768,0.8750,1.2424
52,0.076445,0.075817,0.008615,0.7458,0.4779,0.8735,1.2273
53,0.076370,0.075749,0.008659,0.6271,0.4773,0.8746,1.2121
54,0.075364,0.074757,0.008770,0.7119,0.4802,0.8714,1.1970
55,0.073721,0.073063,0.009090,0.7373,0.4745,0.8762,1.1818
56,0.073583,0.072886,0.009645,0.6525,0.4746,0.8765,1.1667
57,0.074423,0.073736,0.009676,0.5932,0.4724,0.8775,1.1515
58,0.072054,0.071328,0.010007,0.6610,0.4721,0.8778,1.1364
59,0.073587,0.072890,0.009830,0.7712,0.4714,0.8781,1.1212
60,0.071455,0.070711,0.010505,0.6695,0.4706,0.8786,1.1061
61,0.070530,0.069902,0.008886,0.6695,0.4716,0.8783,1.0909
62,0.070822,0.070074,0.010500,0.7627,0.4711,0.8785,1.0758
63,0.066205,0.065425,0.011075,0.7712,0.4700,0.8789,1.0606
64,0.073957,0.073234,0.010089,0.6695,0.4705,0.8788,1.0455
65,0.062612,0.061710,0.012375,0.7203,0.4711,0.8786,1.0303
66,0.065715,0.064846,0.011814,0.7119,0.4710,0.8787,1.0152
67,0.068254,0.067353,0.012322,0.6949,0.4701,0.8789,1.0000
68,0.069252,0.068414,0.011604,0.7119,0.4704,0.8789,0.9848
69,0.062613,0.061693,0.012769,0.6949,0.4696,0.8791,0.9697
70,0.065377,0.064416,0.013137,0.7288,0.4699,0.8790,0.9545
71,0.060770,0.059931,0.011793,0.7288,0.4700,0.8790,0.9394
72,0.064280,0.063325,0.013215,0.7034,0.4700,0.8789,0.9242
73,0.065001,0.064142,0.011770,0.7458,0.4698,0.8790,0.9091
74,0.063429,0.062515,0.012574,0.6695,0.4700,0.8790,0.8939
75,0.063124,0.062188,0.012659,0.7288,0.4698,0.8791,0.8788
76,0.060756,0.059786,0.013166,0.7797,0.4699,0.8791,0.8636
77,0.056723,0.055698,0.013953,0.7119,0.4697,0.8791,0.8485
78,0.063094,0.062176,0.012325,0.7373,0.4700,0.8791,0.8333
79,0.057399,0.056417,0.013327,0.7627,0.4700,0.8790,0.8182
80,0.056280,0.055204,0.014602,0.7288,0.4696,0.8791,0.8030
81,0.056078,0.054982,0.014846,0.7203,0.4703,0.8790,0.7879
82,0.058746,0.057609,0.015600,0.7458,0.4698,0.8791,0.7727
83,0.054726,0.053732,0.013725,0.7288,0.4700,0.8790,0.7576
84,0.058839,0.057764,0.014568,0.6525,0.4703,0.8790,0.7424
85,0.051731,0.050680,0.014315,0.6780,0.4703,0.8790,0.7273
86,0.057738,0.056649,0.014677,0.7288,0.4696,0.8791,0.7121
87,0.056382,0.055326,0.014275,0.6695,0.4699,0.8791,0.6970
88,0.057408,0.056247,0.015521,0.7373,0.4701,0.8791,0.6818
89,0.051114,0.049862,0.016766,0.7458,0.4699,0.8791,0.6667
90,0.052231,0.051058,0.015439,0.7119,0.4698,0.8791,0.6515
91,0.048338,0.047136,0.016039,0.6610,0.4706,0.8789,0.6364
92,0.049270,0.048018,0.016761,0.6525,0.4703,0.8791,0.6212
93,0.047418,0.046214,0.015893,0.7203,0.4701,0.8790,0.6061
94,0.045213,0.043957,0.016472,0.6780,0.4705,0.8790,0.5909
95,0.049859,0.048614,0.016398,0.6949,0.4696,0.8791,0.5758
96,0.050549,0.049281,0.016647,0.7373,0.4694,0.8791,0.5606
97,0.045674,0.044411,0.016381,0.7034,0.4702,0.8790,0.5455
98,0.037998,0.036664,0.017209,0.7203,0.4700,0.8791,0.5303
99,0.045934,0.044511,0.018361,0.7458,0.4700,0.8791,0.5152
100,0.041690,0.040379,0.017113,0.6695,0.4699,0.8791,0.5000
