epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.807375,0.808074,0.008242,0.002048,-0.008693,0.7521,0.6864,0.6151,0.5930,0.3366,2.0000
2,0.195958,0.197945,0.001007,0.000253,-0.008772,0.7863,0.7203,0.6277,0.5733,0.3087,1.9848
3,0.272932,0.274959,0.001167,0.000559,-0.008870,0.6667,0.6441,0.6309,0.5926,0.3032,1.9697
4,0.192575,0.194947,0.000614,0.000321,-0.009698,0.7863,0.6864,0.6311,0.5819,0.3030,1.9545
5,0.165300,0.167654,0.000685,0.000839,-0.010037,0.8120,0.6949,0.6310,0.5839,0.3031,1.9394
6,0.168732,0.171442,0.000701,0.000521,-0.011008,0.7094,0.7119,0.6312,0.5966,0.3030,1.9242
7,0.180749,0.183936,0.000708,0.001193,-0.013048,0.7350,0.7034,0.6311,0.6238,0.3030,1.9091
8,0.151683,0.155914,0.000679,0.003679,-0.018216,0.7778,0.6186,0.6310,0.6399,0.3031,1.8939
9,0.140438,0.143239,0.000850,0.010439,-0.017934,0.5641,0.5085,0.6312,0.6243,0.3030,1.8788
10,0.147601,0.154392,0.000761,0.004578,-0.027323,0.6752,0.6610,0.6312,0.5993,0.3030,1.8636
11,0.124864,0.132019,0.000665,0.006177,-0.029582,0.8120,0.7542,0.6313,0.6580,0.3028,1.8485
12,0.122752,0.127254,0.000803,0.011314,-0.024165,0.7265,0.5932,0.6311,0.5939,0.3030,1.8333
13,0.122126,0.131599,0.000823,0.008032,-0.038537,0.7949,0.7288,0.6313,0.6296,0.3027,1.8182
14,0.108303,0.119739,0.000692,0.011055,-0.047092,0.8034,0.7542,0.6312,0.5317,0.3029,1.8030
15,0.097008,0.113465,0.000739,0.030801,-0.076988,0.7863,0.7797,0.6313,0.8148,0.3027,1.7879
16,0.088083,0.108858,0.000834,0.033343,-0.093110,0.7863,0.6780,0.6312,0.5443,0.3029,1.7727
17,0.090563,0.114341,0.000854,0.035032,-0.104220,0.5043,0.4831,0.6313,0.4438,0.3027,1.7576
18,0.074532,0.100038,0.000898,0.034316,-0.109524,0.8120,0.7203,0.6312,0.4816,0.3028,1.7424
19,0.077239,0.099955,0.001152,0.040682,-0.104477,0.8376,0.7542,0.6313,0.3516,0.3027,1.7273
20,0.075826,0.098605,0.001294,0.039147,-0.103662,0.7949,0.7288,0.6312,0.6128,0.3028,1.7121
21,0.072278,0.097576,0.000980,0.033738,-0.108401,0.8376,0.7627,0.6313,0.5698,0.3027,1.6970
22,0.072092,0.096232,0.001574,0.034963,-0.105456,0.7949,0.7203,0.6312,0.8147,0.3028,1.6818
