epoch,loss,task_loss,compute_loss,head_sparse_loss,head_div_loss,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
23,0.071183,0.094057,0.001925,0.034079,-0.100608,0.8462,0.7712,0.6313,0.4470,0.3027,1.6667
24,0.077211,0.099918,0.001934,0.039706,-0.103769,0.8462,0.7881,0.6313,0.6301,0.3027,1.6515
25,0.071737,0.095560,0.001592,0.036590,-0.105445,0.8547,0.7797,0.6313,0.5782,0.3027,1.6364
26,0.066718,0.090973,0.001936,0.038002,-0.107826,0.8462,0.7627,0.6312,0.6048,0.3029,1.6212
27,0.074428,0.099770,0.002918,0.035224,-0.109624,0.8291,0.7542,0.6312,0.5055,0.3027,1.6061
28,0.066443,0.093502,0.002847,0.030848,-0.112414,0.8376,0.7542,0.6313,0.6549,0.3027,1.5909
29,0.065319,0.090950,0.003700,0.032285,-0.108649,0.8120,0.7458,0.6313,0.5695,0.3027,1.5758
30,0.068699,0.095516,0.003759,0.029054,-0.110403,0.7692,0.7203,0.6313,0.6013,0.3027,1.5606
31,0.065745,0.089912,0.003166,0.038328,-0.107740,0.7778,0.7373,0.6313,0.4311,0.3027,1.5455
32,0.066878,0.092514,0.003738,0.033501,-0.109458,0.8291,0.7627,0.6312,0.4573,0.3027,1.5303
33,0.061179,0.090728,0.003808,0.031230,-0.120995,0.8034,0.7542,0.6313,0.6857,0.3029,1.5152
34,0.063141,0.090540,0.004589,0.030001,-0.113037,0.7863,0.7373,0.6313,0.5694,0.3027,1.5000
35,0.062488,0.088571,0.004254,0.038151,-0.114060,0.7350,0.7542,0.6312,0.5531,0.3028,1.4848
36,0.060661,0.089580,0.005004,0.029708,-0.117894,0.7778,0.7627,0.6311,0.6036,0.3030,1.4697
37,0.062643,0.089435,0.005690,0.033289,-0.113217,0.7778,0.7797,0.6311,0.4265,0.3029,1.4545
38,0.061174,0.089852,0.006191,0.033899,-0.119929,0.7778,0.7627,0.6312,0.5283,0.3028,1.4394
39,0.057375,0.087047,0.007110,0.023666,-0.116415,0.7607,0.7119,0.6313,0.4935,0.3027,1.4242
40,0.060528,0.090345,0.005304,0.027816,-0.119685,0.7094,0.7203,0.6312,0.5051,0.3029,1.4091
41,0.062376,0.088253,0.006155,0.038906,-0.113945,0.7350,0.7288,0.6311,0.5264,0.3029,1.3939
42,0.058871,0.088806,0.007489,0.030221,-0.121698,0.7949,0.6949,0.6312,0.5535,0.3029,1.3788
43,0.055871,0.085373,0.008800,0.027239,-0.118233,0.8205,0.7881,0.6312,0.5025,0.3027,1.3636
44,0.060762,0.088860,0.009123,0.035469,-0.119067,0.7949,0.7458,0.6311,0.5680,0.3030,1.3485
45,0.058086,0.084922,0.009029,0.033302,-0.113427,0.7863,0.7119,0.6313,0.4419,0.3027,1.3333
46,0.057658,0.084507,0.009210,0.036574,-0.115656,0.7778,0.7288,0.6311,0.4507,0.3030,1.3182
47,0.056238,0.087572,0.008076,0.027645,-0.124639,0.8205,0.7373,0.6311,0.6014,0.3031,1.3030
48,0.057214,0.086305,0.009966,0.029768,-0.118603,0.8205,0.7119,0.6312,0.5501,0.3028,1.2879
49,0.054844,0.084056,0.009828,0.027725,-0.117651,0.8205,0.7542,0.6312,0.5982,0.3028,1.2727
50,0.053769,0.081019,0.008636,0.033709,-0.115092,0.7350,0.7203,0.6312,0.4785,0.3029,1.2576
51,0.050883,0.080798,0.011454,0.029585,-0.121279,0.7863,0.7458,0.6313,0.5570,0.3028,1.2424
52,0.055922,0.083197,0.009478,0.037092,-0.117433,0.7692,0.7458,0.6311,0.5837,0.3030,1.2273
53,0.058639,0.084698,0.010414,0.033075,-0.110745,0.7607,0.7458,0.6311,0.5849,0.3031,1.2121
54,0.052062,0.078965,0.013320,0.031043,-0.112256,0.7778,0.6780,0.6310,0.5914,0.3031,1.1970
55,0.052180,0.080817,0.010786,0.034454,-0.120187,0.7265,0.6525,0.6311,0.4930,0.3031,1.1818
56,0.050517,0.078692,0.011684,0.034831,-0.118926,0.7778,0.7034,0.6310,0.5297,0.3031,1.1667
57,0.043789,0.075190,0.013062,0.026581,-0.124229,0.7949,0.7373,0.6311,0.6641,0.3029,1.1515
58,0.047790,0.077731,0.012840,0.027399,-0.119931,0.7521,0.6949,0.6311,0.5697,0.3030,1.1364
59,0.047456,0.077658,0.012051,0.028230,-0.121287,0.7949,0.7712,0.6311,0.5255,0.3029,1.1212
60,0.046882,0.074685,0.013768,0.034000,-0.117181,0.7949,0.7797,0.6312,0.5990,0.3030,1.1061
61,0.046293,0.074185,0.012508,0.036548,-0.119157,0.7436,0.7627,0.6312,0.4810,0.3028,1.0909
62,0.043649,0.072086,0.013728,0.031236,-0.117489,0.7607,0.7712,0.6311,0.5738,0.3030,1.0758
63,0.040655,0.072209,0.016111,0.024126,-0.123196,0.7692,0.7288,0.6311,0.5250,0.3030,1.0606
64,0.038007,0.071108,0.013972,0.028780,-0.131344,0.7778,0.8136,0.6309,0.5365,0.3031,1.0455
65,0.044541,0.073112,0.016274,0.031282,-0.118022,0.7692,0.7288,0.6310,0.5601,0.3031,1.0303
66,0.039445,0.066776,0.016453,0.029890,-0.112966,0.7607,0.7627,0.6310,0.5350,0.3031,1.0152
67,0.038674,0.066311,0.018729,0.028532,-0.113156,0.7692,0.7542,0.6310,0.5649,0.3031,1.0000
68,0.036098,0.066044,0.018475,0.029958,-0.121799,0.7778,0.8051,0.6311,0.5429,0.3030,0.9848
69,0.039071,0.067355,0.015451,0.036419,-0.120492,0.7350,0.7458,0.6310,0.5818,0.3031,0.9697
70,0.036550,0.066347,0.017290,0.030921,-0.121881,0.7094,0.7627,0.6308,0.6248,0.3032,0.9545
71,0.036983,0.065447,0.021220,0.027022,-0.114925,0.7949,0.7627,0.6309,0.5301,0.3031,0.9394
72,0.034698,0.063137,0.020303,0.030355,-0.117091,0.6923,0.7373,0.6308,0.5707,0.3031,0.9242
73,0.036618,0.064678,0.018152,0.039556,-0.121883,0.7863,0.7119,0.6310,0.5298,0.3030,0.9091
74,0.028672,0.059305,0.019487,0.028420,-0.123050,0.7179,0.6949,0.6308,0.5583,0.3031,0.8939
75,0.028288,0.055848,0.020652,0.034201,-0.116657,0.7778,0.7542,0.6307,0.5726,0.3032,0.8788
76,0.027162,0.055916,0.021035,0.037462,-0.122806,0.7607,0.7881,0.6309,0.5118,0.3031,0.8636
77,0.029466,0.061569,0.018866,0.028457,-0.127997,0.7692,0.8051,0.6309,0.5135,0.3031,0.8485
78,0.026753,0.058051,0.019971,0.028959,-0.125651,0.7692,0.7627,0.6308,0.4726,0.3031,0.8333
79,0.025741,0.055337,0.021773,0.026194,-0.118176,0.6667,0.7288,0.6306,0.5289,0.3032,0.8182
80,0.027509,0.057127,0.021333,0.033834,-0.123320,0.7521,0.7712,0.6309,0.5448,0.3030,0.8030
81,0.023755,0.054312,0.023368,0.028353,-0.122849,0.7265,0.7542,0.6312,0.6114,0.3029,0.7879
82,0.027543,0.057185,0.024375,0.026127,-0.118334,0.7436,0.7627,0.6309,0.5366,0.3030,0.7727
83,0.021558,0.050599,0.024026,0.030287,-0.119115,0.7350,0.7288,0.6302,0.4936,0.3032,0.7576
84,0.029865,0.058439,0.026348,0.033181,-0.119479,0.7094,0.7119,0.6307,0.4862,0.3031,0.7424
85,0.029326,0.055012,0.024875,0.032993,-0.109730,0.7009,0.7881,0.6309,0.5694,0.3031,0.7273
86,0.017254,0.048720,0.022945,0.028270,-0.125819,0.7607,0.7373,0.6308,0.5960,0.3031,0.7121
87,0.024644,0.055748,0.026342,0.026399,-0.123439,0.7692,0.7288,0.6309,0.4930,0.3030,0.6970
88,0.023062,0.052736,0.023156,0.034094,-0.123709,0.7350,0.8136,0.6308,0.4858,0.3031,0.6818
89,0.017758,0.045339,0.022635,0.038568,-0.119691,0.7179,0.8051,0.6309,0.5252,0.3030,0.6667
90,0.023638,0.050843,0.022191,0.039153,-0.118846,0.7179,0.7542,0.6306,0.5556,0.3033,0.6515
91,0.012214,0.041809,0.024651,0.031837,-0.121989,0.7436,0.7712,0.6305,0.4554,0.3031,0.6364
92,0.019605,0.047587,0.025812,0.038472,-0.121019,0.7265,0.7966,0.6306,0.4857,0.3031,0.6212
93,0.021840,0.050534,0.026515,0.033871,-0.120391,0.7179,0.7966,0.6307,0.4923,0.3031,0.6061
94,0.021809,0.051196,0.025339,0.034324,-0.122931,0.7607,0.7288,0.6307,0.4792,0.3031,0.5909
95,0.015950,0.042180,0.025017,0.044557,-0.119211,0.6923,0.7542,0.6306,0.5465,0.3032,0.5758
96,0.011127,0.042367,0.028770,0.026206,-0.123781,0.7179,0.7542,0.6308,0.5222,0.3031,0.5606
97,0.014977,0.046643,0.027107,0.028308,-0.126568,0.7521,0.7542,0.6306,0.5216,0.3031,0.5455
98,0.015334,0.044130,0.027736,0.034755,-0.121306,0.7949,0.7373,0.6304,0.6407,0.3034,0.5303
99,0.014331,0.043000,0.029528,0.028511,-0.116792,0.7692,0.7119,0.6303,0.5135,0.3033,0.5152
100,0.011742,0.043010,0.029355,0.029086,-0.125814,0.7607,0.7458,0.6306,0.4854,0.3031,0.5000
