epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,3.896046,3.867503,0.049802,0.5649,0.5727,0.5857,2.0000
2,1.092603,1.086953,0.009646,0.6768,0.6190,0.5261,1.9483
3,1.309826,1.306406,0.006010,0.4173,0.6437,0.4916,1.8966
4,1.312270,1.307949,0.008068,0.6412,0.6144,0.5171,1.8448
5,0.912968,0.910136,0.005475,0.6718,0.6797,0.4422,1.7931
6,0.929476,0.926631,0.005618,0.6718,0.6387,0.4823,1.7414
7,1.025299,1.022962,0.004743,0.7303,0.6715,0.4503,1.6897
8,0.966406,0.964576,0.003770,0.6768,0.6816,0.4446,1.6379
9,1.026930,1.024771,0.004608,0.7379,0.6764,0.4479,1.5862
10,0.898350,0.896991,0.002921,0.4580,0.6748,0.4497,1.5345
11,0.681477,0.680184,0.002808,0.6794,0.6762,0.4378,1.4828
12,0.706443,0.705373,0.002337,0.7328,0.6767,0.4399,1.4310
13,0.705885,0.704300,0.003413,0.6005,0.6804,0.4364,1.3793
14,0.735817,0.734437,0.003051,0.7532,0.6904,0.4260,1.3276
15,0.688911,0.687292,0.003536,0.7481,0.6898,0.4239,1.2759
16,0.606604,0.605297,0.002795,0.6997,0.6810,0.4428,1.2241
17,0.674865,0.673793,0.002403,0.7481,0.6787,0.4383,1.1724
18,0.677375,0.675618,0.003860,0.5191,0.6883,0.4379,1.1207
19,0.640094,0.638796,0.002940,0.7481,0.6904,0.4309,1.0690
20,0.546335,0.544528,0.004031,0.6081,0.6720,0.4437,1.0172
21,0.644116,0.642296,0.004061,0.6947,0.6695,0.4566,0.9655
22,0.623219,0.621302,0.004282,0.7354,0.6679,0.4555,0.9138
23,0.615775,0.614032,0.003925,0.7608,0.6769,0.4476,0.8621
24,0.583683,0.582113,0.003625,0.7786,0.6669,0.4663,0.8103
25,0.535599,0.533889,0.003945,0.7735,0.6794,0.4433,0.7586
26,0.580707,0.578985,0.003848,0.7583,0.6641,0.4701,0.7069
27,0.568352,0.567037,0.003002,0.7532,0.6879,0.4425,0.6552
28,0.538241,0.536243,0.004492,0.6972,0.6680,0.4558,0.6034
29,0.556266,0.554257,0.004250,0.7099,0.6603,0.4720,0.5517
30,0.545570,0.543616,0.004368,0.6463,0.6819,0.4398,0.5000
